srcMac, dstMac, ethType, srcIp, dstIp, ipProto, srcPort, dstPort, protocol, allMatches, numPayloadOnePackets, numPayloadTwoPackets
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,3122,http,http|,6,6
null,null,0x0800,192.168.1.249,104.98.5.24,6,49250,80,http,http|,1,1
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,4453,http,http|,5,5
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,3125,http,http|,3,3
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,4454,http,http|,5,5
null,null,0x0800,23.12.64.41,192.168.1.249,6,80,44072,http,http|,1,1
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,3124,http,http|,2,2
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,4459,http,http|,4,4
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,3127,http,http|,5,5
null,null,0x0800,23.12.64.41,192.168.1.249,6,80,44070,http,http|,1,1
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,3126,http,http|,3,3
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,4457,http,http|,2,2
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,3129,http,http|,6,6
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,4458,http,http|,4,4
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,3128,http,http|,6,6
null,null,0x0800,192.168.1.239,192.168.1.249,6,43534,49152,http,http|,1,1
null,null,0x0800,192.168.1.249,23.12.64.41,6,44913,80,http,http|,1,1
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,4451,http,http|,6,6
null,null,0x0800,192.168.1.249,104.98.5.24,6,48186,80,http,http|,1,1
null,null,0x0800,192.168.1.249,192.168.1.1,17,60153,53,dns,dns|,1,1
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,4452,http,http|,7,7
null,null,0x0800,192.168.1.249,192.168.1.1,17,60020,53,dns,dns|,2,2
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,3121,http,http|,4,4
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,4450,http,http|,4,4
null,null,0x0800,192.168.1.249,192.168.1.1,17,42839,5351,none,none,1,0
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,3120,http,http|,1,1
null,null,0x0800,192.168.1.1,192.168.1.249,17,53,36909,dns,dns|,3,3
null,null,0x0800,192.168.1.249,23.12.64.41,6,43715,80,http,http|,1,1
null,null,0x0800,192.168.1.249,192.168.1.1,17,57868,53,dns,dns|,2,2
null,null,0x0800,23.12.64.41,192.168.1.249,6,80,44088,http,http|,1,1
null,null,0x0800,192.168.1.249,104.98.5.24,6,49385,80,http,http|,1,1
null,null,0x0800,192.168.1.249,104.98.5.24,6,47950,80,http,http|,1,1
null,null,0x0800,192.168.1.249,104.98.5.24,6,49252,80,http,http|,1,1
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,4488,http,http|,4,4
null,null,0x0800,192.168.1.249,192.168.1.1,17,34962,53,dns,dns|,2,2
null,null,0x0800,23.12.64.41,192.168.1.249,6,80,44086,http,http|,1,1
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,3156,http,http|,4,4
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,4489,http,http|,5,5
null,null,0x0800,23.12.64.41,192.168.1.249,6,80,44085,http,http|,1,1
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,3155,http,http|,3,3
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,4486,http,http|,1,1
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,3158,http,http|,5,5
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,4487,http,http|,7,7
null,null,0x0800,23.12.64.41,192.168.1.249,6,80,44083,http,http|,1,1
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,3157,http,http|,6,6
null,null,0x0800,23.12.64.41,192.168.1.249,6,80,44082,http,http|,1,1
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,3159,http,http|,3,3
null,null,0x0800,23.12.64.41,192.168.1.249,6,80,44080,http,http|,1,1
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,4480,http,http|,4,4
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,4481,http,http|,5,5
null,null,0x0800,192.168.1.1,192.168.1.249,17,53,36903,dns,dns|,1,1
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,3150,http,http|,7,7
null,null,0x0800,192.168.1.1,192.168.1.249,17,53,36905,dns,dns|,1,1
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,4484,http,http|,6,6
null,null,0x0800,192.168.1.1,192.168.1.249,17,53,36900,dns,dns|,1,1
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,3152,http,http|,7,7
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,4485,http,http|,9,9
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,3151,http,http|,1,1
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,4482,http,http|,4,4
null,null,0x0800,192.168.1.249,192.168.1.1,17,52839,53,dns,dns|,1,1
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,3154,http,http|,4,4
null,null,0x0800,192.168.1.1,192.168.1.249,17,53,36901,dns,dns|,2,2
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,4483,http,http|,3,3
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,3153,http,http|,5,5
null,null,0x0800,192.168.1.249,192.168.1.1,17,33630,53,dns,dns|,2,2
null,null,0x0800,192.168.1.249,192.168.1.1,17,35900,53,dns,dns|,2,2
null,null,0x0800,192.168.1.1,192.168.1.249,17,53,36919,dns,dns|,1,1
null,null,0x0800,192.168.1.239,192.168.1.249,6,58019,49152,http,http|,1,1
null,null,0x0800,192.168.1.249,192.168.1.1,17,53905,53,dns,dns|,2,2
null,null,0x0800,192.168.1.249,23.12.64.41,6,43847,80,http,http|,1,1
null,null,0x0800,192.168.1.249,192.168.1.1,17,57869,53,dns,dns|,1,1
null,null,0x0800,192.168.1.249,192.168.1.1,17,55599,53,dns,dns|,2,2
null,null,0x0800,192.168.1.249,23.12.64.41,6,43714,80,http,http|,1,1
null,null,0x0800,23.12.64.41,192.168.1.249,6,80,44098,http,http|,1,1
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,4477,http,http|,3,3
null,null,0x0800,23.12.64.41,192.168.1.249,6,80,44097,http,http|,1,1
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,3145,http,http|,3,3
null,null,0x0800,192.168.1.249,192.168.1.1,17,37330,53,dns,dns|,2,2
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,4478,http,http|,8,8
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,3144,http,http|,5,5
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,4475,http,http|,9,9
null,null,0x0800,23.12.64.41,192.168.1.249,6,80,44095,http,http|,1,1
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,3147,http,http|,6,6
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,4476,http,http|,1,1
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,3146,http,http|,7,7
null,null,0x0800,23.12.64.41,192.168.1.249,6,80,44093,http,http|,1,1
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,3149,http,http|,9,9
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,3148,http,http|,3,3
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,4479,http,http|,3,3
null,null,0x0800,23.12.64.41,192.168.1.249,6,80,44091,http,http|,1,1
null,null,0x0800,23.12.64.41,192.168.1.249,6,80,44090,http,http|,1,1
null,null,0x0800,192.168.1.1,192.168.1.249,17,53,36915,dns,dns|,1,1
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,4470,http,http|,3,3
null,null,0x0800,192.168.1.1,192.168.1.249,17,53,36916,dns,dns|,2,2
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,4473,http,http|,2,2
null,null,0x0800,192.168.1.1,192.168.1.249,17,53,36911,dns,dns|,1,1
null,null,0x0800,192.168.1.249,23.12.64.41,6,44911,80,http,http|,1,1
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,3141,http,http|,8,8
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,4474,http,http|,6,6
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,3140,http,http|,7,7
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,4471,http,http|,5,5
null,null,0x0800,192.168.1.249,104.98.5.24,6,48188,80,http,http|,1,1
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,3143,http,http|,8,8
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,4472,http,http|,3,3
null,null,0x0800,192.168.1.1,192.168.1.249,17,53,36912,dns,dns|,1,1
null,null,0x0800,192.168.1.249,192.168.1.1,17,34961,53,dns,dns|,1,1
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,3142,http,http|,6,6
null,null,0x0800,192.168.1.249,192.168.1.1,17,55332,53,dns,dns|,2,2
null,null,0x0800,192.168.1.249,104.98.5.24,6,47956,80,http,http|,1,1
null,null,0x0800,192.168.1.249,192.168.1.1,17,57604,53,dns,dns|,3,3
null,null,0x0800,192.168.1.249,192.168.1.1,17,53902,53,dns,dns|,1,1
null,null,0x0800,192.168.1.249,23.12.64.41,6,43975,80,http,http|,1,1
null,null,0x0800,104.98.5.24,192.168.1.249,6,80,48215,http,http|,1,1
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,3178,http,http|,2,2
null,null,0x0800,192.168.1.249,192.168.1.1,17,35193,53,dns,dns|,2,2
null,null,0x0800,104.98.5.24,192.168.1.249,6,80,48214,http,http|,1,1
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,3177,http,http|,5,5
null,null,0x0800,104.98.5.24,192.168.1.249,6,80,48212,http,http|,1,1
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,3179,http,http|,1,1
null,null,0x0800,192.168.1.249,192.168.1.1,17,54133,53,dns,dns|,2,2
null,null,0x0800,104.98.5.24,192.168.1.249,6,80,48211,http,http|,1,1
null,null,0x0800,192.168.1.249,192.168.1.1,17,52837,53,dns,dns|,2,2
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,3170,http,http|,4,4
null,null,0x0800,192.168.1.249,192.168.1.1,17,60156,53,dns,dns|,1,1
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,3172,http,http|,3,3
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,3171,http,http|,4,4
null,null,0x0800,104.98.5.24,192.168.1.249,6,80,48219,http,http|,1,1
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,3174,http,http|,3,3
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,3173,http,http|,8,8
null,null,0x0800,104.98.5.24,192.168.1.249,6,80,48217,http,http|,1,1
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,3176,http,http|,6,6
null,null,0x0800,192.168.1.249,23.12.64.41,6,42777,80,http,http|,1,1
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,3175,http,http|,7,7
null,null,0x0800,192.168.1.249,104.98.5.24,6,48181,80,http,http|,1,1
null,null,0x0800,192.168.1.249,192.168.1.1,17,33769,53,dns,dns|,2,2
null,null,0x0800,192.168.1.249,23.12.64.41,6,43841,80,http,http|,1,1
null,null,0x0800,192.168.1.249,192.168.1.239,17,1900,48031,ssdp,ssdp|,1,0
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,4499,http,http|,5,5
null,null,0x0800,104.98.5.24,192.168.1.249,6,80,48226,http,http|,1,1
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,3167,http,http|,3,3
null,null,0x0800,192.168.1.249,91.218.89.74,17,36779,123,ntp,ntp|,1,1
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,3166,http,http|,4,4
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,4497,http,http|,5,5
null,null,0x0800,104.98.5.24,192.168.1.249,6,80,48224,http,http|,1,1
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,3169,http,http|,2,2
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,4498,http,http|,4,4
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,3168,http,http|,4,4
null,null,0x0800,192.168.1.249,192.168.1.1,17,35194,53,dns,dns|,2,2
null,null,0x0800,104.98.5.24,192.168.1.249,6,80,48222,http,http|,1,1
null,null,0x0800,104.98.5.24,192.168.1.249,6,80,48221,http,http|,1,1
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,4491,http,http|,4,4
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,4492,http,http|,8,8
null,null,0x0800,192.168.1.249,192.168.1.1,17,60024,53,dns,dns|,3,3
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,3161,http,http|,3,3
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,4490,http,http|,6,6
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,3160,http,http|,4,4
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,4495,http,http|,6,6
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,3163,http,http|,2,2
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,4496,http,http|,3,3
null,null,0x0800,104.98.5.24,192.168.1.249,6,80,48229,http,http|,1,1
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,3162,http,http|,3,3
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,4493,http,http|,6,6
null,null,0x0800,104.98.5.24,192.168.1.249,6,80,48228,http,http|,1,1
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,3165,http,http|,2,2
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,4494,http,http|,10,10
null,null,0x0800,192.168.1.249,192.168.1.1,17,52838,53,dns,dns|,2,2
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,3164,http,http|,6,6
null,null,0x0800,192.168.1.249,104.98.5.24,6,48182,80,http,http|,1,1
null,null,0x0800,192.168.1.249,104.98.5.24,6,47954,80,http,http|,1,1
null,null,0x0800,192.168.1.239,192.168.1.249,6,36313,49152,http,http|,1,1
null,null,0x0800,192.168.1.249,192.168.1.1,17,59037,53,dns,dns|,1,1
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,3199,http,http|,6,6
null,null,0x0800,192.168.1.249,104.98.5.24,6,49380,80,http,http|,1,1
null,null,0x0800,192.168.1.249,192.168.1.1,17,56794,53,dns,dns|,2,2
null,null,0x0800,192.168.1.249,192.168.1.1,17,54397,53,dns,dns|,1,1
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,3192,http,http|,1,1
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,3191,http,http|,5,5
null,null,0x0800,192.168.1.249,239.255.255.250,17,40668,1900,ssdp,ssdp|,1,0
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,3194,http,http|,4,4
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,3193,http,http|,2,2
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,3196,http,http|,7,7
null,null,0x0800,192.168.1.249,192.168.1.1,17,50309,53,dns,dns|,2,2
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,3198,http,http|,7,7
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,3197,http,http|,7,7
null,null,0x0800,192.168.1.249,192.168.1.1,17,60154,53,dns,dns|,3,3
null,null,0x0800,192.168.1.249,192.168.1.1,17,58939,53,dns,dns|,2,2
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,3190,http,http|,2,2
null,null,0x0800,192.168.1.249,192.168.1.1,17,53067,53,dns,dns|,2,2
null,null,0x0800,192.168.1.249,202.127.210.37,17,54935,123,ntp,ntp|,1,1
null,null,0x0800,192.168.1.249,192.168.1.1,17,57607,53,dns,dns|,1,1
null,null,0x0800,192.168.1.249,23.12.64.41,6,43843,80,http,http|,1,1
null,null,0x0800,192.168.1.249,192.168.1.1,17,35196,53,dns,dns|,1,1
null,null,0x0800,192.168.1.249,23.12.64.41,6,43976,80,http,http|,1,1
null,null,0x0800,192.168.1.249,23.12.64.41,6,43710,80,http,http|,1,1
null,null,0x0800,104.98.5.24,192.168.1.249,6,80,48204,http,http|,1,1
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,3189,http,http|,7,7
null,null,0x0800,192.168.1.249,192.168.1.1,17,43482,53,dns,dns|,1,1
null,null,0x0800,192.168.1.249,192.168.1.1,17,35063,53,dns,dns|,1,1
null,null,0x0800,104.98.5.24,192.168.1.249,6,80,48203,http,http|,1,1
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,3188,http,http|,8,8
null,null,0x0800,104.98.5.24,192.168.1.249,6,80,48201,http,http|,1,1
null,null,0x0800,192.168.1.249,104.98.5.24,6,49381,80,http,http|,1,1
null,null,0x0800,192.168.1.249,192.168.1.1,17,54398,53,dns,dns|,2,2
null,null,0x0800,192.168.1.249,192.168.1.1,17,54132,53,dns,dns|,1,1
null,null,0x0800,192.168.1.249,23.12.64.41,6,42778,80,http,http|,1,1
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,3181,http,http|,2,2
null,null,0x0800,192.168.1.249,192.168.1.1,17,52836,53,dns,dns|,1,1
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,3180,http,http|,5,5
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,3183,http,http|,5,5
null,null,0x0800,192.168.1.249,192.168.1.239,17,1900,37369,ssdp,ssdp|,1,0
null,null,0x0800,104.98.5.24,192.168.1.249,6,80,48209,http,http|,1,1
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,3182,http,http|,3,3
null,null,0x0800,192.168.1.249,192.168.1.1,17,60022,53,dns,dns|,1,1
null,null,0x0800,104.98.5.24,192.168.1.249,6,80,48208,http,http|,1,1
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,3185,http,http|,8,8
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,3184,http,http|,5,5
null,null,0x0800,104.98.5.24,192.168.1.249,6,80,48206,http,http|,1,1
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,3187,http,http|,11,11
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,3186,http,http|,4,4
null,null,0x0800,192.168.1.249,192.168.1.1,17,58090,53,dns,dns|,2,2
null,null,0x0800,192.168.1.249,192.168.1.1,17,57991,53,dns,dns|,2,2
null,null,0x0800,104.98.5.24,192.168.1.249,6,80,48251,http,http|,1,1
null,null,0x0800,104.98.5.24,192.168.1.249,6,80,48250,http,http|,1,1
null,null,0x0800,192.168.1.249,173.223.175.181,6,45383,80,http,http|,1,1
null,null,0x0800,192.168.1.249,173.223.175.181,6,45250,80,http,http|,1,1
null,null,0x0800,104.98.5.24,192.168.1.249,6,80,48258,http,http|,1,1
null,null,0x0800,192.168.1.249,173.223.175.181,6,47780,80,http,http|,1,1
null,null,0x0800,192.168.1.249,192.168.1.1,17,40854,53,dns,dns|,2,2
null,null,0x0800,104.98.5.24,192.168.1.249,6,80,48256,http,http|,1,1
null,null,0x0800,104.98.5.24,192.168.1.249,6,80,48254,http,http|,1,1
null,null,0x0800,104.98.5.24,192.168.1.249,6,80,48253,http,http|,1,1
null,null,0x0800,192.168.1.249,192.168.1.1,17,57992,53,dns,dns|,1,1
null,null,0x0800,104.98.5.24,192.168.1.249,6,80,48262,http,http|,1,1
null,null,0x0800,104.98.5.24,192.168.1.249,6,80,48260,http,http|,1,1
null,null,0x0800,192.168.1.249,192.168.1.1,17,40987,53,dns,dns|,2,2
null,null,0x0800,192.168.1.249,173.223.175.181,6,45381,80,http,http|,1,1
null,null,0x0800,104.98.5.24,192.168.1.249,6,80,48269,http,http|,1,1
null,null,0x0800,192.168.1.249,192.168.1.1,17,40853,53,dns,dns|,1,1
null,null,0x0800,104.98.5.24,192.168.1.249,6,80,48268,http,http|,1,1
null,null,0x0800,104.98.5.24,192.168.1.249,6,80,48266,http,http|,1,1
null,null,0x0800,104.98.5.24,192.168.1.249,6,80,48264,http,http|,1,1
null,null,0x0800,192.168.1.249,192.168.1.239,17,1900,50387,ssdp,ssdp|,1,0
null,null,0x0800,192.168.1.249,192.168.1.239,17,1900,48071,ssdp,ssdp|,1,0
null,null,0x0800,192.168.1.239,192.168.1.249,6,58278,49152,http,http|,1,1
null,null,0x0800,192.168.1.249,192.168.1.1,17,58092,53,dns,dns|,2,2
null,null,0x0800,192.168.1.249,173.223.175.181,6,46450,80,http,http|,1,1
null,null,0x0800,192.168.1.249,192.168.1.239,17,1900,36078,ssdp,ssdp|,1,0
null,null,0x0800,192.168.1.249,23.12.64.41,6,44918,80,http,http|,1,1
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,4408,http,http|,5,5
null,null,0x0800,192.168.1.193,192.168.1.249,6,4209,49152,http,http|,5,5
null,null,0x0800,192.168.1.249,192.168.1.1,17,46948,53,dns,dns|,1,1
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,4409,http,http|,4,4
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,4406,http,http|,5,5
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,4407,http,http|,6,6
null,null,0x0800,192.168.1.249,173.223.175.181,6,45385,80,http,http|,1,1
null,null,0x0800,192.168.1.249,173.223.175.181,6,45252,80,http,http|,1,1
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,4400,http,http|,5,5
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,4401,http,http|,3,3
null,null,0x0800,192.168.1.249,192.168.1.1,17,40852,53,dns,dns|,2,2
null,null,0x0800,104.98.5.24,192.168.1.249,6,80,48236,http,http|,1,1
null,null,0x0800,104.98.5.24,192.168.1.249,6,80,48234,http,http|,1,1
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,4404,http,http|,1,1
null,null,0x0800,104.98.5.24,192.168.1.249,6,80,48233,http,http|,1,1
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,4405,http,http|,3,3
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,4402,http,http|,2,2
null,null,0x0800,104.98.5.24,192.168.1.249,6,80,48231,http,http|,1,1
null,null,0x0800,192.168.1.249,192.168.1.193,6,49152,4403,http,http|,2,2
null,null,0x0800,192.168.1.249,192.168.1.1,17,60025,53,dns,dns|,2,2
null,null,0x0800,192.168.1.249,192.168.1.1,17,49444,53,dns,dns|,2,2
null,null,0x0800,104.98.5.24,192.168.1.249,6,80,48239,http,http|,1,1
null,null,0x0800,192.168.1.239,192.168.1.249,6,58277,49152,http,http|,1,1
null,null,0x0800,104.98.5.24,192.168.1.249,6,80,48238,http,http|,1,1
null,null,0x0800,192.168.1.249,23.12.64.41,6,44919,80,http,http|,1,1
null,null,0x0800,192.168.1.249,192.168.1.1,17,44394,5351,none,none,1,0
null,null,0x0800,104.98.5.24,192.168.1.249,6,80,48248,http,http|,1,1
null,null,0x0800,104.98.5.24,192.168.1.249,6,80,48246,http,http|,1,1
null,null,0x0800,104.98.5.24,192.168.1.249,6,80,48244,http,http|,1,1
