srcMac,,, dstMac,,, ethType,,, srcIp,,, dstIp,,, ipProto,,, srcPort,,, dstPort,,,method,,,host,,,request-version,,,uri,,,user-agent,,
null,,,null,,,0x0800,,,89.30.121.150,,,192.168.1.166,,,6,,,80,,,45893,,,POST,,,babyws.withings.net,,,HTTP/1.1,,, /cgi-bin/event,,,Withings UserAgent,,
null,,,null,,,0x0800,,,89.30.121.150,,,192.168.1.166,,,6,,,80,,,44562,,,POST,,,babyws.withings.net,,,HTTP/1.1,,, /cgi-bin/presence,,,Withings UserAgent,,
null,,,null,,,0x0800,,,89.30.121.150,,,192.168.1.166,,,6,,,80,,,43231,,,POST,,,babyws.withings.net,,,HTTP/1.1,,, /cgi-bin/presence,,,Withings UserAgent,,
null,,,null,,,0x0800,,,89.30.121.150,,,192.168.1.166,,,6,,,80,,,43232,,,POST,,,babyws.withings.net,,,HTTP/1.1,,, /cgi-bin/measure,,,Withings UserAgent,,
null,,,null,,,0x0800,,,192.168.1.166,,,89.30.121.150,,,6,,,42379,,,80,,,POST,,,babyws.withings.net,,,HTTP/1.1,,, /cgi-bin/session,,,Withings UserAgent,,
null,,,null,,,0x0800,,,89.30.121.150,,,192.168.1.166,,,6,,,80,,,45894,,,POST,,,babyws.withings.net,,,HTTP/1.1,,, /cgi-bin/measure,,,Withings UserAgent,,
null,,,null,,,0x0800,,,89.30.121.150,,,192.168.1.166,,,6,,,80,,,44563,,,POST,,,babyws.withings.net,,,HTTP/1.1,,, /cgi-bin/measure,,,Withings UserAgent,,
null,,,null,,,0x0800,,,192.168.1.166,,,89.30.121.150,,,6,,,56277,,,80,,,POST,,,babyws.withings.net,,,HTTP/1.1,,, /cgi-bin/measure,,,Withings UserAgent,,
null,,,null,,,0x0800,,,89.30.121.150,,,192.168.1.166,,,6,,,80,,,56535,,,POST,,,babyws.withings.net,,,HTTP/1.1,,, /cgi-bin/measure,,,Withings UserAgent,,
null,,,null,,,0x0800,,,192.168.1.166,,,89.30.121.150,,,6,,,56011,,,80,,,POST,,,babyws.withings.net,,,HTTP/1.1,,, /cgi-bin/session,,,Withings UserAgent,,
null,,,null,,,0x0800,,,192.168.1.166,,,89.30.121.150,,,6,,,56144,,,80,,,POST,,,babyws.withings.net,,,HTTP/1.1,,, /cgi-bin/event,,,Withings UserAgent,,
null,,,null,,,0x0800,,,192.168.1.166,,,89.30.121.150,,,6,,,51243,,,80,,,POST,,,babyws.withings.net,,,HTTP/1.1,,, /cgi-bin/session,,,Withings UserAgent,,
null,,,null,,,0x0800,,,192.168.1.166,,,89.30.121.150,,,6,,,39952,,,80,,,POST,,,babyws.withings.net,,,HTTP/1.1,,, /cgi-bin/measure,,,Withings UserAgent,,
null,,,null,,,0x0800,,,89.30.121.150,,,192.168.1.166,,,6,,,80,,,56530,,,POST,,,babyws.withings.net,,,HTTP/1.1,,, /cgi-bin/measure,,,Withings UserAgent,,
null,,,null,,,0x0800,,,89.30.121.150,,,192.168.1.166,,,6,,,80,,,43223,,,POST,,,babyws.withings.net,,,HTTP/1.1,,, /cgi-bin/once,,,Withings UserAgent,,
null,,,null,,,0x0800,,,89.30.121.150,,,192.168.1.166,,,6,,,80,,,45886,,,POST,,,babyws.withings.net,,,HTTP/1.1,,, /cgi-bin/measure,,,Withings UserAgent,,
null,,,null,,,0x0800,,,89.30.121.150,,,192.168.1.166,,,6,,,80,,,43224,,,POST,,,babyws.withings.net,,,HTTP/1.1,,, /cgi-bin/session,,,Withings UserAgent,,
null,,,null,,,0x0800,,,89.30.121.150,,,192.168.1.166,,,6,,,80,,,43225,,,POST,,,babyws.withings.net,,,HTTP/1.1,,, /cgi-bin/session,,,Withings UserAgent,,
null,,,null,,,0x0800,,,192.168.1.166,,,89.30.121.150,,,6,,,48957,,,80,,,POST,,,babyws.withings.net,,,HTTP/1.1,,, /cgi-bin/event,,,Withings UserAgent,,
null,,,null,,,0x0800,,,192.168.1.166,,,89.30.121.150,,,6,,,42378,,,80,,,POST,,,babyws.withings.net,,,HTTP/1.1,,, /cgi-bin/once,,,Withings UserAgent,,
null,,,null,,,0x0800,,,192.168.1.166,,,89.30.121.150,,,6,,,42112,,,80,,,POST,,,babyws.withings.net,,,HTTP/1.1,,, /cgi-bin/measure,,,Withings UserAgent,,
null,,,null,,,0x0800,,,192.168.1.166,,,89.30.121.150,,,6,,,40949,,,80,,,POST,,,babyws.withings.net,,,HTTP/1.1,,, /cgi-bin/event,,,Withings UserAgent,,
null,,,null,,,0x0800,,,89.30.121.150,,,192.168.1.166,,,6,,,80,,,43222,,,POST,,,babyws.withings.net,,,HTTP/1.1,,, /cgi-bin/event,,,Withings UserAgent,,
null,,,null,,,0x0800,,,89.30.121.150,,,192.168.1.166,,,6,,,80,,,55234,,,POST,,,babyws.withings.net,,,HTTP/1.1,,, /cgi-bin/measure,,,Withings UserAgent,,
null,,,null,,,0x0800,,,192.168.1.166,,,89.30.121.150,,,6,,,43446,,,80,,,POST,,,babyws.withings.net,,,HTTP/1.1,,, /cgi-bin/event,,,Withings UserAgent,,
null,,,null,,,0x0800,,,89.30.121.150,,,192.168.1.166,,,6,,,80,,,57891,,,POST,,,babyws.withings.net,,,HTTP/1.1,,, /cgi-bin/event,,,Withings UserAgent,,
null,,,null,,,0x0800,,,192.168.1.166,,,89.30.121.150,,,6,,,51240,,,80,,,POST,,,babyws.withings.net,,,HTTP/1.1,,, /cgi-bin/event,,,Withings UserAgent,,
null,,,null,,,0x0800,,,89.30.121.150,,,192.168.1.166,,,6,,,80,,,55239,,,POST,,,babyws.withings.net,,,HTTP/1.1,,, /cgi-bin/measure,,,Withings UserAgent,,
null,,,null,,,0x0800,,,89.30.121.150,,,192.168.1.166,,,6,,,80,,,57892,,,POST,,,babyws.withings.net,,,HTTP/1.1,,, /cgi-bin/presence,,,Withings UserAgent,,
null,,,null,,,0x0800,,,89.30.121.150,,,192.168.1.166,,,6,,,80,,,55238,,,POST,,,babyws.withings.net,,,HTTP/1.1,,, /cgi-bin/session,,,Withings UserAgent,,
null,,,null,,,0x0800,,,89.30.121.150,,,192.168.1.166,,,6,,,80,,,57893,,,POST,,,babyws.withings.net,,,HTTP/1.1,,, /cgi-bin/measure,,,Withings UserAgent,,
null,,,null,,,0x0800,,,89.30.121.150,,,192.168.1.166,,,6,,,80,,,55237,,,POST,,,babyws.withings.net,,,HTTP/1.1,,, /cgi-bin/session,,,Withings UserAgent,,
null,,,null,,,0x0800,,,89.30.121.150,,,192.168.1.166,,,6,,,80,,,55236,,,POST,,,babyws.withings.net,,,HTTP/1.1,,, /cgi-bin/once,,,Withings UserAgent,,
null,,,null,,,0x0800,,,89.30.121.150,,,192.168.1.166,,,6,,,80,,,55235,,,POST,,,babyws.withings.net,,,HTTP/1.1,,, /cgi-bin/event,,,Withings UserAgent,,
null,,,null,,,0x0800,,,89.30.121.150,,,192.168.1.166,,,6,,,80,,,43256,,,POST,,,babyws.withings.net,,,HTTP/1.1,,, /cgi-bin/presence,,,Withings UserAgent,,
null,,,null,,,0x0800,,,192.168.1.166,,,89.30.121.150,,,6,,,48958,,,80,,,POST,,,babyws.withings.net,,,HTTP/1.1,,, /cgi-bin/event,,,Withings UserAgent,,
null,,,null,,,0x0800,,,192.168.1.166,,,89.30.121.150,,,6,,,59870,,,80,,,POST,,,babyws.withings.net,,,HTTP/1.1,,, /cgi-bin/measure,,,Withings UserAgent,,
null,,,null,,,0x0800,,,192.168.1.166,,,89.30.121.150,,,6,,,57211,,,80,,,POST,,,babyws.withings.net,,,HTTP/1.1,,, /cgi-bin/once,,,Withings UserAgent,,
null,,,null,,,0x0800,,,89.30.121.150,,,192.168.1.166,,,6,,,80,,,43253,,,POST,,,babyws.withings.net,,,HTTP/1.1,,, /cgi-bin/measure,,,Withings UserAgent,,
null,,,null,,,0x0800,,,89.30.121.150,,,192.168.1.166,,,6,,,80,,,43254,,,POST,,,babyws.withings.net,,,HTTP/1.1,,, /cgi-bin/event,,,Withings UserAgent,,
null,,,null,,,0x0800,,,89.30.121.150,,,192.168.1.166,,,6,,,80,,,43255,,,POST,,,babyws.withings.net,,,HTTP/1.1,,, /cgi-bin/measure,,,Withings UserAgent,,
null,,,null,,,0x0800,,,89.30.121.150,,,192.168.1.166,,,6,,,80,,,56555,,,POST,,,babyws.withings.net,,,HTTP/1.1,,, /cgi-bin/measure,,,Withings UserAgent,,
null,,,null,,,0x0800,,,192.168.1.166,,,89.30.121.150,,,6,,,56146,,,80,,,POST,,,babyws.withings.net,,,HTTP/1.1,,, /cgi-bin/event,,,Withings UserAgent,,
null,,,null,,,0x0800,,,192.168.1.166,,,89.30.121.150,,,6,,,39950,,,80,,,POST,,,babyws.withings.net,,,HTTP/1.1,,, /cgi-bin/event,,,Withings UserAgent,,
null,,,null,,,0x0800,,,192.168.1.166,,,89.30.121.150,,,6,,,51241,,,80,,,POST,,,babyws.withings.net,,,HTTP/1.1,,, /cgi-bin/once,,,Withings UserAgent,,
null,,,null,,,0x0800,,,192.168.1.166,,,89.30.121.150,,,6,,,40591,,,80,,,POST,,,babyws.withings.net,,,HTTP/1.1,,, /cgi-bin/measure,,,Withings UserAgent,,
null,,,null,,,0x0800,,,89.30.121.150,,,192.168.1.166,,,6,,,80,,,57881,,,POST,,,babyws.withings.net,,,HTTP/1.1,,, /cgi-bin/measure,,,Withings UserAgent,,
null,,,null,,,0x0800,,,89.30.121.150,,,192.168.1.166,,,6,,,80,,,56553,,,POST,,,babyws.withings.net,,,HTTP/1.1,,, /cgi-bin/measure,,,Withings UserAgent,,
null,,,null,,,0x0800,,,89.30.121.150,,,192.168.1.166,,,6,,,80,,,56554,,,POST,,,babyws.withings.net,,,HTTP/1.1,,, /cgi-bin/event,,,Withings UserAgent,,
null,,,null,,,0x0800,,,89.30.121.150,,,192.168.1.166,,,6,,,80,,,43245,,,POST,,,babyws.withings.net,,,HTTP/1.1,,, /cgi-bin/event,,,Withings UserAgent,,
null,,,null,,,0x0800,,,192.168.1.166,,,89.30.121.150,,,6,,,50176,,,80,,,POST,,,babyws.withings.net,,,HTTP/1.1,,, /cgi-bin/measure,,,Withings UserAgent,,
null,,,null,,,0x0800,,,89.30.121.150,,,192.168.1.166,,,6,,,80,,,43242,,,POST,,,babyws.withings.net,,,HTTP/1.1,,, /cgi-bin/presence,,,Withings UserAgent,,
null,,,null,,,0x0800,,,89.30.121.150,,,192.168.1.166,,,6,,,80,,,43243,,,POST,,,babyws.withings.net,,,HTTP/1.1,,, /cgi-bin/measure,,,Withings UserAgent,,
null,,,null,,,0x0800,,,89.30.121.150,,,192.168.1.166,,,6,,,80,,,33864,,,POST,,,babyws.withings.net,,,HTTP/1.1,,, /cgi-bin/measure,,,Withings UserAgent,,
null,,,null,,,0x0800,,,192.168.1.166,,,89.30.121.150,,,6,,,42727,,,80,,,POST,,,babyws.withings.net,,,HTTP/1.1,,, /cgi-bin/measure,,,Withings UserAgent,,
null,,,null,,,0x0800,,,89.30.121.150,,,192.168.1.166,,,6,,,80,,,56503,,,POST,,,babyws.withings.net,,,HTTP/1.1,,, /cgi-bin/event,,,Withings UserAgent,,
null,,,null,,,0x0800,,,89.30.121.150,,,192.168.1.166,,,6,,,80,,,56504,,,POST,,,babyws.withings.net,,,HTTP/1.1,,, /cgi-bin/measure,,,Withings UserAgent,,
null,,,null,,,0x0800,,,89.30.121.150,,,192.168.1.166,,,6,,,80,,,44519,,,POST,,,babyws.withings.net,,,HTTP/1.1,,, /cgi-bin/measure,,,Withings UserAgent,,
null,,,null,,,0x0800,,,89.30.121.150,,,192.168.1.166,,,6,,,80,,,44518,,,POST,,,babyws.withings.net,,,HTTP/1.1,,, /cgi-bin/event,,,Withings UserAgent,,
null,,,null,,,0x0800,,,89.30.121.150,,,192.168.1.166,,,6,,,80,,,33861,,,POST,,,babyws.withings.net,,,HTTP/1.1,,, /cgi-bin/measure,,,Withings UserAgent,,
null,,,null,,,0x0800,,,192.168.1.166,,,89.30.121.150,,,6,,,47753,,,80,,,POST,,,babyws.withings.net,,,HTTP/1.1,,, /cgi-bin/once,,,Withings UserAgent,,
null,,,null,,,0x0800,,,192.168.1.166,,,89.30.121.150,,,6,,,56757,,,80,,,POST,,,babyws.withings.net,,,HTTP/1.1,,, /cgi-bin/session,,,Withings UserAgent,,
null,,,null,,,0x0800,,,89.30.121.150,,,192.168.1.166,,,6,,,80,,,57830,,,POST,,,babyws.withings.net,,,HTTP/1.1,,, /cgi-bin/event,,,Withings UserAgent,,
null,,,null,,,0x0800,,,192.168.1.166,,,89.30.121.150,,,6,,,44025,,,80,,,POST,,,babyws.withings.net,,,HTTP/1.1,,, /cgi-bin/presence,,,Withings UserAgent,,
null,,,null,,,0x0800,,,192.168.1.166,,,89.30.121.150,,,6,,,43925,,,80,,,POST,,,babyws.withings.net,,,HTTP/1.1,,, /cgi-bin/event,,,Withings UserAgent,,
null,,,null,,,0x0800,,,89.30.121.150,,,192.168.1.166,,,6,,,80,,,44526,,,POST,,,babyws.withings.net,,,HTTP/1.1,,, /cgi-bin/measure,,,Withings UserAgent,,
null,,,null,,,0x0800,,,89.30.121.150,,,192.168.1.166,,,6,,,80,,,44525,,,POST,,,babyws.withings.net,,,HTTP/1.1,,, /cgi-bin/presence,,,Withings UserAgent,,
null,,,null,,,0x0800,,,89.30.121.150,,,192.168.1.166,,,6,,,80,,,45859,,,POST,,,babyws.withings.net,,,HTTP/1.1,,, /cgi-bin/once,,,Withings UserAgent,,
null,,,null,,,0x0800,,,89.30.121.150,,,192.168.1.166,,,6,,,80,,,44527,,,POST,,,babyws.withings.net,,,HTTP/1.1,,, /cgi-bin/event,,,Withings UserAgent,,
null,,,null,,,0x0800,,,89.30.121.150,,,192.168.1.166,,,6,,,80,,,57828,,,POST,,,babyws.withings.net,,,HTTP/1.1,,, /cgi-bin/session,,,Withings UserAgent,,
null,,,null,,,0x0800,,,89.30.121.150,,,192.168.1.166,,,6,,,80,,,57829,,,POST,,,babyws.withings.net,,,HTTP/1.1,,, /cgi-bin/session,,,Withings UserAgent,,
null,,,null,,,0x0800,,,192.168.1.166,,,89.30.121.150,,,6,,,48952,,,80,,,POST,,,babyws.withings.net,,,HTTP/1.1,,, /cgi-bin/event,,,Withings UserAgent,,
null,,,null,,,0x0800,,,192.168.1.166,,,89.30.121.150,,,6,,,55559,,,80,,,POST,,,babyws.withings.net,,,HTTP/1.1,,, /cgi-bin/measure,,,Withings UserAgent,,
null,,,null,,,0x0800,,,192.168.1.166,,,89.30.121.150,,,6,,,45357,,,80,,,POST,,,babyws.withings.net,,,HTTP/1.1,,, /cgi-bin/once,,,Withings UserAgent,,
null,,,null,,,0x0800,,,192.168.1.166,,,89.30.121.150,,,6,,,45224,,,80,,,POST,,,babyws.withings.net,,,HTTP/1.1,,, /cgi-bin/measure,,,Withings UserAgent,,
null,,,null,,,0x0800,,,89.30.121.150,,,192.168.1.166,,,6,,,80,,,57823,,,POST,,,babyws.withings.net,,,HTTP/1.1,,, /cgi-bin/measure,,,Withings UserAgent,,
null,,,null,,,0x0800,,,89.30.121.150,,,192.168.1.166,,,6,,,80,,,57824,,,POST,,,babyws.withings.net,,,HTTP/1.1,,, /cgi-bin/event,,,Withings UserAgent,,
null,,,null,,,0x0800,,,89.30.121.150,,,192.168.1.166,,,6,,,80,,,33877,,,POST,,,babyws.withings.net,,,HTTP/1.1,,, /cgi-bin/event,,,Withings UserAgent,,
null,,,null,,,0x0800,,,89.30.121.150,,,192.168.1.166,,,6,,,80,,,33878,,,POST,,,babyws.withings.net,,,HTTP/1.1,,, /cgi-bin/measure,,,Withings UserAgent,,
null,,,null,,,0x0800,,,89.30.121.150,,,192.168.1.166,,,6,,,80,,,57827,,,POST,,,babyws.withings.net,,,HTTP/1.1,,, /cgi-bin/once,,,Withings UserAgent,,
null,,,null,,,0x0800,,,192.168.1.166,,,89.30.121.150,,,6,,,47752,,,80,,,POST,,,babyws.withings.net,,,HTTP/1.1,,, /cgi-bin/measure,,,Withings UserAgent,,
null,,,null,,,0x0800,,,192.168.1.166,,,89.30.121.150,,,6,,,49184,,,80,,,POST,,,babyws.withings.net,,,HTTP/1.1,,, /cgi-bin/measure,,,Withings UserAgent,,
null,,,null,,,0x0800,,,192.168.1.166,,,89.30.121.150,,,6,,,56758,,,80,,,POST,,,babyws.withings.net,,,HTTP/1.1,,, /cgi-bin/event,,,Withings UserAgent,,
null,,,null,,,0x0800,,,192.168.1.166,,,89.30.121.150,,,6,,,44026,,,80,,,POST,,,babyws.withings.net,,,HTTP/1.1,,, /cgi-bin/once,,,Withings UserAgent,,
null,,,null,,,0x0800,,,192.168.1.166,,,89.30.121.150,,,6,,,54715,,,80,,,POST,,,babyws.withings.net,,,HTTP/1.1,,, /cgi-bin/measure,,,Withings UserAgent,,
null,,,null,,,0x0800,,,89.30.121.150,,,192.168.1.166,,,6,,,80,,,44513,,,POST,,,babyws.withings.net,,,HTTP/1.1,,, /cgi-bin/measure,,,Withings UserAgent,,
null,,,null,,,0x0800,,,192.168.1.166,,,89.30.121.150,,,6,,,43924,,,80,,,POST,,,babyws.withings.net,,,HTTP/1.1,,, /cgi-bin/measure,,,Withings UserAgent,,
