srcMac,,, dstMac,,, ethType,,, srcIp,,, dstIp,,, ipProto,,, srcPort,,, dstPort,,,server,,,response-version,,,response phrase,,,status code,,
null,,,null,,,0x0800,,,91.121.58.223,,,192.168.1.120,,,6,,,80,,,32802,,,Apache/2.2.9 (Debian) PHP/5.2.6-1+lenny16 with Suhosin-Patch mod_python/3.3.1 Python/2.5.2 mod_ssl/2.2.9 OpenSSL/0.9.8g,,,HTTP/1.1,,,Partial Content,,,206,,
null,,,null,,,0x0800,,,91.121.58.223,,,192.168.1.120,,,6,,,80,,,32804,,,Apache/2.2.9 (Debian) PHP/5.2.6-1+lenny16 with Suhosin-Patch mod_python/3.3.1 Python/2.5.2 mod_ssl/2.2.9 OpenSSL/0.9.8g,,,HTTP/1.1,,,Partial Content,,,206,,
null,,,null,,,0x0800,,,104.199.240.211,,,192.168.1.120,,,6,,,80,,,59287,,,nginx,,,HTTP/1.1,,,OK,,,200,,
null,,,null,,,0x0800,,,203.13.161.17,,,192.168.1.120,,,6,,,80,,,48559,,,,,,HTTP/1.1,,,OK,,,200,,
null,,,null,,,0x0800,,,192.168.1.120,,,192.168.1.239,,,6,,,80,,,60075,,,,,,HTTP/1.1,,,Not Found,,,404,,
null,,,null,,,0x0800,,,192.168.1.120,,,91.121.58.223,,,6,,,55747,,,80,,,Apache/2.2.9 (Debian) PHP/5.2.6-1+lenny16 with Suhosin-Patch mod_python/3.3.1 Python/2.5.2 mod_ssl/2.2.9 OpenSSL/0.9.8g,,,HTTP/1.1,,,Partial Content,,,206,,
null,,,null,,,0x0800,,,192.168.1.120,,,192.168.1.239,,,6,,,80,,,59069,,,,,,HTTP/1.1,,,Not Found,,,404,,
null,,,null,,,0x0800,,,194.68.30.86,,,192.168.1.120,,,6,,,80,,,34678,,,nginx,,,HTTP/1.1,,,OK,,,200,,
null,,,null,,,0x0800,,,192.168.1.239,,,192.168.1.120,,,6,,,57186,,,80,,,,,,HTTP/1.1,,,Not Found,,,404,,
null,,,null,,,0x0800,,,192.168.1.120,,,203.5.76.25,,,6,,,44538,,,80,,,,,,HTTP/1.1,,,OK,,,200,,
null,,,null,,,0x0800,,,192.168.1.120,,,91.121.58.223,,,6,,,60690,,,80,,,Apache/2.2.9 (Debian) PHP/5.2.6-1+lenny16 with Suhosin-Patch mod_python/3.3.1 Python/2.5.2 mod_ssl/2.2.9 OpenSSL/0.9.8g,,,HTTP/1.1,,,Partial Content,,,206,,
null,,,null,,,0x0800,,,192.168.1.120,,,194.68.30.131,,,6,,,48988,,,80,,,nginx,,,HTTP/1.1,,,OK,,,200,,
null,,,null,,,0x0800,,,91.121.58.223,,,192.168.1.120,,,6,,,80,,,60000,,,Apache/2.2.9 (Debian) PHP/5.2.6-1+lenny16 with Suhosin-Patch mod_python/3.3.1 Python/2.5.2 mod_ssl/2.2.9 OpenSSL/0.9.8g,,,HTTP/1.1,,,Partial Content,,,206,,
null,,,null,,,0x0800,,,192.168.1.120,,,203.5.76.10,,,6,,,40525,,,80,,,,,,HTTP/1.1,,,OK,,,200,,
null,,,null,,,0x0800,,,192.168.1.120,,,91.121.58.223,,,6,,,38487,,,80,,,Apache/2.2.9 (Debian) PHP/5.2.6-1+lenny16 with Suhosin-Patch mod_python/3.3.1 Python/2.5.2 mod_ssl/2.2.9 OpenSSL/0.9.8g,,,HTTP/1.1,,,Partial Content,,,206,,
null,,,null,,,0x0800,,,192.168.1.120,,,192.168.1.239,,,6,,,80,,,54159,,,,,,HTTP/1.1,,,Not Found,,,404,,
null,,,null,,,0x0800,,,192.168.1.239,,,192.168.1.120,,,6,,,60915,,,80,,,,,,HTTP/1.1,,,Not Found,,,404,,
null,,,null,,,0x0800,,,203.5.76.10,,,192.168.1.120,,,6,,,80,,,56156,,,,,,HTTP/1.1,,,OK,,,200,,
null,,,null,,,0x0800,,,192.168.1.120,,,91.121.58.223,,,6,,,60594,,,80,,,Apache/2.2.9 (Debian) PHP/5.2.6-1+lenny16 with Suhosin-Patch mod_python/3.3.1 Python/2.5.2 mod_ssl/2.2.9 OpenSSL/0.9.8g,,,HTTP/1.1,,,Partial Content,,,206,,
null,,,null,,,0x0800,,,91.121.58.223,,,192.168.1.120,,,6,,,80,,,41505,,,Apache/2.2.9 (Debian) PHP/5.2.6-1+lenny16 with Suhosin-Patch mod_python/3.3.1 Python/2.5.2 mod_ssl/2.2.9 OpenSSL/0.9.8g,,,HTTP/1.1,,,Partial Content,,,206,,
null,,,null,,,0x0800,,,91.121.58.223,,,192.168.1.120,,,6,,,80,,,33009,,,Apache/2.2.9 (Debian) PHP/5.2.6-1+lenny16 with Suhosin-Patch mod_python/3.3.1 Python/2.5.2 mod_ssl/2.2.9 OpenSSL/0.9.8g,,,HTTP/1.1,,,Partial Content,,,206,,
null,,,null,,,0x0800,,,91.121.58.223,,,192.168.1.120,,,6,,,80,,,33008,,,Apache/2.2.9 (Debian) PHP/5.2.6-1+lenny16 with Suhosin-Patch mod_python/3.3.1 Python/2.5.2 mod_ssl/2.2.9 OpenSSL/0.9.8g,,,HTTP/1.1,,,Partial Content,,,206,,
null,,,null,,,0x0800,,,91.121.58.223,,,192.168.1.120,,,6,,,80,,,33004,,,Apache/2.2.9 (Debian) PHP/5.2.6-1+lenny16 with Suhosin-Patch mod_python/3.3.1 Python/2.5.2 mod_ssl/2.2.9 OpenSSL/0.9.8g,,,HTTP/1.1,,,Partial Content,,,206,,
null,,,null,,,0x0800,,,91.121.58.223,,,192.168.1.120,,,6,,,80,,,33007,,,Apache/2.2.9 (Debian) PHP/5.2.6-1+lenny16 with Suhosin-Patch mod_python/3.3.1 Python/2.5.2 mod_ssl/2.2.9 OpenSSL/0.9.8g,,,HTTP/1.1,,,Partial Content,,,206,,
null,,,null,,,0x0800,,,91.121.58.223,,,192.168.1.120,,,6,,,80,,,33006,,,Apache/2.2.9 (Debian) PHP/5.2.6-1+lenny16 with Suhosin-Patch mod_python/3.3.1 Python/2.5.2 mod_ssl/2.2.9 OpenSSL/0.9.8g,,,HTTP/1.1,,,Partial Content,,,206,,
null,,,null,,,0x0800,,,91.121.58.223,,,192.168.1.120,,,6,,,80,,,33012,,,Apache/2.2.9 (Debian) PHP/5.2.6-1+lenny16 with Suhosin-Patch mod_python/3.3.1 Python/2.5.2 mod_ssl/2.2.9 OpenSSL/0.9.8g,,,HTTP/1.1,,,Partial Content,,,206,,
null,,,null,,,0x0800,,,91.121.58.223,,,192.168.1.120,,,6,,,80,,,33011,,,Apache/2.2.9 (Debian) PHP/5.2.6-1+lenny16 with Suhosin-Patch mod_python/3.3.1 Python/2.5.2 mod_ssl/2.2.9 OpenSSL/0.9.8g,,,HTTP/1.1,,,Partial Content,,,206,,
null,,,null,,,0x0800,,,91.121.58.223,,,192.168.1.120,,,6,,,80,,,33014,,,Apache/2.2.9 (Debian) PHP/5.2.6-1+lenny16 with Suhosin-Patch mod_python/3.3.1 Python/2.5.2 mod_ssl/2.2.9 OpenSSL/0.9.8g,,,HTTP/1.1,,,Partial Content,,,206,,
null,,,null,,,0x0800,,,91.121.58.223,,,192.168.1.120,,,6,,,80,,,33013,,,Apache/2.2.9 (Debian) PHP/5.2.6-1+lenny16 with Suhosin-Patch mod_python/3.3.1 Python/2.5.2 mod_ssl/2.2.9 OpenSSL/0.9.8g,,,HTTP/1.1,,,Partial Content,,,206,,
null,,,null,,,0x0800,,,91.121.58.223,,,192.168.1.120,,,6,,,80,,,33016,,,Apache/2.2.9 (Debian) PHP/5.2.6-1+lenny16 with Suhosin-Patch mod_python/3.3.1 Python/2.5.2 mod_ssl/2.2.9 OpenSSL/0.9.8g,,,HTTP/1.1,,,Partial Content,,,206,,
null,,,null,,,0x0800,,,91.121.58.223,,,192.168.1.120,,,6,,,80,,,33015,,,Apache/2.2.9 (Debian) PHP/5.2.6-1+lenny16 with Suhosin-Patch mod_python/3.3.1 Python/2.5.2 mod_ssl/2.2.9 OpenSSL/0.9.8g,,,HTTP/1.1,,,Partial Content,,,206,,
null,,,null,,,0x0800,,,91.121.58.223,,,192.168.1.120,,,6,,,80,,,33017,,,Apache/2.2.9 (Debian) PHP/5.2.6-1+lenny16 with Suhosin-Patch mod_python/3.3.1 Python/2.5.2 mod_ssl/2.2.9 OpenSSL/0.9.8g,,,HTTP/1.1,,,Partial Content,,,206,,
null,,,null,,,0x0800,,,91.121.58.223,,,192.168.1.120,,,6,,,80,,,33010,,,Apache/2.2.9 (Debian) PHP/5.2.6-1+lenny16 with Suhosin-Patch mod_python/3.3.1 Python/2.5.2 mod_ssl/2.2.9 OpenSSL/0.9.8g,,,HTTP/1.1,,,Partial Content,,,206,,
null,,,null,,,0x0800,,,192.168.1.120,,,144.76.157.132,,,6,,,41151,,,80,,,Apache/2.2.22 (Debian),,,HTTP/1.1,,,OK,,,200,,
null,,,null,,,0x0800,,,192.168.1.120,,,144.76.157.132,,,6,,,41150,,,80,,,Apache/2.2.22 (Debian),,,HTTP/1.1,,,OK,,,200,,
null,,,null,,,0x0800,,,45.32.147.89,,,192.168.1.120,,,6,,,80,,,43414,,,Apache/2.4.12 (Ubuntu),,,HTTP/1.1,,,OK,,,200,,
null,,,null,,,0x0800,,,45.32.147.89,,,192.168.1.120,,,6,,,80,,,43416,,,Apache/2.4.12 (Ubuntu),,,HTTP/1.1,,,OK,,,200,,
null,,,null,,,0x0800,,,45.32.147.89,,,192.168.1.120,,,6,,,80,,,43415,,,Apache/2.4.12 (Ubuntu),,,HTTP/1.1,,,OK,,,200,,
null,,,null,,,0x0800,,,45.32.147.89,,,192.168.1.120,,,6,,,80,,,43417,,,Apache/2.4.12 (Ubuntu),,,HTTP/1.1,,,OK,,,200,,
null,,,null,,,0x0800,,,192.168.1.120,,,91.121.58.223,,,6,,,38724,,,80,,,Apache/2.2.9 (Debian) PHP/5.2.6-1+lenny16 with Suhosin-Patch mod_python/3.3.1 Python/2.5.2 mod_ssl/2.2.9 OpenSSL/0.9.8g,,,HTTP/1.1,,,Partial Content,,,206,,
null,,,null,,,0x0800,,,192.168.1.120,,,45.32.147.89,,,6,,,33170,,,80,,,Apache/2.4.12 (Ubuntu),,,HTTP/1.1,,,OK,,,200,,
null,,,null,,,0x0800,,,91.121.58.223,,,192.168.1.120,,,6,,,80,,,41676,,,Apache/2.2.9 (Debian) PHP/5.2.6-1+lenny16 with Suhosin-Patch mod_python/3.3.1 Python/2.5.2 mod_ssl/2.2.9 OpenSSL/0.9.8g,,,HTTP/1.1,,,Partial Content,,,206,,
null,,,null,,,0x0800,,,192.168.1.120,,,91.121.58.223,,,6,,,39081,,,80,,,Apache/2.2.9 (Debian) PHP/5.2.6-1+lenny16 with Suhosin-Patch mod_python/3.3.1 Python/2.5.2 mod_ssl/2.2.9 OpenSSL/0.9.8g,,,HTTP/1.1,,,Partial Content,,,206,,
null,,,null,,,0x0800,,,203.5.76.25,,,192.168.1.120,,,6,,,80,,,32833,,,,,,HTTP/1.1,,,OK,,,200,,
null,,,null,,,0x0800,,,192.168.1.120,,,45.32.147.89,,,6,,,33169,,,80,,,Apache/2.4.12 (Ubuntu),,,HTTP/1.1,,,OK,,,200,,
null,,,null,,,0x0800,,,192.168.1.120,,,194.68.30.131,,,6,,,55991,,,80,,,nginx,,,HTTP/1.1,,,OK,,,200,,
null,,,null,,,0x0800,,,45.32.147.89,,,192.168.1.120,,,6,,,80,,,57972,,,Apache/2.4.12 (Ubuntu),,,HTTP/1.1,,,OK,,,200,,
null,,,null,,,0x0800,,,45.32.147.89,,,192.168.1.120,,,6,,,80,,,57971,,,Apache/2.4.12 (Ubuntu),,,HTTP/1.1,,,OK,,,200,,
null,,,null,,,0x0800,,,45.32.147.89,,,192.168.1.120,,,6,,,80,,,57974,,,Apache/2.4.12 (Ubuntu),,,HTTP/1.1,,,OK,,,200,,
null,,,null,,,0x0800,,,45.32.147.89,,,192.168.1.120,,,6,,,80,,,57973,,,Apache/2.4.12 (Ubuntu),,,HTTP/1.1,,,OK,,,200,,
null,,,null,,,0x0800,,,45.32.147.89,,,192.168.1.120,,,6,,,80,,,57976,,,Apache/2.4.12 (Ubuntu),,,HTTP/1.1,,,OK,,,200,,
null,,,null,,,0x0800,,,192.168.1.120,,,91.121.58.223,,,6,,,38607,,,80,,,Apache/2.2.9 (Debian) PHP/5.2.6-1+lenny16 with Suhosin-Patch mod_python/3.3.1 Python/2.5.2 mod_ssl/2.2.9 OpenSSL/0.9.8g,,,HTTP/1.1,,,Partial Content,,,206,,
null,,,null,,,0x0800,,,91.121.58.223,,,192.168.1.120,,,6,,,80,,,55982,,,Apache/2.2.9 (Debian) PHP/5.2.6-1+lenny16 with Suhosin-Patch mod_python/3.3.1 Python/2.5.2 mod_ssl/2.2.9 OpenSSL/0.9.8g,,,HTTP/1.1,,,Partial Content,,,206,,
null,,,null,,,0x0800,,,91.121.58.223,,,192.168.1.120,,,6,,,80,,,41326,,,Apache/2.2.9 (Debian) PHP/5.2.6-1+lenny16 with Suhosin-Patch mod_python/3.3.1 Python/2.5.2 mod_ssl/2.2.9 OpenSSL/0.9.8g,,,HTTP/1.1,,,Partial Content,,,206,,
null,,,null,,,0x0800,,,45.32.147.89,,,192.168.1.120,,,6,,,80,,,43371,,,Apache/2.4.12 (Ubuntu),,,HTTP/1.1,,,OK,,,200,,
null,,,null,,,0x0800,,,45.32.147.89,,,192.168.1.120,,,6,,,80,,,43370,,,Apache/2.4.12 (Ubuntu),,,HTTP/1.1,,,OK,,,200,,
null,,,null,,,0x0800,,,45.32.147.89,,,192.168.1.120,,,6,,,80,,,43372,,,Apache/2.4.12 (Ubuntu),,,HTTP/1.1,,,OK,,,200,,
null,,,null,,,0x0800,,,192.168.1.120,,,203.5.76.10,,,6,,,51297,,,80,,,,,,HTTP/1.1,,,OK,,,200,,
null,,,null,,,0x0800,,,203.5.76.10,,,192.168.1.120,,,6,,,80,,,54982,,,,,,HTTP/1.1,,,OK,,,200,,
null,,,null,,,0x0800,,,192.168.1.120,,,91.121.58.223,,,6,,,32777,,,80,,,Apache/2.2.9 (Debian) PHP/5.2.6-1+lenny16 with Suhosin-Patch mod_python/3.3.1 Python/2.5.2 mod_ssl/2.2.9 OpenSSL/0.9.8g,,,HTTP/1.1,,,Partial Content,,,206,,
null,,,null,,,0x0800,,,192.168.1.120,,,203.5.76.10,,,6,,,59652,,,80,,,,,,HTTP/1.1,,,OK,,,200,,
null,,,null,,,0x0800,,,192.168.1.120,,,91.121.58.223,,,6,,,32774,,,80,,,Apache/2.2.9 (Debian) PHP/5.2.6-1+lenny16 with Suhosin-Patch mod_python/3.3.1 Python/2.5.2 mod_ssl/2.2.9 OpenSSL/0.9.8g,,,HTTP/1.1,,,Partial Content,,,206,,
null,,,null,,,0x0800,,,91.121.58.223,,,192.168.1.120,,,6,,,80,,,39127,,,Apache/2.2.9 (Debian) PHP/5.2.6-1+lenny16 with Suhosin-Patch mod_python/3.3.1 Python/2.5.2 mod_ssl/2.2.9 OpenSSL/0.9.8g,,,HTTP/1.1,,,Partial Content,,,206,,
null,,,null,,,0x0800,,,91.121.58.223,,,192.168.1.120,,,6,,,80,,,39138,,,Apache/2.2.9 (Debian) PHP/5.2.6-1+lenny16 with Suhosin-Patch mod_python/3.3.1 Python/2.5.2 mod_ssl/2.2.9 OpenSSL/0.9.8g,,,HTTP/1.1,,,Partial Content,,,206,,
null,,,null,,,0x0800,,,192.168.1.120,,,91.121.58.223,,,6,,,38871,,,80,,,Apache/2.2.9 (Debian) PHP/5.2.6-1+lenny16 with Suhosin-Patch mod_python/3.3.1 Python/2.5.2 mod_ssl/2.2.9 OpenSSL/0.9.8g,,,HTTP/1.1,,,Partial Content,,,206,,
null,,,null,,,0x0800,,,192.168.1.120,,,91.121.58.223,,,6,,,54590,,,80,,,Apache/2.2.9 (Debian) PHP/5.2.6-1+lenny16 with Suhosin-Patch mod_python/3.3.1 Python/2.5.2 mod_ssl/2.2.9 OpenSSL/0.9.8g,,,HTTP/1.1,,,Partial Content,,,206,,
null,,,null,,,0x0800,,,192.168.1.120,,,91.121.58.223,,,6,,,38134,,,80,,,Apache/2.2.9 (Debian) PHP/5.2.6-1+lenny16 with Suhosin-Patch mod_python/3.3.1 Python/2.5.2 mod_ssl/2.2.9 OpenSSL/0.9.8g,,,HTTP/1.1,,,Partial Content,,,206,,
null,,,null,,,0x0800,,,192.168.1.239,,,192.168.1.120,,,6,,,56680,,,80,,,,,,HTTP/1.1,,,Not Found,,,404,,
null,,,null,,,0x0800,,,192.168.1.120,,,91.121.58.223,,,6,,,55666,,,80,,,Apache/2.2.9 (Debian) PHP/5.2.6-1+lenny16 with Suhosin-Patch mod_python/3.3.1 Python/2.5.2 mod_ssl/2.2.9 OpenSSL/0.9.8g,,,HTTP/1.1,,,Partial Content,,,206,,
null,,,null,,,0x0800,,,192.168.1.120,,,91.121.58.223,,,6,,,32785,,,80,,,Apache/2.2.9 (Debian) PHP/5.2.6-1+lenny16 with Suhosin-Patch mod_python/3.3.1 Python/2.5.2 mod_ssl/2.2.9 OpenSSL/0.9.8g,,,HTTP/1.1,,,Partial Content,,,206,,
null,,,null,,,0x0800,,,192.168.1.120,,,91.121.58.223,,,6,,,32787,,,80,,,Apache/2.2.9 (Debian) PHP/5.2.6-1+lenny16 with Suhosin-Patch mod_python/3.3.1 Python/2.5.2 mod_ssl/2.2.9 OpenSSL/0.9.8g,,,HTTP/1.1,,,Partial Content,,,206,,
null,,,null,,,0x0800,,,192.168.1.120,,,144.76.157.132,,,6,,,41058,,,80,,,Apache/2.2.22 (Debian),,,HTTP/1.1,,,OK,,,200,,
null,,,null,,,0x0800,,,192.168.1.120,,,52.62.218.228,,,6,,,42828,,,80,,,Icecast 2.4.2,,,HTTP/1.0,,,OK,,,200,,
null,,,null,,,0x0800,,,192.168.1.120,,,144.76.157.132,,,6,,,41059,,,80,,,Apache/2.2.22 (Debian),,,HTTP/1.1,,,OK,,,200,,
null,,,null,,,0x0800,,,91.121.58.223,,,192.168.1.120,,,6,,,80,,,56197,,,Apache/2.2.9 (Debian) PHP/5.2.6-1+lenny16 with Suhosin-Patch mod_python/3.3.1 Python/2.5.2 mod_ssl/2.2.9 OpenSSL/0.9.8g,,,HTTP/1.1,,,Partial Content,,,206,,
