srcMac,,, dstMac,,, ethType,,, srcIp,,, dstIp,,, ipProto,,, srcPort,,, dstPort,,,server-hello-cipher-suite,,,server-hello-certificates,,,server-hello-version,,
null,,,null,,,0x0800,,,192.168.1.118,,,146.148.44.137,,,6,,,27076,,,56700,,,002f,,,0003db308203d7308202bfa003020102020106300d06092a864886f70d0101050500307d310b30090603550406130241553111300f06035504081308566963746f72696131123010060355040713094d656c626f75726e6531123010060355040a13094c494658204c61627331143012060355040b130b456e67696e656572696e67311d301b0603550403131442756c6220496e7465726d6564696174652043413022180f32303134303932363034333131385a180f32303534303731343130303532355a307a310b30090603550406130241553111300f06035504081308566963746f72696131123010060355040713094d656c626f75726e6531123010060355040a13094c494658204c61627331143012060355040b130b456e67696e656572696e67311a30180603550403131176322e62726f6b65722e6c6966782e636f30820122300d06092a864886f70d01010105000382010f003082010a0282010100a5e8c09d8e19f93d461cea9ce57cf1f53fb9629f0cdad3653530e1aeed0e1e8a0982c3ccb9ea734e466ee0cb473e4cf3e89b590b766452f797d4b931f98150739bc9f3d6feae6ac4590a34e71b9c3bf8f2e538a9fac1d1c433d947069d0a6c45020c8a3d7fb92bdfab9f0cc9a997014ca3f74bc0a195d2fd56a53662cfd9a44f8723451a7536c28a28f70013aaceb26b3fe8e81712c145c3e625dcb55cc63f94648bc04002bf437851f71aa1da4316a68474ddb2a118b7b223b9c9d9716bc261442b48f20f55cd96bf3e32ea4f0822a0d534d1f6a997ab2967ab28bca94b4594f18b3efcbc6dedb23c99050ddd4ea08d4c20d62b43243bcb466998bed24e08a90203010001a361305f301f0603551d2304183016801432310a2d845efddce6adab87c537ca057d8643bf300c0603551d130101ff04023000300f0603551d0f0101ff04050303073000301d0603551d250416301406082b0601050507030206082b06010505070301300d06092a864886f70d0101050500038201010064d81e18d4aa90bfc0f06469d43aa5e363ecff239df5f5f02ab228bfd0171885b3d970e5fab2972b69fc5386b5f7437168b859a892b72b8ee724f9e9cba89919143181a595a61bf52e29d4a6c818856112c028c5a8de8d319c2f4a4f90667248a1bc777c9d0f245c53a0c181e6475c07ab126b360a5c739773840b7c6226232efb2d323998aa19982e33dbd229d43a65edc4397e0de3219f022d17258f4a911bf9cbd8d44762957fe0a91333267f4f9a3198bd7da02c815b1a8196f547e923e682c4a33a553c1bdeb979a5f1834d234667ed62d742df049b65818074733e0547138bccb0bfbd91ed59fcc84c2a57fb31c618d9353e5b73a16f53e8af04f75e07,,,0301,,
null,,,null,,,0x0800,,,192.168.1.118,,,146.148.44.137,,,6,,,9337,,,56700,,,002f,,,0003db308203d7308202bfa003020102020106300d06092a864886f70d0101050500307d310b30090603550406130241553111300f06035504081308566963746f72696131123010060355040713094d656c626f75726e6531123010060355040a13094c494658204c61627331143012060355040b130b456e67696e656572696e67311d301b0603550403131442756c6220496e7465726d6564696174652043413022180f32303134303932363034333131385a180f32303534303731343130303532355a307a310b30090603550406130241553111300f06035504081308566963746f72696131123010060355040713094d656c626f75726e6531123010060355040a13094c494658204c61627331143012060355040b130b456e67696e656572696e67311a30180603550403131176322e62726f6b65722e6c6966782e636f30820122300d06092a864886f70d01010105000382010f003082010a0282010100a5e8c09d8e19f93d461cea9ce57cf1f53fb9629f0cdad3653530e1aeed0e1e8a0982c3ccb9ea734e466ee0cb473e4cf3e89b590b766452f797d4b931f98150739bc9f3d6feae6ac4590a34e71b9c3bf8f2e538a9fac1d1c433d947069d0a6c45020c8a3d7fb92bdfab9f0cc9a997014ca3f74bc0a195d2fd56a53662cfd9a44f8723451a7536c28a28f70013aaceb26b3fe8e81712c145c3e625dcb55cc63f94648bc04002bf437851f71aa1da4316a68474ddb2a118b7b223b9c9d9716bc261442b48f20f55cd96bf3e32ea4f0822a0d534d1f6a997ab2967ab28bca94b4594f18b3efcbc6dedb23c99050ddd4ea08d4c20d62b43243bcb466998bed24e08a90203010001a361305f301f0603551d2304183016801432310a2d845efddce6adab87c537ca057d8643bf300c0603551d130101ff04023000300f0603551d0f0101ff04050303073000301d0603551d250416301406082b0601050507030206082b06010505070301300d06092a864886f70d0101050500038201010064d81e18d4aa90bfc0f06469d43aa5e363ecff239df5f5f02ab228bfd0171885b3d970e5fab2972b69fc5386b5f7437168b859a892b72b8ee724f9e9cba89919143181a595a61bf52e29d4a6c818856112c028c5a8de8d319c2f4a4f90667248a1bc777c9d0f245c53a0c181e6475c07ab126b360a5c739773840b7c6226232efb2d323998aa19982e33dbd229d43a65edc4397e0de3219f022d17258f4a911bf9cbd8d44762957fe0a91333267f4f9a3198bd7da02c815b1a8196f547e923e682c4a33a553c1bdeb979a5f1834d234667ed62d742df049b65818074733e0547138bccb0bfbd91ed59fcc84c2a57fb31c618d9353e5b73a16f53e8af04f75e07,,,0301,,
null,,,null,,,0x0800,,,146.148.44.137,,,192.168.1.118,,,6,,,56700,,,11418,,,002f,,,0003db308203d7308202bfa003020102020106300d06092a864886f70d0101050500307d310b30090603550406130241553111300f06035504081308566963746f72696131123010060355040713094d656c626f75726e6531123010060355040a13094c494658204c61627331143012060355040b130b456e67696e656572696e67311d301b0603550403131442756c6220496e7465726d6564696174652043413022180f32303134303932363034333131385a180f32303534303731343130303532355a307a310b30090603550406130241553111300f06035504081308566963746f72696131123010060355040713094d656c626f75726e6531123010060355040a13094c494658204c61627331143012060355040b130b456e67696e656572696e67311a30180603550403131176322e62726f6b65722e6c6966782e636f30820122300d06092a864886f70d01010105000382010f003082010a0282010100a5e8c09d8e19f93d461cea9ce57cf1f53fb9629f0cdad3653530e1aeed0e1e8a0982c3ccb9ea734e466ee0cb473e4cf3e89b590b766452f797d4b931f98150739bc9f3d6feae6ac4590a34e71b9c3bf8f2e538a9fac1d1c433d947069d0a6c45020c8a3d7fb92bdfab9f0cc9a997014ca3f74bc0a195d2fd56a53662cfd9a44f8723451a7536c28a28f70013aaceb26b3fe8e81712c145c3e625dcb55cc63f94648bc04002bf437851f71aa1da4316a68474ddb2a118b7b223b9c9d9716bc261442b48f20f55cd96bf3e32ea4f0822a0d534d1f6a997ab2967ab28bca94b4594f18b3efcbc6dedb23c99050ddd4ea08d4c20d62b43243bcb466998bed24e08a90203010001a361305f301f0603551d2304183016801432310a2d845efddce6adab87c537ca057d8643bf300c0603551d130101ff04023000300f0603551d0f0101ff04050303073000301d0603551d250416301406082b0601050507030206082b06010505070301300d06092a864886f70d0101050500038201010064d81e18d4aa90bfc0f06469d43aa5e363ecff239df5f5f02ab228bfd0171885b3d970e5fab2972b69fc5386b5f7437168b859a892b72b8ee724f9e9cba89919143181a595a61bf52e29d4a6c818856112c028c5a8de8d319c2f4a4f90667248a1bc777c9d0f245c53a0c181e6475c07ab126b360a5c739773840b7c6226232efb2d323998aa19982e33dbd229d43a65edc4397e0de3219f022d17258f4a911bf9cbd8d44762957fe0a91333267f4f9a3198bd7da02c815b1a8196f547e923e682c4a33a553c1bdeb979a5f1834d234667ed62d742df049b65818074733e0547138bccb0bfbd91ed59fcc84c2a57fb31c618d9353e5b73a16f53e8af04f75e07,,,0301,,
null,,,null,,,0x0800,,,192.168.1.118,,,146.148.44.137,,,6,,,4092,,,56700,,,002f,,,0003db308203d7308202bfa003020102020106300d06092a864886f70d0101050500307d310b30090603550406130241553111300f06035504081308566963746f72696131123010060355040713094d656c626f75726e6531123010060355040a13094c494658204c61627331143012060355040b130b456e67696e656572696e67311d301b0603550403131442756c6220496e7465726d6564696174652043413022180f32303134303932363034333131385a180f32303534303731343130303532355a307a310b30090603550406130241553111300f06035504081308566963746f72696131123010060355040713094d656c626f75726e6531123010060355040a13094c494658204c61627331143012060355040b130b456e67696e656572696e67311a30180603550403131176322e62726f6b65722e6c6966782e636f30820122300d06092a864886f70d01010105000382010f003082010a0282010100a5e8c09d8e19f93d461cea9ce57cf1f53fb9629f0cdad3653530e1aeed0e1e8a0982c3ccb9ea734e466ee0cb473e4cf3e89b590b766452f797d4b931f98150739bc9f3d6feae6ac4590a34e71b9c3bf8f2e538a9fac1d1c433d947069d0a6c45020c8a3d7fb92bdfab9f0cc9a997014ca3f74bc0a195d2fd56a53662cfd9a44f8723451a7536c28a28f70013aaceb26b3fe8e81712c145c3e625dcb55cc63f94648bc04002bf437851f71aa1da4316a68474ddb2a118b7b223b9c9d9716bc261442b48f20f55cd96bf3e32ea4f0822a0d534d1f6a997ab2967ab28bca94b4594f18b3efcbc6dedb23c99050ddd4ea08d4c20d62b43243bcb466998bed24e08a90203010001a361305f301f0603551d2304183016801432310a2d845efddce6adab87c537ca057d8643bf300c0603551d130101ff04023000300f0603551d0f0101ff04050303073000301d0603551d250416301406082b0601050507030206082b06010505070301300d06092a864886f70d0101050500038201010064d81e18d4aa90bfc0f06469d43aa5e363ecff239df5f5f02ab228bfd0171885b3d970e5fab2972b69fc5386b5f7437168b859a892b72b8ee724f9e9cba89919143181a595a61bf52e29d4a6c818856112c028c5a8de8d319c2f4a4f90667248a1bc777c9d0f245c53a0c181e6475c07ab126b360a5c739773840b7c6226232efb2d323998aa19982e33dbd229d43a65edc4397e0de3219f022d17258f4a911bf9cbd8d44762957fe0a91333267f4f9a3198bd7da02c815b1a8196f547e923e682c4a33a553c1bdeb979a5f1834d234667ed62d742df049b65818074733e0547138bccb0bfbd91ed59fcc84c2a57fb31c618d9353e5b73a16f53e8af04f75e07,,,0301,,
null,,,null,,,0x0800,,,146.148.44.137,,,192.168.1.118,,,6,,,56700,,,11470,,,002f,,,0003db308203d7308202bfa003020102020106300d06092a864886f70d0101050500307d310b30090603550406130241553111300f06035504081308566963746f72696131123010060355040713094d656c626f75726e6531123010060355040a13094c494658204c61627331143012060355040b130b456e67696e656572696e67311d301b0603550403131442756c6220496e7465726d6564696174652043413022180f32303134303932363034333131385a180f32303534303731343130303532355a307a310b30090603550406130241553111300f06035504081308566963746f72696131123010060355040713094d656c626f75726e6531123010060355040a13094c494658204c61627331143012060355040b130b456e67696e656572696e67311a30180603550403131176322e62726f6b65722e6c6966782e636f30820122300d06092a864886f70d01010105000382010f003082010a0282010100a5e8c09d8e19f93d461cea9ce57cf1f53fb9629f0cdad3653530e1aeed0e1e8a0982c3ccb9ea734e466ee0cb473e4cf3e89b590b766452f797d4b931f98150739bc9f3d6feae6ac4590a34e71b9c3bf8f2e538a9fac1d1c433d947069d0a6c45020c8a3d7fb92bdfab9f0cc9a997014ca3f74bc0a195d2fd56a53662cfd9a44f8723451a7536c28a28f70013aaceb26b3fe8e81712c145c3e625dcb55cc63f94648bc04002bf437851f71aa1da4316a68474ddb2a118b7b223b9c9d9716bc261442b48f20f55cd96bf3e32ea4f0822a0d534d1f6a997ab2967ab28bca94b4594f18b3efcbc6dedb23c99050ddd4ea08d4c20d62b43243bcb466998bed24e08a90203010001a361305f301f0603551d2304183016801432310a2d845efddce6adab87c537ca057d8643bf300c0603551d130101ff04023000300f0603551d0f0101ff04050303073000301d0603551d250416301406082b0601050507030206082b06010505070301300d06092a864886f70d0101050500038201010064d81e18d4aa90bfc0f06469d43aa5e363ecff239df5f5f02ab228bfd0171885b3d970e5fab2972b69fc5386b5f7437168b859a892b72b8ee724f9e9cba89919143181a595a61bf52e29d4a6c818856112c028c5a8de8d319c2f4a4f90667248a1bc777c9d0f245c53a0c181e6475c07ab126b360a5c739773840b7c6226232efb2d323998aa19982e33dbd229d43a65edc4397e0de3219f022d17258f4a911bf9cbd8d44762957fe0a91333267f4f9a3198bd7da02c815b1a8196f547e923e682c4a33a553c1bdeb979a5f1834d234667ed62d742df049b65818074733e0547138bccb0bfbd91ed59fcc84c2a57fb31c618d9353e5b73a16f53e8af04f75e07,,,0301,,
null,,,null,,,0x0800,,,146.148.44.137,,,192.168.1.118,,,6,,,56700,,,10127,,,002f,,,0003db308203d7308202bfa003020102020106300d06092a864886f70d0101050500307d310b30090603550406130241553111300f06035504081308566963746f72696131123010060355040713094d656c626f75726e6531123010060355040a13094c494658204c61627331143012060355040b130b456e67696e656572696e67311d301b0603550403131442756c6220496e7465726d6564696174652043413022180f32303134303932363034333131385a180f32303534303731343130303532355a307a310b30090603550406130241553111300f06035504081308566963746f72696131123010060355040713094d656c626f75726e6531123010060355040a13094c494658204c61627331143012060355040b130b456e67696e656572696e67311a30180603550403131176322e62726f6b65722e6c6966782e636f30820122300d06092a864886f70d01010105000382010f003082010a0282010100a5e8c09d8e19f93d461cea9ce57cf1f53fb9629f0cdad3653530e1aeed0e1e8a0982c3ccb9ea734e466ee0cb473e4cf3e89b590b766452f797d4b931f98150739bc9f3d6feae6ac4590a34e71b9c3bf8f2e538a9fac1d1c433d947069d0a6c45020c8a3d7fb92bdfab9f0cc9a997014ca3f74bc0a195d2fd56a53662cfd9a44f8723451a7536c28a28f70013aaceb26b3fe8e81712c145c3e625dcb55cc63f94648bc04002bf437851f71aa1da4316a68474ddb2a118b7b223b9c9d9716bc261442b48f20f55cd96bf3e32ea4f0822a0d534d1f6a997ab2967ab28bca94b4594f18b3efcbc6dedb23c99050ddd4ea08d4c20d62b43243bcb466998bed24e08a90203010001a361305f301f0603551d2304183016801432310a2d845efddce6adab87c537ca057d8643bf300c0603551d130101ff04023000300f0603551d0f0101ff04050303073000301d0603551d250416301406082b0601050507030206082b06010505070301300d06092a864886f70d0101050500038201010064d81e18d4aa90bfc0f06469d43aa5e363ecff239df5f5f02ab228bfd0171885b3d970e5fab2972b69fc5386b5f7437168b859a892b72b8ee724f9e9cba89919143181a595a61bf52e29d4a6c818856112c028c5a8de8d319c2f4a4f90667248a1bc777c9d0f245c53a0c181e6475c07ab126b360a5c739773840b7c6226232efb2d323998aa19982e33dbd229d43a65edc4397e0de3219f022d17258f4a911bf9cbd8d44762957fe0a91333267f4f9a3198bd7da02c815b1a8196f547e923e682c4a33a553c1bdeb979a5f1834d234667ed62d742df049b65818074733e0547138bccb0bfbd91ed59fcc84c2a57fb31c618d9353e5b73a16f53e8af04f75e07,,,0301,,
null,,,null,,,0x0800,,,146.148.44.137,,,192.168.1.118,,,6,,,56700,,,24774,,,002f,,,0003db308203d7308202bfa003020102020106300d06092a864886f70d0101050500307d310b30090603550406130241553111300f06035504081308566963746f72696131123010060355040713094d656c626f75726e6531123010060355040a13094c494658204c61627331143012060355040b130b456e67696e656572696e67311d301b0603550403131442756c6220496e7465726d6564696174652043413022180f32303134303932363034333131385a180f32303534303731343130303532355a307a310b30090603550406130241553111300f06035504081308566963746f72696131123010060355040713094d656c626f75726e6531123010060355040a13094c494658204c61627331143012060355040b130b456e67696e656572696e67311a30180603550403131176322e62726f6b65722e6c6966782e636f30820122300d06092a864886f70d01010105000382010f003082010a0282010100a5e8c09d8e19f93d461cea9ce57cf1f53fb9629f0cdad3653530e1aeed0e1e8a0982c3ccb9ea734e466ee0cb473e4cf3e89b590b766452f797d4b931f98150739bc9f3d6feae6ac4590a34e71b9c3bf8f2e538a9fac1d1c433d947069d0a6c45020c8a3d7fb92bdfab9f0cc9a997014ca3f74bc0a195d2fd56a53662cfd9a44f8723451a7536c28a28f70013aaceb26b3fe8e81712c145c3e625dcb55cc63f94648bc04002bf437851f71aa1da4316a68474ddb2a118b7b223b9c9d9716bc261442b48f20f55cd96bf3e32ea4f0822a0d534d1f6a997ab2967ab28bca94b4594f18b3efcbc6dedb23c99050ddd4ea08d4c20d62b43243bcb466998bed24e08a90203010001a361305f301f0603551d2304183016801432310a2d845efddce6adab87c537ca057d8643bf300c0603551d130101ff04023000300f0603551d0f0101ff04050303073000301d0603551d250416301406082b0601050507030206082b06010505070301300d06092a864886f70d0101050500038201010064d81e18d4aa90bfc0f06469d43aa5e363ecff239df5f5f02ab228bfd0171885b3d970e5fab2972b69fc5386b5f7437168b859a892b72b8ee724f9e9cba89919143181a595a61bf52e29d4a6c818856112c028c5a8de8d319c2f4a4f90667248a1bc777c9d0f245c53a0c181e6475c07ab126b360a5c739773840b7c6226232efb2d323998aa19982e33dbd229d43a65edc4397e0de3219f022d17258f4a911bf9cbd8d44762957fe0a91333267f4f9a3198bd7da02c815b1a8196f547e923e682c4a33a553c1bdeb979a5f1834d234667ed62d742df049b65818074733e0547138bccb0bfbd91ed59fcc84c2a57fb31c618d9353e5b73a16f53e8af04f75e07,,,0301,,
null,,,null,,,0x0800,,,146.148.44.137,,,192.168.1.118,,,6,,,56700,,,10166,,,002f,,,0003db308203d7308202bfa003020102020106300d06092a864886f70d0101050500307d310b30090603550406130241553111300f06035504081308566963746f72696131123010060355040713094d656c626f75726e6531123010060355040a13094c494658204c61627331143012060355040b130b456e67696e656572696e67311d301b0603550403131442756c6220496e7465726d6564696174652043413022180f32303134303932363034333131385a180f32303534303731343130303532355a307a310b30090603550406130241553111300f06035504081308566963746f72696131123010060355040713094d656c626f75726e6531123010060355040a13094c494658204c61627331143012060355040b130b456e67696e656572696e67311a30180603550403131176322e62726f6b65722e6c6966782e636f30820122300d06092a864886f70d01010105000382010f003082010a0282010100a5e8c09d8e19f93d461cea9ce57cf1f53fb9629f0cdad3653530e1aeed0e1e8a0982c3ccb9ea734e466ee0cb473e4cf3e89b590b766452f797d4b931f98150739bc9f3d6feae6ac4590a34e71b9c3bf8f2e538a9fac1d1c433d947069d0a6c45020c8a3d7fb92bdfab9f0cc9a997014ca3f74bc0a195d2fd56a53662cfd9a44f8723451a7536c28a28f70013aaceb26b3fe8e81712c145c3e625dcb55cc63f94648bc04002bf437851f71aa1da4316a68474ddb2a118b7b223b9c9d9716bc261442b48f20f55cd96bf3e32ea4f0822a0d534d1f6a997ab2967ab28bca94b4594f18b3efcbc6dedb23c99050ddd4ea08d4c20d62b43243bcb466998bed24e08a90203010001a361305f301f0603551d2304183016801432310a2d845efddce6adab87c537ca057d8643bf300c0603551d130101ff04023000300f0603551d0f0101ff04050303073000301d0603551d250416301406082b0601050507030206082b06010505070301300d06092a864886f70d0101050500038201010064d81e18d4aa90bfc0f06469d43aa5e363ecff239df5f5f02ab228bfd0171885b3d970e5fab2972b69fc5386b5f7437168b859a892b72b8ee724f9e9cba89919143181a595a61bf52e29d4a6c818856112c028c5a8de8d319c2f4a4f90667248a1bc777c9d0f245c53a0c181e6475c07ab126b360a5c739773840b7c6226232efb2d323998aa19982e33dbd229d43a65edc4397e0de3219f022d17258f4a911bf9cbd8d44762957fe0a91333267f4f9a3198bd7da02c815b1a8196f547e923e682c4a33a553c1bdeb979a5f1834d234667ed62d742df049b65818074733e0547138bccb0bfbd91ed59fcc84c2a57fb31c618d9353e5b73a16f53e8af04f75e07,,,0301,,
null,,,null,,,0x0800,,,146.148.44.137,,,192.168.1.118,,,6,,,56700,,,2952,,,002f,,,0003db308203d7308202bfa003020102020106300d06092a864886f70d0101050500307d310b30090603550406130241553111300f06035504081308566963746f72696131123010060355040713094d656c626f75726e6531123010060355040a13094c494658204c61627331143012060355040b130b456e67696e656572696e67311d301b0603550403131442756c6220496e7465726d6564696174652043413022180f32303134303932363034333131385a180f32303534303731343130303532355a307a310b30090603550406130241553111300f06035504081308566963746f72696131123010060355040713094d656c626f75726e6531123010060355040a13094c494658204c61627331143012060355040b130b456e67696e656572696e67311a30180603550403131176322e62726f6b65722e6c6966782e636f30820122300d06092a864886f70d01010105000382010f003082010a0282010100a5e8c09d8e19f93d461cea9ce57cf1f53fb9629f0cdad3653530e1aeed0e1e8a0982c3ccb9ea734e466ee0cb473e4cf3e89b590b766452f797d4b931f98150739bc9f3d6feae6ac4590a34e71b9c3bf8f2e538a9fac1d1c433d947069d0a6c45020c8a3d7fb92bdfab9f0cc9a997014ca3f74bc0a195d2fd56a53662cfd9a44f8723451a7536c28a28f70013aaceb26b3fe8e81712c145c3e625dcb55cc63f94648bc04002bf437851f71aa1da4316a68474ddb2a118b7b223b9c9d9716bc261442b48f20f55cd96bf3e32ea4f0822a0d534d1f6a997ab2967ab28bca94b4594f18b3efcbc6dedb23c99050ddd4ea08d4c20d62b43243bcb466998bed24e08a90203010001a361305f301f0603551d2304183016801432310a2d845efddce6adab87c537ca057d8643bf300c0603551d130101ff04023000300f0603551d0f0101ff04050303073000301d0603551d250416301406082b0601050507030206082b06010505070301300d06092a864886f70d0101050500038201010064d81e18d4aa90bfc0f06469d43aa5e363ecff239df5f5f02ab228bfd0171885b3d970e5fab2972b69fc5386b5f7437168b859a892b72b8ee724f9e9cba89919143181a595a61bf52e29d4a6c818856112c028c5a8de8d319c2f4a4f90667248a1bc777c9d0f245c53a0c181e6475c07ab126b360a5c739773840b7c6226232efb2d323998aa19982e33dbd229d43a65edc4397e0de3219f022d17258f4a911bf9cbd8d44762957fe0a91333267f4f9a3198bd7da02c815b1a8196f547e923e682c4a33a553c1bdeb979a5f1834d234667ed62d742df049b65818074733e0547138bccb0bfbd91ed59fcc84c2a57fb31c618d9353e5b73a16f53e8af04f75e07,,,0301,,
null,,,null,,,0x0800,,,146.148.44.137,,,192.168.1.118,,,6,,,56700,,,16357,,,002f,,,0003db308203d7308202bfa003020102020106300d06092a864886f70d0101050500307d310b30090603550406130241553111300f06035504081308566963746f72696131123010060355040713094d656c626f75726e6531123010060355040a13094c494658204c61627331143012060355040b130b456e67696e656572696e67311d301b0603550403131442756c6220496e7465726d6564696174652043413022180f32303134303932363034333131385a180f32303534303731343130303532355a307a310b30090603550406130241553111300f06035504081308566963746f72696131123010060355040713094d656c626f75726e6531123010060355040a13094c494658204c61627331143012060355040b130b456e67696e656572696e67311a30180603550403131176322e62726f6b65722e6c6966782e636f30820122300d06092a864886f70d01010105000382010f003082010a0282010100a5e8c09d8e19f93d461cea9ce57cf1f53fb9629f0cdad3653530e1aeed0e1e8a0982c3ccb9ea734e466ee0cb473e4cf3e89b590b766452f797d4b931f98150739bc9f3d6feae6ac4590a34e71b9c3bf8f2e538a9fac1d1c433d947069d0a6c45020c8a3d7fb92bdfab9f0cc9a997014ca3f74bc0a195d2fd56a53662cfd9a44f8723451a7536c28a28f70013aaceb26b3fe8e81712c145c3e625dcb55cc63f94648bc04002bf437851f71aa1da4316a68474ddb2a118b7b223b9c9d9716bc261442b48f20f55cd96bf3e32ea4f0822a0d534d1f6a997ab2967ab28bca94b4594f18b3efcbc6dedb23c99050ddd4ea08d4c20d62b43243bcb466998bed24e08a90203010001a361305f301f0603551d2304183016801432310a2d845efddce6adab87c537ca057d8643bf300c0603551d130101ff04023000300f0603551d0f0101ff04050303073000301d0603551d250416301406082b0601050507030206082b06010505070301300d06092a864886f70d0101050500038201010064d81e18d4aa90bfc0f06469d43aa5e363ecff239df5f5f02ab228bfd0171885b3d970e5fab2972b69fc5386b5f7437168b859a892b72b8ee724f9e9cba89919143181a595a61bf52e29d4a6c818856112c028c5a8de8d319c2f4a4f90667248a1bc777c9d0f245c53a0c181e6475c07ab126b360a5c739773840b7c6226232efb2d323998aa19982e33dbd229d43a65edc4397e0de3219f022d17258f4a911bf9cbd8d44762957fe0a91333267f4f9a3198bd7da02c815b1a8196f547e923e682c4a33a553c1bdeb979a5f1834d234667ed62d742df049b65818074733e0547138bccb0bfbd91ed59fcc84c2a57fb31c618d9353e5b73a16f53e8af04f75e07,,,0301,,
null,,,null,,,0x0800,,,192.168.1.118,,,146.148.44.137,,,6,,,27682,,,56700,,,002f,,,0003db308203d7308202bfa003020102020106300d06092a864886f70d0101050500307d310b30090603550406130241553111300f06035504081308566963746f72696131123010060355040713094d656c626f75726e6531123010060355040a13094c494658204c61627331143012060355040b130b456e67696e656572696e67311d301b0603550403131442756c6220496e7465726d6564696174652043413022180f32303134303932363034333131385a180f32303534303731343130303532355a307a310b30090603550406130241553111300f06035504081308566963746f72696131123010060355040713094d656c626f75726e6531123010060355040a13094c494658204c61627331143012060355040b130b456e67696e656572696e67311a30180603550403131176322e62726f6b65722e6c6966782e636f30820122300d06092a864886f70d01010105000382010f003082010a0282010100a5e8c09d8e19f93d461cea9ce57cf1f53fb9629f0cdad3653530e1aeed0e1e8a0982c3ccb9ea734e466ee0cb473e4cf3e89b590b766452f797d4b931f98150739bc9f3d6feae6ac4590a34e71b9c3bf8f2e538a9fac1d1c433d947069d0a6c45020c8a3d7fb92bdfab9f0cc9a997014ca3f74bc0a195d2fd56a53662cfd9a44f8723451a7536c28a28f70013aaceb26b3fe8e81712c145c3e625dcb55cc63f94648bc04002bf437851f71aa1da4316a68474ddb2a118b7b223b9c9d9716bc261442b48f20f55cd96bf3e32ea4f0822a0d534d1f6a997ab2967ab28bca94b4594f18b3efcbc6dedb23c99050ddd4ea08d4c20d62b43243bcb466998bed24e08a90203010001a361305f301f0603551d2304183016801432310a2d845efddce6adab87c537ca057d8643bf300c0603551d130101ff04023000300f0603551d0f0101ff04050303073000301d0603551d250416301406082b0601050507030206082b06010505070301300d06092a864886f70d0101050500038201010064d81e18d4aa90bfc0f06469d43aa5e363ecff239df5f5f02ab228bfd0171885b3d970e5fab2972b69fc5386b5f7437168b859a892b72b8ee724f9e9cba89919143181a595a61bf52e29d4a6c818856112c028c5a8de8d319c2f4a4f90667248a1bc777c9d0f245c53a0c181e6475c07ab126b360a5c739773840b7c6226232efb2d323998aa19982e33dbd229d43a65edc4397e0de3219f022d17258f4a911bf9cbd8d44762957fe0a91333267f4f9a3198bd7da02c815b1a8196f547e923e682c4a33a553c1bdeb979a5f1834d234667ed62d742df049b65818074733e0547138bccb0bfbd91ed59fcc84c2a57fb31c618d9353e5b73a16f53e8af04f75e07,,,0301,,
null,,,null,,,0x0800,,,192.168.1.118,,,146.148.44.137,,,6,,,19626,,,56700,,,002f,,,0003db308203d7308202bfa003020102020106300d06092a864886f70d0101050500307d310b30090603550406130241553111300f06035504081308566963746f72696131123010060355040713094d656c626f75726e6531123010060355040a13094c494658204c61627331143012060355040b130b456e67696e656572696e67311d301b0603550403131442756c6220496e7465726d6564696174652043413022180f32303134303932363034333131385a180f32303534303731343130303532355a307a310b30090603550406130241553111300f06035504081308566963746f72696131123010060355040713094d656c626f75726e6531123010060355040a13094c494658204c61627331143012060355040b130b456e67696e656572696e67311a30180603550403131176322e62726f6b65722e6c6966782e636f30820122300d06092a864886f70d01010105000382010f003082010a0282010100a5e8c09d8e19f93d461cea9ce57cf1f53fb9629f0cdad3653530e1aeed0e1e8a0982c3ccb9ea734e466ee0cb473e4cf3e89b590b766452f797d4b931f98150739bc9f3d6feae6ac4590a34e71b9c3bf8f2e538a9fac1d1c433d947069d0a6c45020c8a3d7fb92bdfab9f0cc9a997014ca3f74bc0a195d2fd56a53662cfd9a44f8723451a7536c28a28f70013aaceb26b3fe8e81712c145c3e625dcb55cc63f94648bc04002bf437851f71aa1da4316a68474ddb2a118b7b223b9c9d9716bc261442b48f20f55cd96bf3e32ea4f0822a0d534d1f6a997ab2967ab28bca94b4594f18b3efcbc6dedb23c99050ddd4ea08d4c20d62b43243bcb466998bed24e08a90203010001a361305f301f0603551d2304183016801432310a2d845efddce6adab87c537ca057d8643bf300c0603551d130101ff04023000300f0603551d0f0101ff04050303073000301d0603551d250416301406082b0601050507030206082b06010505070301300d06092a864886f70d0101050500038201010064d81e18d4aa90bfc0f06469d43aa5e363ecff239df5f5f02ab228bfd0171885b3d970e5fab2972b69fc5386b5f7437168b859a892b72b8ee724f9e9cba89919143181a595a61bf52e29d4a6c818856112c028c5a8de8d319c2f4a4f90667248a1bc777c9d0f245c53a0c181e6475c07ab126b360a5c739773840b7c6226232efb2d323998aa19982e33dbd229d43a65edc4397e0de3219f022d17258f4a911bf9cbd8d44762957fe0a91333267f4f9a3198bd7da02c815b1a8196f547e923e682c4a33a553c1bdeb979a5f1834d234667ed62d742df049b65818074733e0547138bccb0bfbd91ed59fcc84c2a57fb31c618d9353e5b73a16f53e8af04f75e07,,,0301,,
