srcMac| dstMac| ethType| srcIp| dstIp| ipProto| srcPort| dstPort|method|host|request-version|uri,,|uri|user-agent,,
null|null|0x0800|203.5.76.16|192.168.1.240|6|80|45982|GET|amzdigitaldownloads.edgesuite.net|HTTP/1.1| /obfuscated-otav3-9/fbb34be27d64bb7764678fb50cdb9ae9/tcpdump-4172.ipk,,|null|null
null|null|0x0800|203.5.76.16|192.168.1.240|6|80|45984|GET|amzdigitaldownloads.edgesuite.net|HTTP/1.1| /obfuscated-otav3-9/e1a6537d1be9ba0c2201b2749d2984e3/libcgroup-4172.ipk,,|null|null
null|null|0x0800|203.5.76.16|192.168.1.240|6|80|45987|GET|amzdigitaldownloads.edgesuite.net|HTTP/1.1| /obfuscated-otav3-9/597546bfc608d02313cea2bccab55b4d/libboost-thread1.53.0-4172.ipk,,|null|null
null|null|0x0800|203.5.76.16|192.168.1.240|6|80|45980|GET|amzdigitaldownloads.edgesuite.net|HTTP/1.1| /obfuscated-otav3-9/153dbd6b3cb2b79737682612de9017d5/pulseaudio-lib-protocol-native-4172.ipk,,|null|null
null|null|0x0800|203.5.76.16|192.168.1.240|6|80|45993|GET|amzdigitaldownloads.edgesuite.net|HTTP/1.1| /obfuscated-otav3-9/663a6f77242d0656f7cf045aa7d784fe/python-lang-4172.ipk,,|null|null
null|null|0x0800|203.5.76.16|192.168.1.240|6|80|45996|GET|amzdigitaldownloads.edgesuite.net|HTTP/1.1| /obfuscated-otav3-9/e1a7a1fbbf9506c4f989ab8e2b752511/atheros-external-4172.ipk,,|null|null
null|null|0x0800|203.5.76.16|192.168.1.240|6|80|45978|GET|amzdigitaldownloads.edgesuite.net|HTTP/1.1| /obfuscated-otav3-9/7b6cbdfe8efb0b69bf5e5f98cc593c79/liborc-0.4-0-4172.ipk,,|null|null
null|null|0x0800|192.168.1.240|203.5.76.16|6|47627|80|GET|amzdigitaldownloads.edgesuite.net|HTTP/1.1| /obfuscated-otav3-9/ee97e330fc27b1dd926a83ceb5a8da84/python-stringold-4172.ipk,,|null|null
null|null|0x0800|192.168.1.240|203.5.76.16|6|47629|80|GET|amzdigitaldownloads.edgesuite.net|HTTP/1.1| /obfuscated-otav3-9/83a821444dc7e20ea212d898d371bb3c/python-dbus-4172.ipk,,|null|null
null|null|0x0800|192.168.1.240|203.5.76.27|6|39090|80|GET|amzdigitaldownloads.edgesuite.net|HTTP/1.1| /obfuscated-otav3-9/5c9e814bcb328636a263f48bd9843600/libncursesw5-4172.ipk,,|null|null
null|null|0x0800|192.168.1.240|203.5.76.27|6|39092|80|GET|amzdigitaldownloads.edgesuite.net|HTTP/1.1| /obfuscated-otav3-9/e26121994082f8a5e76ed3c6b6c4245a/ldd-4172.ipk,,|null|null
null|null|0x0800|192.168.1.240|203.5.76.16|6|36847|80|GET|amzdigitaldownloads.edgesuite.net|HTTP/1.1| /obfuscated-otav3-9/f9fabe8d9b009dfde671314c8b5de08a/libltdl7-4172.ipk,,|null|null
null|null|0x0800|192.168.1.240|203.5.76.16|6|36849|80|GET|amzdigitaldownloads.edgesuite.net|HTTP/1.1| /obfuscated-otav3-9/064dacbc6acd7fc9165f3bdbbbe66f30/libcap2-4172.ipk,,|null|null
null|null|0x0800|192.168.1.240|203.5.76.16|6|36840|80|GET|amzdigitaldownloads.edgesuite.net|HTTP/1.1| /obfuscated-otav3-9/c460a3ff1bf22433a8ff8c5ebfc3c0e1/ofono-4172.ipk,,|null|null
null|null|0x0800|192.168.1.240|203.5.76.16|6|36841|80|GET|amzdigitaldownloads.edgesuite.net|HTTP/1.1| /obfuscated-otav3-9/d68e6fe6fff081fd19a01af2e042b106/busybox-4172.ipk,,|null|null
null|null|0x0800|192.168.1.240|203.5.76.27|6|34411|80|GET|amzdigitaldownloads.edgesuite.net|HTTP/1.1| /obfuscated-otav3-9/ded21dc6e9a1b67d345773adefa29e98/gst-plugins-base-playback-4172.ipk,,|null|null
null|null|0x0800|192.168.1.240|203.5.76.27|6|39085|80|GET|amzdigitaldownloads.edgesuite.net|HTTP/1.1| /obfuscated-otav3-9/74fcea40f087a01953f3505ab9892fe6/spotify-4172.ipk,,|null|null
null|null|0x0800|192.168.1.240|203.5.76.27|6|39082|80|GET|amzdigitaldownloads.edgesuite.net|HTTP/1.1| /obfuscated-otav3-9/c05023f2dea69b2b5148bada729c6bf2/libavahi-client3-4172.ipk,,|null|null
null|null|0x0800|203.5.76.27|192.168.1.240|6|80|39076|GET|amzdigitaldownloads.edgesuite.net|HTTP/1.1| /obfuscated-otav3-9/8d0203cc82a4e64458b5c0ac4363aa43/gst-plugins-good-pulse-4172.ipk,,|null|null
null|null|0x0800|203.5.76.27|192.168.1.240|6|80|39078|GET|amzdigitaldownloads.edgesuite.net|HTTP/1.1| /obfuscated-otav3-9/7a3c16b983324c7d867537d0b13e3389/libavahi-common3-4172.ipk,,|null|null
null|null|0x0800|203.5.76.27|192.168.1.240|6|80|39094|GET|amzdigitaldownloads.edgesuite.net|HTTP/1.1| /obfuscated-otav3-9/79e7f7a1d3d4eaaa5849082403db1edd/tslib-conf-4172.ipk,,|null|null
null|null|0x0800|203.5.76.27|192.168.1.240|6|80|39096|GET|amzdigitaldownloads.edgesuite.net|HTTP/1.1| /obfuscated-otav3-9/46279ab06c97eac45449d687bc06b822/libpulse-simple0-4172.ipk,,|null|null
null|null|0x0800|203.5.76.27|192.168.1.240|6|80|39098|GET|amzdigitaldownloads.edgesuite.net|HTTP/1.1| /obfuscated-otav3-9/1c09c167de11bca9bff51315c9620b2b/libavahi-core7-4172.ipk,,|null|null
null|null|0x0800|192.168.1.240|203.5.76.27|6|34404|80|GET|amzdigitaldownloads.edgesuite.net|HTTP/1.1| /obfuscated-otav3-9/244d18e2b27c70ac461f3473fbaca69c/doppler-atheros-4172.ipk,,|null|null
null|null|0x0800|192.168.1.240|203.5.76.16|6|36836|80|GET|amzdigitaldownloads.edgesuite.net|HTTP/1.1| /obfuscated-otav3-9/b7e631be7e05ce1a9d2a99b5cb693534/libreadline5-4172.ipk,,|null|null
null|null|0x0800|192.168.1.240|203.5.76.27|6|34405|80|GET|amzdigitaldownloads.edgesuite.net|HTTP/1.1| /obfuscated-otav3-9/1baff6212cebd28a7080e1b0fc07f21e/libopus-4172.ipk,,|null|null
null|null|0x0800|192.168.1.240|203.5.76.27|6|34402|80|GET|amzdigitaldownloads.edgesuite.net|HTTP/1.1| /obfuscated-otav3-9/01640e59878e66357d52bfb6e39e824a/python-re-4172.ipk,,|null|null
null|null|0x0800|192.168.1.240|203.5.76.16|6|36834|80|GET|amzdigitaldownloads.edgesuite.net|HTTP/1.1| /obfuscated-otav3-9/a1de8ca5a416fbe07a545107d132d918/libudev0-4172.ipk,,|null|null
null|null|0x0800|192.168.1.240|203.5.76.27|6|34408|80|GET|amzdigitaldownloads.edgesuite.net|HTTP/1.1| /obfuscated-otav3-9/946c697ad3b786252c6c53c6186b948a/libgsttag-1.0-0-4172.ipk,,|null|null
null|null|0x0800|192.168.1.240|203.5.76.27|6|34406|80|GET|amzdigitaldownloads.edgesuite.net|HTTP/1.1| /obfuscated-otav3-9/207277fff337bf552efed756a5a18cb2/libdaemon0-4172.ipk,,|null|null
null|null|0x0800|192.168.1.240|203.5.76.16|6|36838|80|GET|amzdigitaldownloads.edgesuite.net|HTTP/1.1| /obfuscated-otav3-9/6861db10a40c3d5c8910b281dd0996ee/libusb-0.1-4-4172.ipk,,|null|null
null|null|0x0800|192.168.1.240|203.5.76.16|6|36832|80|GET|amzdigitaldownloads.edgesuite.net|HTTP/1.1| /obfuscated-otav3-9/62ccb9ba8e758b7f5cfb39c6deb1cc0a/libjson0-4172.ipk,,|null|null
null|null|0x0800|192.168.1.240|203.5.76.27|6|34401|80|GET|amzdigitaldownloads.edgesuite.net|HTTP/1.1| /obfuscated-otav3-9/5c221772daabdeb269a0524a5d95cc0d/python-core-4172.ipk,,|null|null
null|null|0x0800|192.168.1.240|203.5.76.16|6|36830|80|GET|amzdigitaldownloads.edgesuite.net|HTTP/1.1| /obfuscated-otav3-9/fe000c03c0d655e8dfb567f67e967e19/gst-plugins-base-4172.ipk,,|null|null
null|null|0x0800|192.168.1.240|203.5.76.16|6|47654|80|GET|amzdigitaldownloads.edgesuite.net|HTTP/1.1| /obfuscated-otav3-9/2dede687aec1945ed0b16a5a4c14e0de/libgstriff-1.0-0-4172.ipk,,|null|null
null|null|0x0800|192.168.1.240|203.5.76.16|6|47656|80|GET|amzdigitaldownloads.edgesuite.net|HTTP/1.1| /obfuscated-otav3-9/141ff5daf1c532cc2b7606a15d8826a3/gst-plugins-bad-4172.ipk,,|null|null
null|null|0x0800|192.168.1.240|203.5.76.16|6|47658|80|GET|amzdigitaldownloads.edgesuite.net|HTTP/1.1| /obfuscated-otav3-9/d0001213d00ccf936dc5ccb51bab6a01/pulseaudio-module-position-event-sounds-4172.ipk,,|null|null
null|null|0x0800|203.5.76.27|192.168.1.240|6|80|39117|GET|amzdigitaldownloads.edgesuite.net|HTTP/1.1| /obfuscated-otav3-9/047ed318974cf62c26721607bd4a40ce/libblkid1-4172.ipk,,|null|null
null|null|0x0800|203.5.76.27|192.168.1.240|6|80|39119|GET|amzdigitaldownloads.edgesuite.net|HTTP/1.1| /obfuscated-otav3-9/56dc40e4a8a01a624992cef09595f99e/e2fsprogs-4172.ipk,,|null|null
null|null|0x0800|203.5.76.27|192.168.1.240|6|80|39110|GET|amzdigitaldownloads.edgesuite.net|HTTP/1.1| /obfuscated-otav3-9/8ebdb52ca8bbc35815aaa209a0ca4312/libxml2-4172.ipk,,|null|null
null|null|0x0800|203.5.76.27|192.168.1.240|6|80|39111|GET|amzdigitaldownloads.edgesuite.net|HTTP/1.1| /obfuscated-otav3-9/a594e48775e8d52e5a12bc896dac5339/evtest-4172.ipk,,|null|null
null|null|0x0800|203.5.76.27|192.168.1.240|6|80|39113|GET|amzdigitaldownloads.edgesuite.net|HTTP/1.1| /obfuscated-otav3-9/bf7e509716cc4e6f752bb06b2bd6d51d/libcom-err2-4172.ipk,,|null|null
null|null|0x0800|203.5.76.27|192.168.1.240|6|80|39115|GET|amzdigitaldownloads.edgesuite.net|HTTP/1.1| /obfuscated-otav3-9/f9568562d7ee558b1ee986ba1245ca46/libe2p2-4172.ipk,,|null|null
null|null|0x0800|203.5.76.27|192.168.1.240|6|80|39128|GET|amzdigitaldownloads.edgesuite.net|HTTP/1.1| /obfuscated-otav3-9/91b43a76376688fcc99eb4264283e999/libssl1.0.0-4172.ipk,,|null|null
null|null|0x0800|203.5.76.27|192.168.1.240|6|80|39120|GET|amzdigitaldownloads.edgesuite.net|HTTP/1.1| /obfuscated-otav3-9/99b30bb891750bfaf517d3db1c29d9fb/e2fsprogs-badblocks-4172.ipk,,|null|null
null|null|0x0800|203.5.76.27|192.168.1.240|6|80|39122|GET|amzdigitaldownloads.edgesuite.net|HTTP/1.1| /obfuscated-otav3-9/374ada068cb220917acf45ea48dbc9e9/libboost-filesystem1.53.0-4172.ipk,,|null|null
null|null|0x0800|203.5.76.27|192.168.1.240|6|80|39124|GET|amzdigitaldownloads.edgesuite.net|HTTP/1.1| /obfuscated-otav3-9/9fb1af756039bcb8ecc3b6bdd5e29acf/python-threading-4172.ipk,,|null|null
null|null|0x0800|203.5.76.27|192.168.1.240|6|80|39126|GET|amzdigitaldownloads.edgesuite.net|HTTP/1.1| /obfuscated-otav3-9/3d806d3a0d7229f1d9c9d0c97dde0bd2/python-xml-4172.ipk,,|null|null
null|null|0x0800|203.5.76.27|192.168.1.240|6|80|39127|GET|amzdigitaldownloads.edgesuite.net|HTTP/1.1| /obfuscated-otav3-9/4575df5043187aa95b04f8aa5b73ed6a/libcrypto1.0.0-4172.ipk,,|null|null
null|null|0x0800|203.5.76.27|192.168.1.240|6|80|39130|GET|amzdigitaldownloads.edgesuite.net|HTTP/1.1| /obfuscated-otav3-9/a44712f96e38976f5da70aef65f34fe3/python-io-4172.ipk,,|null|null
null|null|0x0800|203.5.76.16|192.168.1.240|6|80|50705|GET|amzdigitaldownloads.edgesuite.net|HTTP/1.1| /obfuscated-otav3-9/dfc437262d6bf3df6b89e22049837a50/ethtool-4172.ipk,,|null|null
null|null|0x0800|203.5.76.16|192.168.1.240|6|80|50707|GET|amzdigitaldownloads.edgesuite.net|HTTP/1.1| /obfuscated-otav3-9/880b672980c93145d3c0cc101a5a53cf/dbus-1-4172.ipk,,|null|null
null|null|0x0800|203.5.76.16|192.168.1.240|6|80|50701|GET|amzdigitaldownloads.edgesuite.net|HTTP/1.1| /obfuscated-otav3-9/61064fe848fa08e121c77b343856b991/alsa-conf-base-4172.ipk,,|null|null
null|null|0x0800|203.5.76.16|192.168.1.240|6|80|50703|GET|amzdigitaldownloads.edgesuite.net|HTTP/1.1| /obfuscated-otav3-9/a9104861eb28e4cfef54f5aaaaee7fc6/alsa-utils-aplay-4172.ipk,,|null|null
null|null|0x0800|192.168.1.240|203.5.76.16|6|50691|80|GET|amzdigitaldownloads.edgesuite.net|HTTP/1.1| /obfuscated-otav3-9/b7ed86e01cefe17f9976ad5cbf28fb57/pulseaudio-module-tunnel-source-4172.ipk,,|null|null
null|null|0x0800|192.168.1.240|203.5.76.16|6|47652|80|GET|amzdigitaldownloads.edgesuite.net|HTTP/1.1| /obfuscated-otav3-9/3b3179b7ee32390167d5185fefd28cdc/libncurses5-4172.ipk,,|null|null
null|null|0x0800|203.5.76.27|192.168.1.240|6|80|39106|GET|amzdigitaldownloads.edgesuite.net|HTTP/1.1| /obfuscated-otav3-9/d3f8d6539754ea94dbf64216c6fc3a7f/python-fcntl-4172.ipk,,|null|null
null|null|0x0800|203.5.76.27|192.168.1.240|6|80|39108|GET|amzdigitaldownloads.edgesuite.net|HTTP/1.1| /obfuscated-otav3-9/856e5a299ccd313fdf4d716b8edb18c5/base-passwd-4172.ipk,,|null|null
null|null|0x0800|203.5.76.27|192.168.1.240|6|80|39100|GET|amzdigitaldownloads.edgesuite.net|HTTP/1.1| /obfuscated-otav3-9/d8793876b10f54abc5ab102da350cd13/avahi-daemon-4172.ipk,,|null|null
null|null|0x0800|203.5.76.27|192.168.1.240|6|80|39102|GET|amzdigitaldownloads.edgesuite.net|HTTP/1.1| /obfuscated-otav3-9/91dd15fee8df2845ef9b1691a378c428/pulseaudio-module-role-cork-4172.ipk,,|null|null
null|null|0x0800|203.5.76.27|192.168.1.240|6|80|39104|GET|amzdigitaldownloads.edgesuite.net|HTTP/1.1| /obfuscated-otav3-9/612966041105902e1100a1eb9352ca3d/libasound2-4172.ipk,,|null|null
null|null|0x0800|192.168.1.240|203.5.76.27|6|58532|80|GET|amzdigitaldownloads.edgesuite.net|HTTP/1.1| /obfuscated-otav3-9/e4b88a88588d7132c423c736389a7b61/libusb-1.0-0-4172.ipk,,|null|null
null|null|0x0800|192.168.1.240|203.5.76.27|6|58530|80|GET|amzdigitaldownloads.edgesuite.net|HTTP/1.1| /obfuscated-otav3-9/f86eeae3ef09a672c96325e009cec14b/libtinfo5-4172.ipk,,|null|null
null|null|0x0800|192.168.1.240|203.5.76.16|6|50682|80|GET|amzdigitaldownloads.edgesuite.net|HTTP/1.1| /obfuscated-otav3-9/af50c0b65336e270dd01945c671bdc5d/libavahi-glib1-4172.ipk,,|null|null
null|null|0x0800|192.168.1.240|203.5.76.16|6|50689|80|GET|amzdigitaldownloads.edgesuite.net|HTTP/1.1| /obfuscated-otav3-9/5835b3cb8b0f86569972dd1899e1b520/python-readline-4172.ipk,,|null|null
null|null|0x0800|192.168.1.240|203.5.76.27|6|58534|80|GET|amzdigitaldownloads.edgesuite.net|HTTP/1.1| /obfuscated-otav3-9/05e8ddd724edd77fa610792c525e83d9/bluez4-4172.ipk,,|null|null
null|null|0x0800|192.168.1.240|203.5.76.16|6|47666|80|GET|amzdigitaldownloads.edgesuite.net|HTTP/1.1| /obfuscated-otav3-9/e9f30380183e73c9cd24ada265ca23d8/htop-4172.ipk,,|null|null
null|null|0x0800|192.168.1.240|203.5.76.16|6|47668|80|GET|amzdigitaldownloads.edgesuite.net|HTTP/1.1| /obfuscated-otav3-9/b68d8fa2c40f1b19c4eb5345022ef849/libopkg1-4172.ipk,,|null|null
null|null|0x0800|192.168.1.240|203.5.76.16|6|47660|80|GET|amzdigitaldownloads.edgesuite.net|HTTP/1.1| /obfuscated-otav3-9/575c2ea9d6c9e54e7c4c465b8db7db46/libthrift-4172.ipk,,|null|null
