srcMac, dstMac, ethType, srcIp, dstIp, ipProto, srcPort, dstPort, protocol, allMatches, numPayloadOnePackets, numPayloadTwoPackets
null,null,0x0800,192.168.1.166,89.30.121.150,6,47627,80,http,http|,1,1
null,null,0x0800,192.168.1.166,192.168.1.1,17,57553,53,dns,dns|,1,1
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,45106,dns,dns|,1,1
null,null,0x0800,192.168.1.166,89.30.121.150,6,56140,80,http,http|,1,1
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,58418,dns,dns|,1,1
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,34429,dns,dns|,1,1
null,null,0x0800,192.168.1.166,192.168.1.1,17,52529,53,dns,dns|,2,2
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,35758,dns,dns|,1,1
null,null,0x0800,89.30.121.150,192.168.1.166,6,80,56572,http,http|,1,1
null,null,0x0800,192.168.1.166,192.168.1.1,17,43523,53,dns,dns|,1,1
null,null,0x0800,192.168.1.166,192.168.1.1,17,43656,53,dns,dns|,1,1
null,null,0x0800,89.30.121.150,192.168.1.166,6,80,55249,http,http|,1,1
null,null,0x0800,192.168.1.166,192.168.1.1,17,39907,53,dns,dns|,1,1
null,null,0x0800,89.30.121.150,192.168.1.166,6,80,55248,http,http|,2,1
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,47760,dns,dns|,1,1
null,null,0x0800,89.30.121.150,192.168.1.166,6,80,55247,http,http|,1,1
null,null,0x0800,89.30.121.150,192.168.1.166,6,80,56575,http,http|,1,1
null,null,0x0800,89.30.121.150,192.168.1.166,6,80,55246,http,http|,1,1
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,58410,dns,dns|,2,2
null,null,0x0800,192.168.1.166,89.30.121.150,6,54976,80,http,http|,1,1
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,59740,dns,dns|,1,1
null,null,0x0800,192.168.1.166,89.30.121.150,6,54843,80,http,http|,3,2
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,60723,dns,dns|,1,1
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,34424,dns,dns|,1,1
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,59744,dns,dns|,1,1
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,60722,dns,dns|,2,2
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,59746,dns,dns|,1,1
null,null,0x0800,192.168.1.166,89.30.121.150,6,57470,80,http,http|,1,2
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,35753,dns,dns|,1,1
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,60727,dns,dns|,1,1
null,null,0x0800,192.168.1.166,192.168.1.1,17,37280,53,dns,dns|,1,1
null,null,0x0800,192.168.1.166,192.168.1.1,17,44724,53,dns,dns|,2,2
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,60724,dns,dns|,1,1
null,null,0x0800,192.168.1.166,192.168.1.1,17,42325,53,dns,dns|,1,1
null,null,0x0800,192.168.1.166,192.168.1.1,17,35984,53,dns,dns|,1,1
null,null,0x0800,192.168.1.166,192.168.1.1,17,53859,53,dns,dns|,1,1
null,null,0x0800,89.30.121.150,192.168.1.166,6,80,43266,http,http|,1,1
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,46442,dns,dns|,1,1
null,null,0x0800,192.168.1.166,192.168.1.1,17,55022,53,dns,dns|,1,1
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,47775,dns,dns|,1,1
null,null,0x0800,89.30.121.150,192.168.1.166,6,80,55276,http,http|,2,3
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,46443,dns,dns|,2,2
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,47773,dns,dns|,1,1
null,null,0x0800,192.168.1.166,192.168.1.1,17,59820,53,dns,dns|,1,1
null,null,0x0800,192.168.1.166,192.168.1.1,17,33585,53,dns,dns|,1,1
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,45117,dns,dns|,1,1
null,null,0x0800,192.168.1.166,89.30.121.150,6,47626,80,http,http|,3,2
null,null,0x0800,192.168.1.166,89.30.121.150,6,47759,80,http,http|,3,2
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,35746,dns,dns|,1,1
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,47771,dns,dns|,1,1
null,null,0x0800,192.168.1.166,192.168.1.1,17,60942,53,dns,dns|,1,1
null,null,0x0800,192.168.1.166,192.168.1.1,17,45923,53,dns,dns|,1,1
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,35741,dns,dns|,1,1
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,59751,dns,dns|,2,2
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,58422,dns,dns|,1,1
null,null,0x0800,192.168.1.166,89.30.121.150,6,57340,80,http,http|,1,1
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,60755,dns,dns|,1,1
null,null,0x0800,192.168.1.166,192.168.1.1,17,58750,53,dns,dns|,1,1
null,null,0x0800,89.30.121.150,192.168.1.166,6,80,43295,http,http|,1,1
null,null,0x0800,89.30.121.150,192.168.1.166,6,80,43296,http,http|,2,3
null,null,0x0800,192.168.1.166,192.168.1.1,17,44725,53,dns,dns|,1,1
null,null,0x0800,192.168.1.166,89.30.121.150,6,47625,80,http,http|,1,1
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,45122,dns,dns|,1,1
null,null,0x0800,89.30.121.150,192.168.1.166,6,80,55266,http,http|,2,3
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,47783,dns,dns|,1,1
null,null,0x0800,192.168.1.166,89.30.121.150,6,43441,80,http,http|,3,2
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,46457,dns,dns|,1,1
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,46456,dns,dns|,1,1
null,null,0x0800,192.168.1.166,192.168.1.1,17,57684,53,dns,dns|,2,2
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,47787,dns,dns|,1,1
null,null,0x0800,192.168.1.166,192.168.1.1,17,42322,53,dns,dns|,1,1
null,null,0x0800,192.168.1.166,192.168.1.1,17,43787,53,dns,dns|,1,1
null,null,0x0800,89.30.121.150,192.168.1.166,6,80,56593,http,http|,2,3
null,null,0x0800,192.168.1.166,89.30.121.150,6,43574,80,http,http|,1,2
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,34408,dns,dns|,2,2
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,34409,dns,dns|,1,1
null,null,0x0800,192.168.1.166,89.30.121.150,6,54845,80,http,http|,3,2
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,35730,dns,dns|,1,1
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,59762,dns,dns|,2,2
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,58433,dns,dns|,1,1
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,59764,dns,dns|,1,1
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,34403,dns,dns|,1,1
null,null,0x0800,192.168.1.166,89.30.121.150,6,57472,80,http,http|,3,2
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,57107,dns,dns|,1,1
null,null,0x0800,192.168.1.166,192.168.1.1,17,42589,53,dns,dns|,1,1
null,null,0x0800,192.168.1.166,89.30.121.150,6,42376,80,http,http|,3,2
null,null,0x0800,192.168.1.166,192.168.1.1,17,44726,53,dns,dns|,1,1
null,null,0x0800,89.30.121.150,192.168.1.166,6,80,57875,http,http|,1,1
null,null,0x0800,89.30.121.150,192.168.1.166,6,80,57876,http,http|,2,1
null,null,0x0800,192.168.1.166,89.30.121.150,6,56143,80,http,http|,3,2
null,null,0x0800,89.30.121.150,192.168.1.166,6,80,57877,http,http|,1,1
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,45134,dns,dns|,1,1
null,null,0x0800,89.30.121.150,192.168.1.166,6,80,57879,http,http|,2,3
null,null,0x0800,192.168.1.166,89.30.121.150,6,56010,80,http,http|,1,2
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,45137,dns,dns|,1,1
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,45136,dns,dns|,1,1
null,null,0x0800,192.168.1.166,89.30.121.150,6,51242,80,http,http|,1,2
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,47798,dns,dns|,1,1
null,null,0x0800,192.168.1.166,89.30.121.150,6,39951,80,http,http|,1,1
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,46469,dns,dns|,1,1
null,null,0x0800,192.168.1.166,192.168.1.1,17,34781,53,dns,dns|,1,1
null,null,0x0800,192.168.1.166,89.30.121.150,6,58540,80,http,http|,3,2
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,35724,dns,dns|,1,1
null,null,0x0800,192.168.1.166,89.30.121.150,6,58673,80,http,http|,1,1
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,47793,dns,dns|,1,1
null,null,0x0800,89.30.121.150,192.168.1.166,6,80,56542,http,http|,2,3
null,null,0x0800,89.30.121.150,192.168.1.166,6,80,57874,http,http|,1,1
null,null,0x0800,89.30.121.150,192.168.1.166,6,80,56543,http,http|,1,1
null,null,0x0800,89.30.121.150,192.168.1.166,6,80,45897,http,http|,2,3
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,59773,dns,dns|,1,1
null,null,0x0800,89.30.121.150,192.168.1.166,6,80,43235,http,http|,2,3
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,57112,dns,dns|,1,1
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,60771,dns,dns|,1,1
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,59775,dns,dns|,1,1
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,59778,dns,dns|,1,1
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,58446,dns,dns|,1,1
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,35723,dns,dns|,1,1
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,57116,dns,dns|,1,1
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,57117,dns,dns|,1,1
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,35720,dns,dns|,1,1
null,null,0x0800,192.168.1.166,89.30.121.150,6,40815,80,http,http|,3,2
null,null,0x0800,192.168.1.166,89.30.121.150,6,40948,80,http,http|,1,1
null,null,0x0800,89.30.121.150,192.168.1.166,6,80,45893,http,http|,1,1
null,null,0x0800,89.30.121.150,192.168.1.166,6,80,44562,http,http|,1,1
null,null,0x0800,89.30.121.150,192.168.1.166,6,80,43231,http,http|,1,1
null,null,0x0800,192.168.1.166,192.168.1.1,17,52171,53,dns,dns|,1,1
null,null,0x0800,89.30.121.150,192.168.1.166,6,80,43232,http,http|,2,3
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,59772,dns,dns|,1,1
null,null,0x0800,192.168.1.166,89.30.121.150,6,42379,80,http,http|,1,2
null,null,0x0800,89.30.121.150,192.168.1.166,6,80,45894,http,http|,2,3
null,null,0x0800,89.30.121.150,192.168.1.166,6,80,44563,http,http|,2,3
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,58441,dns,dns|,1,1
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,57110,dns,dns|,1,1
null,null,0x0800,192.168.1.166,89.30.121.150,6,56277,80,http,http|,3,2
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,46475,dns,dns|,1,1
null,null,0x0800,89.30.121.150,192.168.1.166,6,80,56535,http,http|,2,3
null,null,0x0800,192.168.1.166,192.168.1.1,17,57557,53,dns,dns|,2,2
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,45146,dns,dns|,1,1
null,null,0x0800,192.168.1.166,89.30.121.150,6,56011,80,http,http|,1,1
null,null,0x0800,192.168.1.166,89.30.121.150,6,56144,80,http,http|,1,1
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,45145,dns,dns|,1,1
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,46479,dns,dns|,1,1
null,null,0x0800,192.168.1.166,89.30.121.150,6,51243,80,http,http|,1,1
null,null,0x0800,192.168.1.166,89.30.121.150,6,39952,80,http,http|,3,2
null,null,0x0800,192.168.1.166,192.168.1.1,17,38352,53,dns,dns|,1,1
null,null,0x0800,89.30.121.150,192.168.1.166,6,80,56530,http,http|,2,3
null,null,0x0800,192.168.1.166,192.168.1.1,17,58889,53,dns,dns|,1,1
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,46472,dns,dns|,2,2
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,45141,dns,dns|,1,1
null,null,0x0800,192.168.1.166,192.168.1.1,17,43527,53,dns,dns|,1,1
null,null,0x0800,89.30.121.150,192.168.1.166,6,80,43223,http,http|,1,1
null,null,0x0800,89.30.121.150,192.168.1.166,6,80,45886,http,http|,2,3
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,58453,dns,dns|,1,1
null,null,0x0800,89.30.121.150,192.168.1.166,6,80,43224,http,http|,2,1
null,null,0x0800,89.30.121.150,192.168.1.166,6,80,43225,http,http|,1,1
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,58455,dns,dns|,1,1
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,57124,dns,dns|,1,1
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,59789,dns,dns|,1,1
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,35712,dns,dns|,1,1
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,57126,dns,dns|,1,1
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,57127,dns,dns|,1,1
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,59788,dns,dns|,1,1
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,60765,dns,dns|,1,1
null,null,0x0800,192.168.1.166,89.30.121.150,6,48957,80,http,http|,1,1
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,57129,dns,dns|,1,1
null,null,0x0800,192.168.1.166,89.30.121.150,6,42378,80,http,http|,1,1
null,null,0x0800,192.168.1.166,89.30.121.150,6,42112,80,http,http|,3,2
null,null,0x0800,192.168.1.166,89.30.121.150,6,40949,80,http,http|,1,1
null,null,0x0800,192.168.1.166,192.168.1.1,17,52172,53,dns,dns|,1,1
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,59780,dns,dns|,1,1
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,59783,dns,dns|,2,2
null,null,0x0800,89.30.121.150,192.168.1.166,6,80,43222,http,http|,1,1
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,58452,dns,dns|,1,1
null,null,0x0800,192.168.1.166,192.168.1.1,17,42329,53,dns,dns|,1,1
null,null,0x0800,192.168.1.166,192.168.1.1,17,57423,53,dns,dns|,1,1
null,null,0x0800,89.30.121.150,192.168.1.166,6,80,55234,http,http|,2,3
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,45154,dns,dns|,2,2
null,null,0x0800,192.168.1.166,192.168.1.1,17,57689,53,dns,dns|,1,1
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,45159,dns,dns|,1,1
null,null,0x0800,192.168.1.166,192.168.1.1,17,50258,53,dns,dns|,1,1
null,null,0x0800,192.168.1.166,89.30.121.150,6,43446,80,http,http|,1,1
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,35704,dns,dns|,1,1
null,null,0x0800,89.30.121.150,192.168.1.166,6,80,57891,http,http|,1,1
null,null,0x0800,192.168.1.166,89.30.121.150,6,51240,80,http,http|,1,1
null,null,0x0800,89.30.121.150,192.168.1.166,6,80,55239,http,http|,2,3
null,null,0x0800,89.30.121.150,192.168.1.166,6,80,57892,http,http|,1,1
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,45151,dns,dns|,1,1
null,null,0x0800,89.30.121.150,192.168.1.166,6,80,55238,http,http|,1,1
null,null,0x0800,89.30.121.150,192.168.1.166,6,80,57893,http,http|,2,3
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,35708,dns,dns|,1,1
null,null,0x0800,89.30.121.150,192.168.1.166,6,80,55237,http,http|,2,1
null,null,0x0800,89.30.121.150,192.168.1.166,6,80,55236,http,http|,1,1
null,null,0x0800,192.168.1.166,192.168.1.1,17,49136,53,dns,dns|,1,1
null,null,0x0800,192.168.1.166,192.168.1.1,17,38486,53,dns,dns|,1,1
null,null,0x0800,192.168.1.166,192.168.1.1,17,43526,53,dns,dns|,1,1
null,null,0x0800,192.168.1.166,192.168.1.1,17,38220,53,dns,dns|,1,1
null,null,0x0800,89.30.121.150,192.168.1.166,6,80,55235,http,http|,1,1
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,35706,dns,dns|,1,1
null,null,0x0800,89.30.121.150,192.168.1.166,6,80,43256,http,http|,1,1
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,59795,dns,dns|,2,2
null,null,0x0800,192.168.1.166,192.168.1.1,17,56357,53,dns,dns|,1,1
null,null,0x0800,192.168.1.166,192.168.1.1,17,58621,53,dns,dns|,1,1
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,58468,dns,dns|,1,1
null,null,0x0800,192.168.1.166,89.30.121.150,6,48958,80,http,http|,1,1
null,null,0x0800,192.168.1.166,192.168.1.1,17,33809,53,dns,dns|,1,1
null,null,0x0800,192.168.1.166,89.30.121.150,6,59870,80,http,http|,3,2
null,null,0x0800,192.168.1.166,192.168.1.1,17,39684,53,dns,dns|,1,1
null,null,0x0800,192.168.1.166,89.30.121.150,6,57211,80,http,http|,1,1
null,null,0x0800,89.30.121.150,192.168.1.166,6,80,43253,http,http|,2,3
null,null,0x0800,89.30.121.150,192.168.1.166,6,80,43254,http,http|,1,1
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,59793,dns,dns|,1,1
null,null,0x0800,89.30.121.150,192.168.1.166,6,80,43255,http,http|,2,3
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,57132,dns,dns|,1,1
null,null,0x0800,89.30.121.150,192.168.1.166,6,80,56555,http,http|,2,3
null,null,0x0800,192.168.1.166,89.30.121.150,6,56146,80,http,http|,1,1
null,null,0x0800,192.168.1.166,89.30.121.150,6,39950,80,http,http|,1,1
null,null,0x0800,192.168.1.166,192.168.1.1,17,57688,53,dns,dns|,1,1
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,46498,dns,dns|,1,1
null,null,0x0800,192.168.1.166,89.30.121.150,6,51241,80,http,http|,1,1
null,null,0x0800,192.168.1.166,89.30.121.150,6,40591,80,http,http|,3,2
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,45160,dns,dns|,1,1
null,null,0x0800,89.30.121.150,192.168.1.166,6,80,57881,http,http|,2,3
null,null,0x0800,192.168.1.166,192.168.1.1,17,49137,53,dns,dns|,1,1
null,null,0x0800,89.30.121.150,192.168.1.166,6,80,56553,http,http|,2,3
null,null,0x0800,89.30.121.150,192.168.1.166,6,80,56554,http,http|,1,1
null,null,0x0800,89.30.121.150,192.168.1.166,6,80,43245,http,http|,2,2
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,60785,dns,dns|,1,1
null,null,0x0800,192.168.1.166,89.30.121.150,6,50176,80,http,http|,3,2
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,60784,dns,dns|,1,1
null,null,0x0800,192.168.1.166,192.168.1.1,17,56225,53,dns,dns|,2,2
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,60783,dns,dns|,1,1
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,57146,dns,dns|,1,1
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,60782,dns,dns|,1,1
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,58479,dns,dns|,1,1
null,null,0x0800,192.168.1.166,192.168.1.1,17,58620,53,dns,dns|,1,1
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,57149,dns,dns|,1,1
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,60786,dns,dns|,1,1
null,null,0x0800,192.168.1.166,192.168.1.1,17,55028,53,dns,dns|,1,1
null,null,0x0800,89.30.121.150,192.168.1.166,6,80,43242,http,http|,1,1
null,null,0x0800,192.168.1.166,192.168.1.1,17,39685,53,dns,dns|,1,1
null,null,0x0800,192.168.1.166,192.168.1.1,17,42327,53,dns,dns|,1,1
null,null,0x0800,89.30.121.150,192.168.1.166,6,80,43243,http,http|,2,3
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,39296,dns,dns|,1,1
null,null,0x0800,192.168.1.166,192.168.1.1,17,52041,53,dns,dns|,1,1
null,null,0x0800,89.30.121.150,192.168.1.166,6,80,33864,http,http|,2,3
null,null,0x0800,192.168.1.166,192.168.1.1,17,38355,53,dns,dns|,1,1
null,null,0x0800,192.168.1.166,89.30.121.150,6,42727,80,http,http|,3,2
null,null,0x0800,89.30.121.150,192.168.1.166,6,80,56503,http,http|,1,1
null,null,0x0800,192.168.1.166,192.168.1.1,17,48902,53,dns,dns|,1,1
null,null,0x0800,192.168.1.166,192.168.1.1,17,60948,53,dns,dns|,1,1
null,null,0x0800,89.30.121.150,192.168.1.166,6,80,56504,http,http|,2,3
null,null,0x0800,192.168.1.166,192.168.1.1,17,42583,53,dns,dns|,1,1
null,null,0x0800,89.30.121.150,192.168.1.166,6,80,44519,http,http|,2,3
null,null,0x0800,89.30.121.150,192.168.1.166,6,80,44518,http,http|,1,1
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,45173,dns,dns|,1,1
null,null,0x0800,89.30.121.150,192.168.1.166,6,80,33861,http,http|,2,3
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,45172,dns,dns|,1,1
null,null,0x0800,192.168.1.166,89.30.121.150,6,47753,80,http,http|,1,1
null,null,0x0800,192.168.1.166,192.168.1.1,17,38222,53,dns,dns|,1,1
null,null,0x0800,192.168.1.166,89.30.121.150,6,56757,80,http,http|,1,2
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,45174,dns,dns|,1,1
null,null,0x0800,89.30.121.150,192.168.1.166,6,80,57830,http,http|,1,1
null,null,0x0800,192.168.1.166,89.30.121.150,6,44025,80,http,http|,1,1
null,null,0x0800,192.168.1.166,89.30.121.150,6,43925,80,http,http|,1,1
null,null,0x0800,192.168.1.166,192.168.1.1,17,39686,53,dns,dns|,1,1
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,57158,dns,dns|,2,2
null,null,0x0800,192.168.1.166,192.168.1.1,17,51322,53,dns,dns|,1,1
null,null,0x0800,89.30.121.150,192.168.1.166,6,80,44526,http,http|,2,3
null,null,0x0800,89.30.121.150,192.168.1.166,6,80,44525,http,http|,1,1
null,null,0x0800,89.30.121.150,192.168.1.166,6,80,45859,http,http|,1,1
null,null,0x0800,89.30.121.150,192.168.1.166,6,80,44527,http,http|,1,1
null,null,0x0800,89.30.121.150,192.168.1.166,6,80,57828,http,http|,3,2
null,null,0x0800,89.30.121.150,192.168.1.166,6,80,57829,http,http|,2,2
null,null,0x0800,192.168.1.166,192.168.1.1,17,44109,53,dns,dns|,1,1
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,58481,dns,dns|,1,1
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,57150,dns,dns|,1,1
null,null,0x0800,192.168.1.166,192.168.1.1,17,41384,53,dns,dns|,1,1
null,null,0x0800,192.168.1.166,89.30.121.150,6,48952,80,http,http|,1,1
null,null,0x0800,192.168.1.166,89.30.121.150,6,55559,80,http,http|,3,2
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,39286,dns,dns|,1,1
null,null,0x0800,192.168.1.166,89.30.121.150,6,45357,80,http,http|,1,1
null,null,0x0800,192.168.1.166,89.30.121.150,6,45224,80,http,http|,3,2
null,null,0x0800,89.30.121.150,192.168.1.166,6,80,57823,http,http|,2,3
null,null,0x0800,89.30.121.150,192.168.1.166,6,80,57824,http,http|,1,1
null,null,0x0800,192.168.1.166,192.168.1.1,17,60947,53,dns,dns|,1,1
null,null,0x0800,89.30.121.150,192.168.1.166,6,80,33877,http,http|,1,1
null,null,0x0800,89.30.121.150,192.168.1.166,6,80,33878,http,http|,2,3
null,null,0x0800,89.30.121.150,192.168.1.166,6,80,57827,http,http|,2,2
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,45180,dns,dns|,1,1
null,null,0x0800,192.168.1.166,89.30.121.150,6,47752,80,http,http|,3,2
null,null,0x0800,192.168.1.166,89.30.121.150,6,49184,80,http,http|,3,2
null,null,0x0800,192.168.1.1,192.168.1.166,17,53,45184,dns,dns|,1,1
null,null,0x0800,192.168.1.166,192.168.1.1,17,55150,53,dns,dns|,1,1
null,null,0x0800,192.168.1.166,89.30.121.150,6,56758,80,http,http|,4,3
