srcMac| dstMac| ethType| srcIp| dstIp| ipProto| srcPort| dstPort|cache control|server|response phrase|response version|unique service name|status code|location|search target,,
null|null|0x0800|192.168.1.223|192.168.1.249|17|4751|1900|max-age=86400|Linux/2.6.21, UPnP/1.0, Portable SDK for UPnP devices/1.6.6|OK|HTTP/1.1|uuid:Socket-1_0-221310K11008C5::upnp:rootdevice|200.0|http://192.168.1.223:49152/setup.xml|upnp:rootdevice,,
null|null|0x0800|192.168.1.223|192.168.1.249|17|4752|1900|max-age=86400|Linux/2.6.21, UPnP/1.0, Portable SDK for UPnP devices/1.6.6|OK|HTTP/1.1|uuid:Socket-1_0-221310K11008C5::upnp:rootdevice|200.0|http://192.168.1.223:49152/setup.xml|upnp:rootdevice,,
null|null|0x0800|192.168.1.223|192.168.1.249|17|4753|1900|max-age=86400|Linux/2.6.21, UPnP/1.0, Portable SDK for UPnP devices/1.6.6|OK|HTTP/1.1|uuid:Socket-1_0-221310K11008C5::upnp:rootdevice|200.0|http://192.168.1.223:49152/setup.xml|upnp:rootdevice,,
null|null|0x0800|192.168.1.223|192.168.1.249|17|4754|1900|max-age=86400|Linux/2.6.21, UPnP/1.0, Portable SDK for UPnP devices/1.6.6|OK|HTTP/1.1|uuid:Socket-1_0-221310K11008C5::upnp:rootdevice|200.0|http://192.168.1.223:49152/setup.xml|upnp:rootdevice,,
null|null|0x0800|192.168.1.223|192.168.1.249|17|4755|1900|max-age=86400|Linux/2.6.21, UPnP/1.0, Portable SDK for UPnP devices/1.6.6|OK|HTTP/1.1|uuid:Socket-1_0-221310K11008C5::upnp:rootdevice|200.0|http://192.168.1.223:49152/setup.xml|upnp:rootdevice,,
null|null|0x0800|192.168.1.223|192.168.1.249|17|4756|1900|max-age=86400|Linux/2.6.21, UPnP/1.0, Portable SDK for UPnP devices/1.6.6|OK|HTTP/1.1|uuid:Socket-1_0-221310K11008C5::upnp:rootdevice|200.0|http://192.168.1.223:49152/setup.xml|upnp:rootdevice,,
null|null|0x0800|192.168.1.223|192.168.1.249|17|4758|1900|max-age=86400|Linux/2.6.21, UPnP/1.0, Portable SDK for UPnP devices/1.6.6|OK|HTTP/1.1|uuid:Socket-1_0-221310K11008C5::upnp:rootdevice|200.0|http://192.168.1.223:49152/setup.xml|upnp:rootdevice,,
null|null|0x0800|192.168.1.223|192.168.1.249|17|4759|1900|max-age=86400|Linux/2.6.21, UPnP/1.0, Portable SDK for UPnP devices/1.6.6|OK|HTTP/1.1|uuid:Socket-1_0-221310K11008C5::upnp:rootdevice|200.0|http://192.168.1.223:49152/setup.xml|upnp:rootdevice,,
null|null|0x0800|192.168.1.249|239.255.255.250|17|46745|1900,,|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|49405|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:service:WANIPConnection:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:service:WANIPConnection:1,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|37432|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|52726|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|40735|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|38478|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|239.255.255.250|17|59922|1900,,|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|50135|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|239.255.255.250|17|58982|1900,,|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|38565|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|52822|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|37261|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|239.255.255.250|17|57535|1900,,|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.249|239.255.255.250|17|44109|1900,,|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|38507|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|39851|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::upnp:rootdevice|200.0|http://192.168.1.249:49152/rootDesc.xml|upnp:rootdevice,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|50787|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:service:WANIPConnection:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:service:WANIPConnection:1,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|49784|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|47174|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|48490|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|59190|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|239.255.255.250|17|49485|1900,,|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|36464|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|48413|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|49745|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|239.255.255.250|17|50341|1900,,|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|60271|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|50884|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|47289|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|49814|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|239.255.255.250|17|36154|1900,,|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.249|192.168.1.208|17|1900|54244|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|37599|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|50596|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|50589|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|51892|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|239.255.255.250|17|48002|1900,,|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.249|239.255.255.250|17|37251|1900,,|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.249|239.255.255.250|17|37388|1900,,|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|50643|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|59047|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|60045|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|239.255.255.250|17|54295|1900,,|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|49607|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|48309|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|50600|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|42730|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|42706|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|54754|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|39085|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|54694|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|52082|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|239.255.255.250|17|42618|1900,,|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|53506|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|42826|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|52218|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|54859|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|39230|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|239.255.255.250|17|41673|1900,,|null|null|null|null|null|null|null|null
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|39294|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|40241|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
null|null|0x0800|192.168.1.249|192.168.1.239|17|1900|52220|max-age=120|Ubuntu/precise UPnP/1.1 MiniUPnPd/1.7|OK|HTTP/1.1|uuid:Upnp-BasicDevice-1_0-00166CAB6B88::urn:schemas-upnp-org:device:InternetGatewayDevice:1|200.0|http://192.168.1.249:49152/rootDesc.xml|urn:schemas-upnp-org:device:InternetGatewayDevice:1,,
