srcMac| dstMac| ethType| srcIp| dstIp| ipProto| srcPort| dstPort|origin timestamp|transmit timestamp|reference id|server version|server mode,,
null|null|0x0800|192.168.1.240|206.108.0.132|17|59553|123|b73b8719bc128bb1|db9a25f4220ee8e0|c0a864fc|24|24,,
null|null|0x0800|207.171.178.6|192.168.1.240|17|123|36297|e91ea3568ddf111b|db991b109e7543e8|4815c752|24|24,,
null|null|0x0800|97.107.128.58|192.168.1.240|17|123|39493|de12df6abd9abd7d|dba0a9ec7a1e4425|d133a1ee|24|24,,
null|null|0x0800|96.244.96.19|192.168.1.240|17|123|42705|29cb7027f941023e|dba497f7debca55a|c0a80afe|24|24,,
null|null|0x0800|192.168.1.240|45.79.10.228|17|40022|123|6b43f277000cb63c|db9fa63eb8e9baa0|d133a1ee|24|24,,
null|null|0x0800|129.6.15.30|192.168.1.240|17|123|47078|aaa9d6279a780c65|dba4ede106a3bfd6|41435453|24|24,,
null|null|0x0800|72.21.192.213|192.168.1.240|17|123|38063|563ce94c2053ef63|dba19373dbff0e28|4815c752|24|24,,
null|null|0x0800|45.79.10.228|192.168.1.240|17|123|47010|81f4846975fa7c28|db9a8fc7a3df3c70|d133a1ee|24|24,,
null|null|0x0800|192.168.1.240|72.21.192.213|17|48845|123|df469f4a37dc1aab|db9b79a04a673ae0|4815c752|24|24,,
null|null|0x0800|207.171.178.6|192.168.1.240|17|123|50572|a1b103d51892b43b|dba1bf13e0588209|4815c752|24|24,,
null|null|0x0800|192.168.1.240|71.252.219.43|17|44859|123|46d3bf32b5b3ac74|dba0fe27ee0bef93|84a30466|24|24,,
null|null|0x0800|72.21.192.213|192.168.1.240|17|123|53686|10f6533a66effe48|dba05202ba47d579|4815c751|24|24,,
null|null|0x0800|72.21.192.213|192.168.1.240|17|123|53685|4c52d46c7900e739|dba1213a7f3f1d61|4815c752|24|24,,
null|null|0x0800|207.171.178.6|192.168.1.240|17|123|49581|54499dfe1630545f|dba06a16ccc726cf|4815c751|24|24,,
null|null|0x0800|192.168.1.240|204.11.201.12|17|52893|123|08b02a53cf199238|db9fe78ca9744792|836b0d64|24|24,,
null|null|0x0800|208.75.89.4|192.168.1.240|17|123|46683|73fae017c6ec5755|dba1c1e16be37fff|c63c16f0|24|24,,
null|null|0x0800|192.168.1.240|207.171.178.6|17|49811|123|3565b10fcfb8b436|dba25235f709b2ea|4815c752|24|24,,
null|null|0x0800|207.171.178.6|192.168.1.240|17|123|37579|6c8122bd1b7621eb|dba0805b7a806527|4815c751|24|24,,
null|null|0x0800|97.107.128.58|192.168.1.240|17|123|35902|ff91ebe2561bb022|db9c40ebd1be9507|d133a1ee|24|24,,
null|null|0x0800|192.168.1.240|207.171.178.6|17|57131|123|52f15f63672e8a49|dba26ebcb95299b7|4815c752|24|24,,
null|null|0x0800|198.38.16.1|192.168.1.240|17|123|54469|b7cd06a7ab30bbef|dba2c88f7294050e|c652f747|24|24,,
null|null|0x0800|192.168.1.240|207.171.178.6|17|39128|123|1a55bf98d2a3ad39|dba32fb647ae3139|4815c752|24|24,,
null|null|0x0800|97.107.128.58|192.168.1.240|17|123|38173|98a046bd708ce2cc|db9d1d24b27155d1|d133a1ee|24|24,,
null|null|0x0800|207.171.178.6|192.168.1.240|17|123|49556|0d0e1ea3007e4785|db9bc6fc49a304b8|4815c752|24|24,,
null|null|0x0800|192.168.1.240|72.21.192.213|17|56292|123|0722e4ddf3e64444|dba3739f546beba1|4815c752|24|24,,
null|null|0x0800|192.168.1.240|208.75.89.4|17|43058|123|bcdc7b68bf413ba1|dba494f3b70c1fff|c63c16f0|24|24,,
null|null|0x0800|192.168.1.240|45.79.10.228|17|50224|123|a96e7604c3d12a2a|dba11665b30b3205|d133a1ee|24|24,,
null|null|0x0800|192.168.1.240|173.71.69.90|17|39521|123|45e6e7b5d8a099fc|dba4d27d291a4b7f|50505300|24|24,,
null|null|0x0800|192.168.1.240|208.75.89.4|17|38364|123|0027845612d244aa|dba2063895bb17ff|c63c16f0|24|24,,
null|null|0x0800|192.168.1.240|206.108.0.132|17|33059|123|eae5b23ef1bbe4b5|db9d46bde29f3f43|c0a864fc|24|24,,
null|null|0x0800|129.6.15.30|192.168.1.240|17|123|59064|476c04498a3f4d45|dba1125df2e25ede|41435453|24|24,,
null|null|0x0800|129.6.15.30|192.168.1.240|17|123|44835|fe6e7891ebee075b|db993000dbab54cb|41435453|24|24,,
null|null|0x0800|192.168.1.240|72.21.192.213|17|43819|123|0897db54ad41ed79|db9b917c5146c11e|4815c752|24|24,,
null|null|0x0800|192.168.1.240|206.108.0.132|17|55243|123|70e514359e41440f|db9aa81ee9fe88ba|c0a864fc|24|24,,
null|null|0x0800|129.6.15.30|192.168.1.240|17|123|43501|26997923ef2ea21d|dba46a210cfccf11|41435453|24|24,,
null|null|0x0800|129.6.15.30|192.168.1.240|17|123|43509|99c5013e94a4fe1a|db9e7747fd1929d0|41435453|24|24,,
null|null|0x0800|192.168.1.240|129.6.15.30|17|58372|123|d26100b99f2b2f5c|dba391b88991f28a|41435453|24|24,,
null|null|0x0800|192.168.1.240|173.71.69.90|17|54195|123|5c45951c0065f508|dba2d2f7bf7f821f|50505300|24|24,,
null|null|0x0800|192.168.1.240|207.171.178.6|17|47415|123|ee1b4df8d0bdcd03|db9cb5cc523783bb|4815c752|24|24,,
null|null|0x0800|132.163.4.101|192.168.1.240|17|123|40283|c532ce77341c24ca|dba320302a300135|41435453|24|24,,
null|null|0x0800|192.168.1.240|96.244.96.19|17|57751|123|c117d8608c86a890|db9bb7ced1013a32|c0a80afe|24|24,,
null|null|0x0800|132.163.4.101|192.168.1.240|17|123|53578|b56710f109ff0fcf|db998d5b830c6f60|41435453|24|24,,
null|null|0x0800|208.75.89.4|192.168.1.240|17|123|59968|f580aecb3e28a212|db99cf85b29fdfff|42dc097a|24|24,,
null|null|0x0800|192.168.1.240|207.171.178.6|17|55701|123|433ccb4d178a8768|db99b3dd6c28e3c3|4815c751|24|24,,
null|null|0x0800|129.6.15.30|192.168.1.240|17|123|47130|1dea9ca3b8278fb4|db9ddc5da798c4c7|41435453|24|24,,
null|null|0x0800|207.171.178.6|192.168.1.240|17|123|45964|40d81093eb104fe4|db9b8eaa5c4b05eb|4815c752|24|24,,
null|null|0x0800|132.163.4.101|192.168.1.240|17|123|36971|3f0e4e670f92240b|db9a7153b78554b1|41435453|24|24,,
null|null|0x0800|192.168.1.240|72.21.192.213|17|40835|123|2980ff4251429f4e|dba2ff46dc8332a0|4815c752|24|24,,
null|null|0x0800|207.171.178.6|192.168.1.240|17|123|45950|aa6a5dd3164aea29|dba478674912331c|4815c752|24|24,,
null|null|0x0800|192.168.1.240|173.71.69.90|17|52622|123|554b8956f94cf74f|db9fbedcaa72c5cc|50505300|24|24,,
null|null|0x0800|192.168.1.240|208.75.89.4|17|37043|123|99154f18c7c57b06|db9ea39887b527ff|d8dac0ca|24|24,,
null|null|0x0800|192.168.1.240|206.108.0.131|17|54885|123|3e3e896ad9ae0ee8|dba34847106c8188|c0a864fc|24|24,,
null|null|0x0800|132.163.4.101|192.168.1.240|17|123|58300|96ac45397778c4cb|db9f5e4883bb6648|41435453|24|24,,
null|null|0x0800|192.168.1.240|72.21.192.213|17|38768|123|203ae149e1f6591a|db9d8df21e4a486f|4815c751|24|24,,
null|null|0x0800|206.108.0.132|192.168.1.240|17|123|38441|f315d5e0dbeeac9c|db9ffc6c0d1e0761|c0a864fc|24|24,,
null|null|0x0800|192.168.1.240|96.244.96.19|17|47677|123|401095ef8abb38c3|db9c3da003a648a6|c0a80afe|24|24,,
null|null|0x0800|71.252.219.43|192.168.1.240|17|123|49664|213a129b2e6a442f|dba23c46280ff472|84a30466|24|24,,
null|null|0x0800|192.168.1.240|206.108.0.132|17|54650|123|2fcecf4abb961648|db9a53f820a491d0|c0a864fc|24|24,,
null|null|0x0800|207.171.178.6|192.168.1.240|17|123|45931|675883a3ddfda057|dba33ac8df5a09cc|4815c752|24|24,,
null|null|0x0800|192.168.1.240|138.236.128.36|17|57819|123|d1d2f3e501750018|dba1b0bf648b3fcd|121a0469|24|24,,
null|null|0x0800|192.168.1.240|72.21.192.213|17|48714|123|7e7554facc0e49b3|db9df99c03630521|4815c752|24|24,,
null|null|0x0800|206.108.0.132|192.168.1.240|17|123|40792|6229264214f51925|dba2bd9713bdbadf|c0a864fc|24|24,,
null|null|0x0800|72.21.192.213|192.168.1.240|17|123|60769|7d89cf274f1ea298|dba25542a9f274ab|4815c751|24|24,,
null|null|0x0800|192.168.1.240|207.171.178.6|17|33653|123|25a321146443fd87|dba0ba960636565f|4815c751|24|24,,
null|null|0x0800|192.168.1.240|131.107.13.100|17|52677|123|b45770b351e52444|db9b2616d688a465|41435453|24|24,,
null|null|0x0800|132.163.4.101|192.168.1.240|17|123|47656|bb0d599621f27580|db9e7a4b9363fbc1|41435453|24|24,,
null|null|0x0800|192.168.1.240|207.171.178.6|17|39398|123|0d2ed65350d86e43|db99dc500ffb76c6|4815c752|24|24,,
null|null|0x0800|192.168.1.240|207.171.178.6|17|44428|123|6a1fc3c83e68be15|db9c0eefc307fd28|4815c751|24|24,,
null|null|0x0800|192.168.1.240|72.21.192.213|17|40839|123|c2a615b56c7cb385|dba40f67e5f1abd5|4815c751|24|24,,
null|null|0x0800|192.168.1.240|72.21.192.213|17|50069|123|613cafa3094cf5cd|db9b7452c581eac7|4815c752|24|24,,
null|null|0x0800|192.168.1.240|206.108.0.132|17|33052|123|53cb12921baf6589|db9cf262f2694322|c0a864fc|24|24,,
null|null|0x0800|192.168.1.240|132.163.4.101|17|39057|123|179758a95bfa2673|db9adb45ed1620cb|41435453|24|24,,
null|null|0x0800|192.168.1.240|129.6.15.30|17|44335|123|0be0b5b8d2a78085|db99fb6925a89665|41435453|24|24,,
null|null|0x0800|132.163.4.101|192.168.1.240|17|123|36991|2ee81ebad9b0b8b5|db9f48d4b893e1d6|41435453|24|24,,
null|null|0x0800|192.168.1.240|107.170.224.8|17|52995|123|d3048ce72006a11c|dba13610b00e6fe9|84a30466|24|24,,
null|null|0x0800|192.168.1.240|207.171.178.6|17|45278|123|2ba5b975a26f2f65|dba41d0fb5518e25|4815c752|24|24,,
null|null|0x0800|192.168.1.240|207.171.178.6|17|58468|123|7d5a4a424dfedace|dba489d77d2f4cdb|4815c751|24|24,,
null|null|0x0800|192.168.1.240|129.6.15.30|17|59444|123|b1f889ae305ec6cf|db9c4bcbd040c241|41435453|24|24,,
null|null|0x0800|192.168.1.240|208.75.89.4|17|52903|123|c33ea3e18fd314c9|dba3aa85dd681fff|c63c16f0|24|24,,
null|null|0x0800|206.108.0.131|192.168.1.240|17|123|59163|3e66e3222de450bc|db9a45e2ca06c302|c0a864fc|24|24,,
null|null|0x0800|192.168.1.240|207.171.178.6|17|41319|123|f95cb87f8a61a1d8|db9ace624826e959|4815c752|24|24,,
null|null|0x0800|72.21.192.213|192.168.1.240|17|123|45177|84740814a6355e1b|dba348705508598f|4815c752|24|24,,
null|null|0x0800|207.171.178.6|192.168.1.240|17|123|43375|786721ad4c343a41|dba01ea85496e7ea|4815c751|24|24,,
null|null|0x0800|129.6.15.30|192.168.1.240|17|123|49700|4c37cb7217368993|dba44e5dd9b3d816|41435453|24|24,,
null|null|0x0800|207.171.178.6|192.168.1.240|17|123|42040|4bf4b216417f27ef|db9ea3cbba7eb525|4815c751|24|24,,
null|null|0x0800|131.107.13.100|192.168.1.240|17|123|56157|83c49f8deb5d688f|dba4531ea84e124b|41435453|24|24,,
null|null|0x0800|72.21.192.213|192.168.1.240|17|123|57139|778d46bc4b49e6b0|db9cff9ab976b8b0|4815c752|24|24,,
null|null|0x0800|208.75.88.4|192.168.1.240|17|123|52579|711a70df1e6e5a8b|db9d3fd1299fcfff|8679403e|24|24,,
null|null|0x0800|198.38.16.1|192.168.1.240|17|123|43701|aa19c2440759a429|db9e519c014d5606|c652f747|24|24,,
null|null|0x0800|192.168.1.240|206.108.0.131|17|47541|123|1dd05d952d853c0f|db9e87571222969c|c0a864fc|24|24,,
null|null|0x0800|72.21.192.213|192.168.1.240|17|123|45152|dde3fb190f39dd8a|db9bc9c497eca952|4815c752|24|24,,
null|null|0x0800|192.168.1.240|72.21.192.213|17|60124|123|86ea25bf2f2de98c|db9ed3d3c6b7e9aa|4815c751|24|24,,
null|null|0x0800|192.168.1.240|208.75.89.4|17|53616|123|a522948cc1e6f221|db99e5209ae8ffff|c63c16f0|24|24,,
null|null|0x0800|192.168.1.240|129.6.15.30|17|60692|123|6c137498e575bf1e|db9e453588fd7d7b|41435453|24|24,,
null|null|0x0800|206.108.0.132|192.168.1.240|17|123|51473|26f522d3ef5fbd9c|dba219cc6f5b106e|c0a864fc|24|24,,
null|null|0x0800|132.163.4.101|192.168.1.240|17|123|46338|f4bb6a12c4f50c22|db9b583525c42ba4|41435453|24|24,,
null|null|0x0800|207.171.178.6|192.168.1.240|17|123|42010|f14891c2ebf7d35c|db9b14e7dca8671d|4815c752|24|24,,
null|null|0x0800|208.75.89.4|192.168.1.240|17|123|53890|1454a6fe0b24b223|dba13c2a4098afff|c63c16f0|24|24,,
null|null|0x0800|192.168.1.240|208.75.89.4|17|42337|123|f5dc401f2b8036d9|dba1f0aec8c9d7ff|c63c16f0|24|24,,
null|null|0x0800|208.75.89.4|192.168.1.240|17|123|38273|ee983fcd10621d3c|db9c92244cc09fff|c63c16f0|24|24,,
null|null|0x0800|192.168.1.240|132.163.4.101|17|39181|123|6339b7d6ee0f2fd9|dba0046ae5b64115|41435453|24|24,,
null|null|0x0800|192.168.1.240|72.21.192.213|17|33122|123|33bc98f4a11af9cd|dba0c2e0db6868e0|4815c752|24|24,,
null|null|0x0800|72.21.192.213|192.168.1.240|17|123|34484|096acf72181de873|db9a02b79c0efb64|4815c751|24|24,,
null|null|0x0800|192.168.1.240|132.163.4.101|17|44851|123|7a69fab3d38ddf4e|dba04a985afab0b5|41435453|24|24,,
null|null|0x0800|208.75.89.4|192.168.1.240|17|123|40575|80365deb6af1be11|db9a95f71934bfff|c63c16f0|24|24,,
null|null|0x0800|192.168.1.240|45.79.10.228|17|36060|123|d36afa9ba756a3ba|db99e2f9e6f0c4ab|84a30465|24|24,,
null|null|0x0800|192.168.1.240|132.163.4.101|17|48903|123|95b0565c8956c4cc|db9a171a3631120e|41435453|24|24,,
null|null|0x0800|207.171.178.6|192.168.1.240|17|123|57977|54f70a043101db65|dba0860b8efc47e2|4815c751|24|24,,
null|null|0x0800|192.168.1.240|132.163.4.101|17|56211|123|1b26243a1ac35392|db9ecaa19f222ca9|41435453|24|24,,
null|null|0x0800|192.168.1.240|208.75.89.4|17|51965|123|4f33800000f5e87e|db9cf4f4c52c27ff|c63c16f0|24|24,,
null|null|0x0800|192.168.1.240|129.6.15.30|17|45181|123|2b759d2c1c1459f2|dba0164a3e30482d|41435453|24|24,,
null|null|0x0800|192.168.1.240|132.163.4.101|17|41127|123|28e52f5765e53480|db9fd67e34af098b|41435453|24|24,,
null|null|0x0800|192.168.1.240|129.6.15.30|17|49365|123|8173384e75861ba9|dba4975d8d1763b8|41435453|24|24,,
null|null|0x0800|206.108.0.131|192.168.1.240|17|123|43626|948b8b5fc6603d43|db9baec0ccfa449d|c0a864fc|24|24,,
null|null|0x0800|192.168.1.240|207.171.178.6|17|34237|123|4b9303f2120543c6|db9b0ed72101dc9e|4815c752|24|24,,
null|null|0x0800|132.163.4.101|192.168.1.240|17|123|33077|d92f67bf88cf89b6|dba2c9780b8a54a8|41435453|24|24,,
null|null|0x0800|192.168.1.240|72.21.192.213|17|33389|123|86015275006c9237|dba48ec9214beb81|4815c752|24|24,,
null|null|0x0800|192.168.1.240|138.236.128.36|17|32770|123|ddf335cd0481c737|db9bc45c51c66deb|121a0469|24|24,,
null|null|0x0800|192.168.1.240|208.75.89.4|17|50500|123|cde057d040106d25|dba3dc9a5c9297ff|c63c16f0|24|24,,
null|null|0x0800|207.171.178.6|192.168.1.240|17|123|50633|1a4cc0f1108e7810|dba1a2261312e265|4815c752|24|24,,
null|null|0x0800|138.236.128.36|192.168.1.240|17|123|36835|4a43c37897b35367|dba41f4fdb3944ef|121a0469|24|24,,
null|null|0x0800|97.107.128.58|192.168.1.240|17|123|42923|463dce6b6c4f9de2|db99b1b3bb284088|d133a1ee|24|24,,
null|null|0x0800|192.168.1.240|208.75.88.4|17|53907|123|c623551a21912994|db9fde73643c37ff|2b4d82fe|24|24,,
null|null|0x0800|71.252.219.43|192.168.1.240|17|123|57992|ca9760612c97e5f5|dba39dcf318235b0|84a30466|24|24,,
null|null|0x0800|45.79.10.228|192.168.1.240|17|123|44720|219293ed91a5a132|dba453bbe248548e|d133a1ee|24|24,,
null|null|0x0800|208.75.89.4|192.168.1.240|17|123|51032|f6739f3ff351124e|db9c003a28895fff|c63c16f0|24|24,,
null|null|0x0800|192.168.1.240|96.244.96.19|17|57014|123|674da846012e69b9|dba0f72dd8eb723c|c0a80afe|24|24,,
null|null|0x0800|192.168.1.240|96.244.96.19|17|57147|123|24bbc2b7176e39ce|dba26013135ec4e3|c0a80afe|24|24,,
null|null|0x0800|129.6.15.30|192.168.1.240|17|123|42346|83c1c271811b2bdb|db998af46571a5ec|41435453|24|24,,
null|null|0x0800|207.171.178.6|192.168.1.240|17|123|37663|a8d5a87480c2df47|db9a8b9cd9f5bb8a|4815c752|24|24,,
null|null|0x0800|192.168.1.240|207.171.178.6|17|49934|123|c0e137b027ef6bbf|dba0f429b5f39e3c|4815c751|24|24,,
null|null|0x0800|129.6.15.30|192.168.1.240|17|123|54373|56ae81be84c367f8|db9a599c4056c98c|41435453|24|24,,
null|null|0x0800|192.168.1.240|72.21.192.213|17|60141|123|2c9b555bf47c6555|db9f2f1501a28e3a|4815c751|24|24,,
null|null|0x0800|207.171.178.6|192.168.1.240|17|123|50600|f39388f93d9a14b9|db9b9deb83284c12|4815c752|24|24,,
null|null|0x0800|206.108.0.132|192.168.1.240|17|123|57616|7c5ccf4d5cf31aba|db9dc2c3c84c71ae|c0a864fc|24|24,,
null|null|0x0800|206.108.0.132|192.168.1.240|17|123|44300|710b077492378517|dba0258adb42ecd5|c0a864fc|24|24,,
null|null|0x0800|192.168.1.240|72.21.192.213|17|52822|123|80f40ade4a39d8dc|db9bf7daee51e191|4815c752|24|24,,
null|null|0x0800|72.21.192.213|192.168.1.240|17|123|54809|20f5b9404ad6fa92|db99c8d754cd4da2|4815c752|24|24,,
null|null|0x0800|72.21.192.213|192.168.1.240|17|123|41500|8b90bcebb1c93d3b|db99c1589d63521c|4815c752|24|24,,
null|null|0x0800|129.6.15.30|192.168.1.240|17|123|43652|13241bfcbebc8faf|db9b6f65a12b2a3f|41435453|24|24,,
null|null|0x0800|131.107.13.100|192.168.1.240|17|123|39606|d4b8c2afa6b874a8|dba123bd7e2cdd4b|41435453|24|24,,
null|null|0x0800|192.168.1.240|72.21.192.213|17|59280|123|b4e9ea99e29458df|dba38b84786bda7f|4815c752|24|24,,
null|null|0x0800|192.168.1.240|72.21.192.213|17|38145|123|30e039fb4b127494|db9a6d71607d9b07|4815c752|24|24,,
null|null|0x0800|129.6.15.30|192.168.1.240|17|123|37800|8e82676765ad5531|db9ac32c59b491b1|41435453|24|24,,
null|null|0x0800|207.171.178.6|192.168.1.240|17|123|60003|56c02a935e2036a8|dba054d49203d546|4815c751|24|24,,
null|null|0x0800|207.171.178.6|192.168.1.240|17|123|38946|b14a584368db4562|db9ab7dc3aa7339c|4815c752|24|24,,
null|null|0x0800|192.168.1.240|206.108.0.132|17|36511|123|f7d2a2230868e5e1|db9abcdfd4449cc8|c0a864fc|24|24,,
null|null|0x0800|72.21.192.213|192.168.1.240|17|123|57069|64c75ab3513f2c40|db9a83e08b3791ee|4815c752|24|24,,
null|null|0x0800|71.252.219.43|192.168.1.240|17|123|55360|2885dcfbdce1e4df|dba3db44b216ffa3|9514401c|24|24,,
null|null|0x0800|207.171.178.6|192.168.1.240|17|123|42196|68fd46dfd781c592|dba031aac9c00faf|4815c751|24|24,,
null|null|0x0800|192.168.1.240|207.171.178.6|17|49805|123|af6664769ae401bf|dba2013401fec882|4815c752|24|24,,
null|null|0x0800|207.171.178.6|192.168.1.240|17|123|60029|36a14668f274f4bb|db99d14631403e4c|4815c752|24|24,,
null|null|0x0800|192.168.1.240|208.75.88.4|17|38533|123|ad1f0261219c6f40|db993ef75dc56fff|8679403e|24|24,,
null|null|0x0800|208.75.88.4|192.168.1.240|17|123|57398|983f830a66f04102|dba2c1ec05173fff|2b4d82fe|24|24,,
null|null|0x0800|192.168.1.240|206.108.0.132|17|39273|123|5ee315c515fb77a7|db996093d7704ed2|c0a864fc|24|24,,
null|null|0x0800|207.171.178.6|192.168.1.240|17|123|60038|050e8191051fb6ec|dba2746cd45dd146|4815c752|24|24,,
null|null|0x0800|129.6.15.30|192.168.1.240|17|123|55674|6ea2ec03dbeae8c8|db996b9f7211e68f|41435453|24|24,,
null|null|0x0800|207.171.178.6|192.168.1.240|17|123|47067|83630a09f9ec4113|db9d484228e6daef|4815c752|24|24,,
null|null|0x0800|192.168.1.240|206.108.0.132|17|58102|123|c1443bcbb21159c9|db9e3f425b912818|c0a864fc|24|24,,
null|null|0x0800|97.107.128.58|192.168.1.240|17|123|40348|f8146e9a53ddde15|db9c55257e7b9790|d133a1ee|24|24,,
null|null|0x0800|192.168.1.240|45.79.10.228|17|39512|123|7cddb7a5593c1394|dba36387f6eaae9c|d133a1ee|24|24,,
