srcMac| dstMac| ethType| srcIp| dstIp| ipProto| srcPort| dstPort|server|response-version|response phrase|status code,,
null|null|0x0800|192.168.1.240|203.5.76.27|6|34408|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.27|6|34406|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.16|6|36838|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.16|6|36832|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.27|6|34401|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.16|6|36830|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.16|6|47654|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.16|6|47656|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.16|6|47658|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|203.5.76.27|192.168.1.240|6|80|39117|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|203.5.76.27|192.168.1.240|6|80|39119|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|203.5.76.27|192.168.1.240|6|80|39110|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|203.5.76.27|192.168.1.240|6|80|39111|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|203.5.76.27|192.168.1.240|6|80|39113|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|203.5.76.27|192.168.1.240|6|80|39115|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|203.5.76.27|192.168.1.240|6|80|39128|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|203.5.76.27|192.168.1.240|6|80|39120|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|203.5.76.27|192.168.1.240|6|80|39122|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|203.5.76.27|192.168.1.240|6|80|39124|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|203.5.76.27|192.168.1.240|6|80|39126|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|203.5.76.27|192.168.1.240|6|80|39127|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|203.5.76.27|192.168.1.240|6|80|39130|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|203.5.76.16|192.168.1.240|6|80|50705|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|203.5.76.16|192.168.1.240|6|80|50707|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|203.5.76.16|192.168.1.240|6|80|50701|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|203.5.76.16|192.168.1.240|6|80|50703|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.16|6|50691|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.16|6|47652|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|203.5.76.27|192.168.1.240|6|80|39106|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|203.5.76.27|192.168.1.240|6|80|39108|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|203.5.76.27|192.168.1.240|6|80|39100|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|203.5.76.27|192.168.1.240|6|80|39102|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|203.5.76.27|192.168.1.240|6|80|39104|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.27|6|58532|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.27|6|58530|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.16|6|50682|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.16|6|50689|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.27|6|58534|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.16|6|47666|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.16|6|47668|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.16|6|47660|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.16|6|47662|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.16|6|47665|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.16|6|36851|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.27|6|58543|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.16|6|50695|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.27|6|58541|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.27|6|58540|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.16|6|50693|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.16|6|50699|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.16|6|36853|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.16|6|50697|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.27|6|58549|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.27|6|58547|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.27|6|58545|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.27|6|49519|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.16|6|47630|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.16|6|47632|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.16|6|47634|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.16|6|47636|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.16|6|47637|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.27|6|49510|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.27|6|49515|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.27|6|49517|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.16|6|47638|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.16|6|47642|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.16|6|47644|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.16|6|47646|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.16|6|47649|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|203.5.76.16|192.168.1.240|6|80|35464|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|203.5.76.16|192.168.1.240|6|80|35463|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|203.5.76.16|192.168.1.240|6|80|35461|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|203.5.76.16|192.168.1.240|6|80|35468|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|203.5.76.16|192.168.1.240|6|80|35467|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|203.5.76.16|192.168.1.240|6|80|35466|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.16|6|47640|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.16|6|50675|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|203.5.76.27|192.168.1.240|6|80|58550|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.27|6|58528|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.27|6|58526|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.27|6|58524|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.27|6|44066|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.27|6|54662|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|203.5.76.27|192.168.1.240|6|80|57852|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|203.5.76.27|192.168.1.240|6|80|57850|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.27|6|54664|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|203.5.76.27|192.168.1.240|6|80|57827|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|203.5.76.27|192.168.1.240|6|80|57829|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|203.5.76.27|192.168.1.240|6|80|57848|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|203.5.76.27|192.168.1.240|6|80|57847|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|203.5.76.27|192.168.1.240|6|80|57842|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|203.5.76.27|192.168.1.240|6|80|57840|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|203.5.76.27|192.168.1.240|6|80|57844|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|203.5.76.27|192.168.1.240|6|80|57838|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|203.5.76.27|192.168.1.240|6|80|57836|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|203.5.76.27|192.168.1.240|6|80|57831|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.16|6|52651|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.27|6|35813|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.27|6|54666|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.27|6|35811|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.27|6|54668|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.16|6|52645|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.16|6|52647|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.16|6|52642|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.16|6|52644|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|203.5.76.16|192.168.1.240|6|80|52598|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.16|6|54690|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.16|6|52649|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|203.5.76.16|192.168.1.240|6|80|52640|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|203.5.76.16|192.168.1.240|6|80|52632|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|203.5.76.16|192.168.1.240|6|80|52630|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|203.5.76.16|192.168.1.240|6|80|52638|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|203.5.76.16|192.168.1.240|6|80|52636|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|203.5.76.16|192.168.1.240|6|80|52634|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|203.5.76.16|192.168.1.240|6|80|52620|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|203.5.76.16|192.168.1.240|6|80|52628|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|203.5.76.16|192.168.1.240|6|80|52626|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|203.5.76.16|192.168.1.240|6|80|52624|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|203.5.76.16|192.168.1.240|6|80|52622|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.27|6|54671|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.27|6|35809|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.27|6|35807|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.16|6|52661|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.16|6|52663|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.16|6|52660|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.16|6|52658|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.16|6|52653|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.16|6|52654|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|203.5.76.16|192.168.1.240|6|80|46828|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|203.5.76.16|192.168.1.240|6|80|46826|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|203.5.76.16|192.168.1.240|6|80|46824|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|203.5.76.16|192.168.1.240|6|80|46822|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.16|6|52656|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|203.5.76.16|192.168.1.240|6|80|52675|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|203.5.76.16|192.168.1.240|6|80|52674|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|203.5.76.16|192.168.1.240|6|80|52665|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|203.5.76.16|192.168.1.240|6|80|52669|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|203.5.76.16|192.168.1.240|6|80|52667|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.27|6|54641|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.16|6|36939|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.16|6|36932|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.27|6|54646|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.16|6|36930|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.27|6|54648|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.27|6|54643|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.16|6|36937|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.16|6|36934|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.27|6|54639|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.16|6|36928|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.27|6|54650|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.16|6|36927|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.27|6|54652|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.27|6|54659|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.27|6|54655|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.27|6|54657|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|203.5.76.16|192.168.1.240|6|80|49297|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|203.5.76.16|192.168.1.240|6|80|49299|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|203.5.76.16|192.168.1.240|6|80|49290|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|203.5.76.16|192.168.1.240|6|80|49292|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.27|6|34043|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
null|null|0x0800|192.168.1.240|203.5.76.27|6|34044|80|AkamaiNetStorage|HTTP/1.1|OK|200,,
