srcMac,,, dstMac,,, ethType,,, srcIp,,, dstIp,,, ipProto,,, srcPort,,, dstPort,,,client-hello-extensions,,,client-hello-cipher-suites,,,client-hello-version,,
null,,,null,,,0x0800,,,52.5.51.114,,,192.168.1.221,,,6,,,443,,,50307,,,000d000c000a02010202020304010403,,,c014c0110039003500050004003c003dc027c023,,,0303,,
null,,,null,,,0x0800,,,192.168.1.221,,,54.210.10.156,,,6,,,60102,,,443,,,000d000c000a02010202020304010403,,,c014c0110039003500050004003c003dc027c023,,,0303,,
null,,,null,,,0x0800,,,192.168.1.221,,,52.6.121.206,,,6,,,59369,,,443,,,000d000c000a02010202020304010403,,,c014c0110039003500050004003c003dc027c023,,,0303,,
null,,,null,,,0x0800,,,192.168.1.221,,,52.6.121.206,,,6,,,52360,,,443,,,000d000c000a02010202020304010403,,,c014c0110039003500050004003c003dc027c023,,,0303,,
null,,,null,,,0x0800,,,52.205.153.193,,,192.168.1.221,,,6,,,443,,,49263,,,000d000c000a02010202020304010403,,,c014c0110039003500050004003c003dc027c023,,,0303,,
null,,,null,,,0x0800,,,192.168.1.221,,,54.210.10.156,,,6,,,55509,,,443,,,000d000c000a02010202020304010403,,,c014c0110039003500050004003c003dc027c023,,,0303,,
null,,,null,,,0x0800,,,192.168.1.221,,,52.205.153.193,,,6,,,57174,,,443,,,000d000c000a02010202020304010403,,,c014c0110039003500050004003c003dc027c023,,,0303,,
null,,,null,,,0x0800,,,52.205.153.193,,,192.168.1.221,,,6,,,443,,,51591,,,000d000c000a02010202020304010403,,,c014c0110039003500050004003c003dc027c023,,,0303,,
null,,,null,,,0x0800,,,54.210.10.156,,,192.168.1.221,,,6,,,443,,,62215,,,000d000c000a02010202020304010403,,,c014c0110039003500050004003c003dc027c023,,,0303,,
null,,,null,,,0x0800,,,52.201.5.235,,,192.168.1.221,,,6,,,443,,,59746,,,000d000c000a02010202020304010403,,,c014c0110039003500050004003c003dc027c023,,,0303,,
null,,,null,,,0x0800,,,192.168.1.221,,,52.205.153.193,,,6,,,58001,,,443,,,000d000c000a02010202020304010403,,,c014c0110039003500050004003c003dc027c023,,,0303,,
null,,,null,,,0x0800,,,192.168.1.221,,,54.210.10.156,,,6,,,52521,,,443,,,000d000c000a02010202020304010403,,,c014c0110039003500050004003c003dc027c023,,,0303,,
null,,,null,,,0x0800,,,52.5.51.114,,,192.168.1.221,,,6,,,443,,,64527,,,000d000c000a02010202020304010403,,,c014c0110039003500050004003c003dc027c023,,,0303,,
null,,,null,,,0x0800,,,192.168.1.221,,,54.210.10.156,,,6,,,62714,,,443,,,000d000c000a02010202020304010403,,,c014c0110039003500050004003c003dc027c023,,,0303,,
null,,,null,,,0x0800,,,52.205.153.193,,,192.168.1.221,,,6,,,443,,,54537,,,000d000c000a02010202020304010403,,,c014c0110039003500050004003c003dc027c023,,,0303,,
null,,,null,,,0x0800,,,52.0.140.23,,,192.168.1.221,,,6,,,443,,,55688,,,000d000c000a02010202020304010403,,,c014c0110039003500050004003c003dc027c023,,,0303,,
null,,,null,,,0x0800,,,52.5.51.114,,,192.168.1.221,,,6,,,443,,,64545,,,000d000c000a02010202020304010403,,,c014c0110039003500050004003c003dc027c023,,,0303,,
null,,,null,,,0x0800,,,192.168.1.221,,,52.5.202.160,,,6,,,62553,,,443,,,000d000c000a02010202020304010403,,,c014c0110039003500050004003c003dc027c023,,,0303,,
null,,,null,,,0x0800,,,192.168.1.221,,,52.5.51.114,,,6,,,61352,,,443,,,000d000c000a02010202020304010403,,,c014c0110039003500050004003c003dc027c023,,,0303,,
null,,,null,,,0x0800,,,52.205.153.193,,,192.168.1.221,,,6,,,443,,,58802,,,000d000c000a02010202020304010403,,,c014c0110039003500050004003c003dc027c023,,,0303,,
