srcMac, dstMac, ethType, srcIp, dstIp, ipProto, srcPort, dstPort, protocol, allMatches, numPayloadOnePackets, numPayloadTwoPackets
null,null,0x0800,192.168.1.1,192.168.1.143,17,53,57424,dns,dns|,1,1
null,null,0x0800,192.168.1.143,54.169.65.77,6,35538,80,http,http|,1,1
null,null,0x0800,192.168.1.143,52.221.64.209,17,20609,3478,none,none,48,0
null,null,0x0800,192.168.1.143,52.220.239.112,6,47139,80,http,http|,1,1
null,null,0x0800,192.168.1.1,192.168.1.143,17,53,57423,dns,dns|,1,1
null,null,0x0800,192.168.1.143,52.77.49.32,6,36579,80,http,http|,1,1
null,null,0x0800,192.168.1.143,52.76.40.177,17,19505,3478,none,none,9,9
null,null,0x0800,52.76.40.177,192.168.1.143,17,3478,23905,none,none,1,1
null,null,0x0800,192.168.1.143,52.74.148.203,6,51943,80,http,http|,1,1
null,null,0x0800,192.168.1.1,192.168.1.143,17,53,44116,dns,dns|,1,1
null,null,0x0800,192.168.1.143,52.221.64.209,17,26965,3478,none,none,2,2
null,null,0x0800,192.168.1.143,192.168.1.1,17,60072,53,dns,dns|,1,1
null,null,0x0800,192.168.1.143,52.76.51.215,17,29964,3478,none,none,400,0
null,null,0x0800,192.168.1.143,52.221.127.70,6,56160,80,http,http|,1,1
null,null,0x0800,192.168.1.143,192.168.1.1,17,43622,53,dns,dns|,2,2
null,null,0x0800,192.168.1.1,192.168.1.143,17,53,46764,dns,dns|,1,1
null,null,0x0800,192.168.1.1,192.168.1.143,17,53,46765,dns,dns|,1,1
null,null,0x0800,192.168.1.1,192.168.1.143,17,53,44104,dns,dns|,1,1
null,null,0x0800,192.168.1.143,192.168.1.1,17,59081,53,dns,dns|,1,1
null,null,0x0800,52.221.220.40,192.168.1.143,17,3478,24177,none,none,3,3
null,null,0x0800,52.220.239.112,192.168.1.143,6,80,57657,http,http|,1,3
null,null,0x0800,192.168.1.1,192.168.1.143,17,53,57417,dns,dns|,1,1
null,null,0x0800,192.168.1.1,192.168.1.143,17,53,58748,dns,dns|,1,1
null,null,0x0800,192.168.1.143,192.168.1.1,17,38804,53,dns,dns|,1,1
null,null,0x0800,192.168.1.143,54.169.65.77,6,37937,80,http,http|,1,1
null,null,0x0800,192.168.1.1,192.168.1.143,17,53,33446,dns,dns|,1,1
null,null,0x0800,192.168.1.143,192.168.1.1,17,40029,53,dns,dns|,1,1
null,null,0x0800,192.168.1.1,192.168.1.143,17,53,34777,dns,dns|,1,1
null,null,0x0800,192.168.1.143,52.74.73.19,6,55685,80,http,http|,1,1
null,null,0x0800,192.168.1.143,192.168.1.1,17,44952,53,dns,dns|,1,1
null,null,0x0800,192.168.1.143,192.168.1.1,17,55257,53,dns,dns|,1,1
null,null,0x0800,192.168.1.143,54.179.144.186,6,44244,80,http,http|,1,1
null,null,0x0800,192.168.1.1,192.168.1.143,17,53,57413,dns,dns|,1,1
null,null,0x0800,192.168.1.143,52.74.117.156,6,38643,80,http,http|,1,1
null,null,0x0800,192.168.1.1,192.168.1.143,17,53,33440,dns,dns|,1,1
null,null,0x0800,192.168.1.143,54.169.65.77,6,46805,80,http,http|,1,1
null,null,0x0800,52.76.40.177,192.168.1.143,17,3478,23931,none,none,10,10
null,null,0x0800,192.168.1.143,52.76.46.19,17,23184,3478,none,none,64,0
null,null,0x0800,192.168.1.143,192.168.1.1,17,39035,53,dns,dns|,1,1
null,null,0x0800,192.168.1.143,192.168.1.1,17,60073,53,dns,dns|,1,1
null,null,0x0800,192.168.1.143,192.168.1.1,17,52629,53,dns,dns|,1,1
null,null,0x0800,192.168.1.143,129.94.5.92,17,26842,26842,none,none,133,0
null,null,0x0800,52.76.201.235,192.168.1.143,6,80,40877,http,http|,1,1
null,null,0x0800,192.168.1.143,192.168.1.1,17,43887,53,dns,dns|,1,1
null,null,0x0800,192.168.1.143,192.168.1.1,17,51425,53,dns,dns|,1,1
null,null,0x0800,192.168.1.143,192.168.1.1,17,51558,53,dns,dns|,1,1
null,null,0x0800,192.168.1.143,52.76.46.19,17,18365,3478,none,none,3,2
null,null,0x0800,192.168.1.1,192.168.1.143,17,53,46755,dns,dns|,1,1
null,null,0x0800,192.168.1.1,192.168.1.143,17,53,46750,dns,dns|,1,1
null,null,0x0800,192.168.1.1,192.168.1.143,17,53,58736,dns,dns|,1,1
null,null,0x0800,192.168.1.143,54.255.158.82,6,56148,80,http,http|,1,1
null,null,0x0800,192.168.1.143,192.168.1.1,17,57784,53,dns,dns|,1,1
null,null,0x0800,52.221.220.40,192.168.1.143,17,3478,24183,none,none,4,4
null,null,0x0800,192.168.1.143,192.168.1.1,17,33686,53,dns,dns|,1,1
null,null,0x0800,54.254.170.235,192.168.1.143,6,80,40304,http,http|,1,1
null,null,0x0800,192.168.1.143,192.168.1.1,17,40028,53,dns,dns|,1,1
null,null,0x0800,192.168.1.143,192.168.1.1,17,55256,53,dns,dns|,1,1
null,null,0x0800,192.168.1.143,52.74.117.156,6,55098,80,http,http|,1,1
null,null,0x0800,192.168.1.143,52.76.46.19,17,23183,3478,none,none,4,4
null,null,0x0800,192.168.1.1,192.168.1.143,17,53,34784,dns,dns|,1,1
null,null,0x0800,192.168.1.143,192.168.1.1,17,50227,53,dns,dns|,1,1
null,null,0x0800,192.168.1.1,192.168.1.143,17,53,58733,dns,dns|,1,1
null,null,0x0800,192.168.1.1,192.168.1.143,17,53,33451,dns,dns|,2,2
null,null,0x0800,192.168.1.1,192.168.1.143,17,53,33452,dns,dns|,1,1
null,null,0x0800,192.168.1.143,52.221.12.125,6,47963,80,http,http|,1,1
null,null,0x0800,192.168.1.143,52.76.93.148,6,54420,80,http,http|,1,1
null,null,0x0800,192.168.1.1,192.168.1.143,17,53,45426,dns,dns|,1,1
null,null,0x0800,52.220.78.233,192.168.1.143,6,80,54924,http,http|,1,1
null,null,0x0800,192.168.1.143,192.168.1.1,17,56321,53,dns,dns|,1,1
null,null,0x0800,192.168.1.143,52.77.191.7,6,55017,80,http,http|,1,1
null,null,0x0800,192.168.1.1,192.168.1.143,17,53,46757,dns,dns|,1,1
null,null,0x0800,192.168.1.1,192.168.1.143,17,53,46759,dns,dns|,1,1
null,null,0x0800,192.168.1.1,192.168.1.143,17,53,46741,dns,dns|,1,1
null,null,0x0800,52.77.191.7,192.168.1.143,6,80,55301,http,http|,1,1
null,null,0x0800,192.168.1.1,192.168.1.143,17,53,46744,dns,dns|,1,1
null,null,0x0800,192.168.1.1,192.168.1.143,17,53,45412,dns,dns|,1,1
null,null,0x0800,192.168.1.1,192.168.1.143,17,53,45410,dns,dns|,2,2
null,null,0x0800,192.168.1.143,192.168.1.1,17,54053,53,dns,dns|,1,1
null,null,0x0800,192.168.1.143,52.221.64.209,17,16768,3478,none,none,4,4
null,null,0x0800,192.168.1.143,54.254.251.1,6,57628,80,http,http|,1,1
null,null,0x0800,192.168.1.1,192.168.1.143,17,53,58725,dns,dns|,1,1
null,null,0x0800,192.168.1.143,52.77.191.7,6,50117,80,http,http|,1,1
null,null,0x0800,52.221.12.125,192.168.1.143,6,80,54097,http,http|,1,1
null,null,0x0800,192.168.1.1,192.168.1.143,17,53,34758,dns,dns|,1,1
null,null,0x0800,192.168.1.143,129.94.5.92,17,25633,25633,none,none,63,0
null,null,0x0800,192.168.1.143,192.168.1.1,17,33557,53,dns,dns|,1,1
null,null,0x0800,192.168.1.143,54.254.170.235,6,44958,80,http,http|,1,1
null,null,0x0800,192.168.1.1,192.168.1.143,17,53,34754,dns,dns|,1,1
null,null,0x0800,192.168.1.1,192.168.1.143,17,53,33423,dns,dns|,2,2
null,null,0x0800,192.168.1.143,52.76.46.19,17,22208,3478,none,none,5,5
null,null,0x0800,192.168.1.143,192.168.1.1,17,35954,53,dns,dns|,1,1
null,null,0x0800,52.221.64.209,192.168.1.143,17,3478,18707,none,none,3,3
null,null,0x0800,192.168.1.143,52.221.64.209,17,21584,3478,none,none,48,0
null,null,0x0800,192.168.1.1,192.168.1.143,17,53,58721,dns,dns|,1,1
null,null,0x0800,192.168.1.143,52.77.109.183,6,33651,80,http,http|,1,1
null,null,0x0800,192.168.1.143,52.221.64.209,17,16769,3478,none,none,64,0
null,null,0x0800,192.168.1.143,192.168.1.1,17,41488,53,dns,dns|,1,1
null,null,0x0800,192.168.1.1,192.168.1.143,17,53,45415,dns,dns|,1,1
null,null,0x0800,192.168.1.143,52.221.220.40,17,21443,3478,none,none,2,2
null,null,0x0800,192.168.1.143,192.168.1.1,17,36052,53,dns,dns|,1,1
null,null,0x0800,192.168.1.143,192.168.1.1,17,51071,53,dns,dns|,1,1
null,null,0x0800,192.168.1.1,192.168.1.143,17,53,45418,dns,dns|,1,1
null,null,0x0800,54.254.251.1,192.168.1.143,6,80,38311,http,http|,1,1
null,null,0x0800,52.77.191.7,192.168.1.143,6,80,43315,http,http|,1,1
null,null,0x0800,52.76.46.19,192.168.1.143,17,3478,26146,none,none,2,2
null,null,0x0800,192.168.1.143,192.168.1.1,17,34887,53,dns,dns|,1,1
null,null,0x0800,192.168.1.143,192.168.1.1,17,43883,53,dns,dns|,1,1
null,null,0x0800,192.168.1.143,192.168.1.1,17,56584,53,dns,dns|,1,1
null,null,0x0800,192.168.1.143,192.168.1.1,17,54052,53,dns,dns|,1,1
null,null,0x0800,52.220.255.1,192.168.1.143,6,80,43505,http,http|,1,1
null,null,0x0800,192.168.1.143,192.168.1.1,17,56451,53,dns,dns|,1,1
null,null,0x0800,192.168.1.143,129.94.5.92,17,23213,23213,none,none,28,0
null,null,0x0800,192.168.1.143,192.168.1.1,17,42687,53,dns,dns|,2,2
null,null,0x0800,192.168.1.143,192.168.1.1,17,57782,53,dns,dns|,1,1
null,null,0x0800,192.168.1.143,192.168.1.1,17,40155,53,dns,dns|,1,1
null,null,0x0800,192.168.1.143,52.76.40.177,17,19766,3478,none,none,2,2
null,null,0x0800,192.168.1.1,192.168.1.143,17,53,33436,dns,dns|,1,1
null,null,0x0800,192.168.1.1,192.168.1.143,17,53,58719,dns,dns|,1,1
null,null,0x0800,192.168.1.143,192.168.1.1,17,42554,53,dns,dns|,1,1
null,null,0x0800,192.168.1.1,192.168.1.143,17,53,34769,dns,dns|,1,1
null,null,0x0800,192.168.1.143,52.221.149.2,6,55484,80,http,http|,1,1
null,null,0x0800,52.74.249.231,192.168.1.143,6,80,36067,http,http|,1,1
null,null,0x0800,52.220.255.1,192.168.1.143,6,80,43500,http,http|,1,1
null,null,0x0800,54.251.136.150,192.168.1.143,6,80,42372,http,http|,1,1
null,null,0x0800,192.168.1.143,129.94.5.92,17,30300,30300,none,none,112,0
null,null,0x0800,192.168.1.143,52.77.191.7,6,47477,80,http,http|,1,1
null,null,0x0800,192.168.1.1,192.168.1.143,17,53,34762,dns,dns|,2,2
null,null,0x0800,192.168.1.1,192.168.1.143,17,53,34765,dns,dns|,2,2
null,null,0x0800,192.168.1.1,192.168.1.143,17,53,34764,dns,dns|,1,1
null,null,0x0800,192.168.1.143,52.74.117.156,6,44790,80,http,http|,1,1
null,null,0x0800,52.76.201.235,192.168.1.143,6,80,49213,http,http|,1,1
null,null,0x0800,192.168.1.143,52.76.46.19,17,24012,8089,none,none,3,0
null,null,0x0800,192.168.1.1,192.168.1.143,17,53,34761,dns,dns|,2,2
null,null,0x0800,192.168.1.143,52.77.191.7,6,43292,80,http,http|,1,1
null,null,0x0800,192.168.1.143,52.221.64.209,17,21583,3478,none,none,3,3
null,null,0x0800,192.168.1.143,129.94.5.92,17,24422,24422,none,none,49,0
null,null,0x0800,52.77.11.250,192.168.1.143,6,80,47053,http,http|,1,1
null,null,0x0800,192.168.1.143,192.168.1.1,17,34620,53,dns,dns|,1,1
null,null,0x0800,192.168.1.143,52.77.109.183,6,51042,80,http,http|,1,1
null,null,0x0800,54.179.144.186,192.168.1.143,6,80,45664,http,http|,1,1
null,null,0x0800,192.168.1.1,192.168.1.143,17,53,46734,dns,dns|,1,1
null,null,0x0800,52.76.46.19,192.168.1.143,17,3478,26111,none,none,2,2
null,null,0x0800,192.168.1.143,52.221.220.40,17,28876,3478,none,none,3,3
null,null,0x0800,192.168.1.143,52.220.147.223,6,33746,80,http,http|,1,1
null,null,0x0800,192.168.1.1,192.168.1.143,17,53,33407,dns,dns|,1,1
null,null,0x0800,192.168.1.143,52.74.73.19,6,37195,80,http,http|,1,1
null,null,0x0800,192.168.1.1,192.168.1.143,17,53,58703,dns,dns|,2,2
null,null,0x0800,192.168.1.1,192.168.1.143,17,53,34739,dns,dns|,1,1
null,null,0x0800,192.168.1.143,54.169.65.77,6,37808,80,http,http|,1,1
null,null,0x0800,192.168.1.143,52.221.64.209,17,25633,3478,none,none,5,5
null,null,0x0800,52.76.27.173,192.168.1.143,6,80,60515,http,http|,1,1
null,null,0x0800,192.168.1.143,52.77.191.7,6,52778,80,http,http|,1,1
null,null,0x0800,192.168.1.143,52.220.147.223,6,42398,80,http,http|,1,1
null,null,0x0800,52.76.46.19,192.168.1.143,17,3478,27446,none,none,5,5
null,null,0x0800,192.168.1.1,192.168.1.143,17,53,58706,dns,dns|,1,1
null,null,0x0800,192.168.1.143,129.94.5.92,17,25510,25510,none,none,49,0
null,null,0x0800,52.220.146.230,192.168.1.143,6,80,52285,http,http|,1,1
null,null,0x0800,192.168.1.143,192.168.1.1,17,42550,53,dns,dns|,1,1
null,null,0x0800,192.168.1.1,192.168.1.143,17,53,34732,dns,dns|,1,1
null,null,0x0800,54.254.170.235,192.168.1.143,6,80,51053,http,http|,1,1
null,null,0x0800,59.125.122.217,192.168.1.143,17,123,41152,ntp,ntp|,1,1
null,null,0x0800,192.168.1.143,192.168.1.1,17,55253,53,dns,dns|,1,1
null,null,0x0800,192.168.1.143,52.74.249.231,6,47666,80,http,http|,1,1
null,null,0x0800,52.221.127.70,192.168.1.143,6,80,44043,http,http|,1,1
null,null,0x0800,192.168.1.143,192.168.1.1,17,56809,53,dns,dns|,1,1
null,null,0x0800,192.168.1.143,52.76.166.167,6,45884,50443,tls,tls|,2,5
null,null,0x0800,54.179.144.186,192.168.1.143,6,80,46962,http,http|,1,1
null,null,0x0800,192.168.1.143,52.221.127.70,6,52593,80,http,http|,1,1
null,null,0x0800,192.168.1.143,192.168.1.1,17,38580,53,dns,dns|,1,1
null,null,0x0800,192.168.1.1,192.168.1.143,17,53,46726,dns,dns|,1,1
null,null,0x0800,52.221.127.70,192.168.1.143,6,80,58665,http,http|,1,1
null,null,0x0800,192.168.1.143,52.74.249.231,6,37819,80,http,http|,1,1
null,null,0x0800,52.74.174.247,192.168.1.143,6,80,44700,http,http|,1,1
null,null,0x0800,192.168.1.1,192.168.1.143,17,53,46711,dns,dns|,1,1
null,null,0x0800,52.76.46.19,192.168.1.143,17,3478,27454,none,none,8,8
null,null,0x0800,192.168.1.143,192.168.1.1,17,54054,53,dns,dns|,1,1
null,null,0x0800,192.168.1.143,224.0.0.251,2,*,*,none,none,20,0
null,null,0x0800,192.168.1.1,192.168.1.143,17,53,34746,dns,dns|,1,1
null,null,0x0800,52.77.191.7,192.168.1.143,6,80,43346,http,http|,1,1
null,null,0x0800,192.168.1.1,192.168.1.143,17,53,33411,dns,dns|,1,1
null,null,0x0800,192.168.1.143,52.76.46.19,17,22209,3478,none,none,80,0
null,null,0x0800,192.168.1.143,192.168.1.1,17,44208,53,dns,dns|,1,1
null,null,0x0800,192.168.1.143,192.168.1.1,17,41487,53,dns,dns|,1,1
null,null,0x0800,54.254.251.1,192.168.1.143,6,80,39631,http,http|,1,1
null,null,0x0800,52.77.191.7,192.168.1.143,6,80,42019,http,http|,1,1
null,null,0x0800,52.76.210.178,192.168.1.143,6,80,57775,http,http|,1,1
null,null,0x0800,192.168.1.143,192.168.1.1,17,52759,53,dns,dns|,1,1
null,null,0x0800,192.168.1.143,52.74.117.156,6,36996,80,http,http|,1,1
null,null,0x0800,192.168.1.143,54.169.65.77,6,34954,80,http,http|,1,1
null,null,0x0800,192.168.1.143,52.74.148.203,6,41124,80,http,http|,1,1
null,null,0x0800,192.168.1.143,129.94.5.92,17,23579,23579,none,none,21,0
null,null,0x0800,192.168.1.143,52.221.126.58,6,37369,80,http,http|,1,1
null,null,0x0800,52.220.239.112,192.168.1.143,6,80,56385,http,http|,1,1
null,null,0x0800,192.168.1.143,54.169.65.77,6,47296,80,http,http|,1,1
null,null,0x0800,192.168.1.1,192.168.1.143,17,53,51290,dns,dns|,1,1
null,null,0x0800,192.168.1.143,192.168.1.1,17,35825,53,dns,dns|,1,1
null,null,0x0800,192.168.1.143,52.76.210.173,6,42425,80,http,http|,1,1
null,null,0x0800,192.168.1.143,52.74.219.43,6,52039,80,http,http|,1,1
null,null,0x0800,192.168.1.143,192.168.1.1,17,52752,53,dns,dns|,1,1
null,null,0x0800,192.168.1.1,192.168.1.143,17,53,46709,dns,dns|,1,1
null,null,0x0800,192.168.1.143,192.168.1.1,17,40284,53,dns,dns|,1,1
null,null,0x0800,54.169.40.93,192.168.1.143,6,80,59700,http,http|,1,1
null,null,0x0800,192.168.1.143,129.94.5.92,17,24427,24427,none,none,70,0
null,null,0x0800,52.220.82.120,192.168.1.143,6,80,45342,http,http|,1,1
null,null,0x0800,192.168.1.143,52.76.104.38,6,36971,80,http,http|,1,1
null,null,0x0800,192.168.1.143,52.74.117.156,6,52591,80,http,http|,1,1
null,null,0x0800,192.168.1.1,192.168.1.143,17,53,51296,dns,dns|,1,1
null,null,0x0800,192.168.1.1,192.168.1.143,17,53,46703,dns,dns|,1,1
null,null,0x0800,192.168.1.1,192.168.1.143,17,53,46704,dns,dns|,1,1
null,null,0x0800,192.168.1.143,52.77.49.32,6,50391,80,http,http|,1,1
null,null,0x0800,192.168.1.143,192.168.1.1,17,41484,53,dns,dns|,2,2
null,null,0x0800,192.168.1.143,192.168.1.1,17,51685,53,dns,dns|,2,2
null,null,0x0800,192.168.1.143,192.168.1.1,17,39653,53,dns,dns|,1,1
null,null,0x0800,192.168.1.143,52.221.64.209,17,18069,3478,none,none,5,5
null,null,0x0800,52.77.15.95,192.168.1.143,6,80,52118,http,http|,1,1
null,null,0x0800,192.168.1.143,192.168.1.1,17,37121,53,dns,dns|,1,1
null,null,0x0800,192.168.1.143,52.221.127.70,6,36375,80,http,http|,1,1
null,null,0x0800,192.168.1.1,192.168.1.143,17,53,34725,dns,dns|,1,1
null,null,0x0800,52.221.12.125,192.168.1.143,6,80,56630,http,http|,1,1
null,null,0x0800,52.77.191.7,192.168.1.143,6,80,45944,http,http|,1,1
null,null,0x0800,192.168.1.143,52.77.49.32,6,37291,80,http,http|,1,1
null,null,0x0800,192.168.1.1,192.168.1.143,17,53,34720,dns,dns|,1,1
null,null,0x0800,192.168.1.143,192.168.1.1,17,35959,53,dns,dns|,1,1
null,null,0x0800,52.221.128.65,192.168.1.143,6,80,44837,http,http|,1,1
null,null,0x0800,192.168.1.143,192.168.1.1,17,38585,53,dns,dns|,1,1
null,null,0x0800,52.77.36.62,192.168.1.143,6,80,57391,http,http|,1,1
null,null,0x0800,192.168.1.143,192.168.1.1,17,44339,53,dns,dns|,1,1
null,null,0x0800,192.168.1.143,192.168.1.1,17,50354,53,dns,dns|,2,2
null,null,0x0800,192.168.1.143,54.169.65.77,6,57366,80,http,http|,1,1
null,null,0x0800,192.168.1.143,52.221.220.40,17,24427,3478,none,none,4,4
null,null,0x0800,192.168.1.143,52.220.147.223,6,56774,80,http,http|,1,1
null,null,0x0800,192.168.1.143,192.168.1.1,17,45536,53,dns,dns|,1,1
null,null,0x0800,192.168.1.143,192.168.1.1,17,43006,53,dns,dns|,1,1
null,null,0x0800,52.74.219.43,192.168.1.143,6,80,59419,http,http|,1,1
null,null,0x0800,192.168.1.143,192.168.1.1,17,51684,53,dns,dns|,1,1
null,null,0x0800,192.168.1.143,129.94.5.92,17,31076,31076,none,none,49,0
null,null,0x0800,52.221.128.65,192.168.1.143,6,80,56845,http,http|,1,1
null,null,0x0800,192.168.1.143,192.168.1.1,17,40287,53,dns,dns|,1,1
null,null,0x0800,52.77.191.7,192.168.1.143,6,80,56616,http,http|,1,1
null,null,0x0800,192.168.1.143,52.76.51.215,17,17103,3478,none,none,388,0
null,null,0x0800,54.254.170.235,192.168.1.143,6,80,59815,http,http|,1,1
null,null,0x0800,192.168.1.143,192.168.1.1,17,52754,53,dns,dns|,1,1
null,null,0x0800,192.168.1.143,54.169.40.93,6,48398,80,http,http|,1,1
null,null,0x0800,192.168.1.143,52.77.191.7,6,46626,80,http,http|,1,1
null,null,0x0800,192.168.1.143,192.168.1.1,17,35823,53,dns,dns|,1,1
null,null,0x0800,192.168.1.143,52.76.46.19,17,32077,8089,none,none,5,0
null,null,0x0800,192.168.1.1,192.168.1.143,17,53,51275,dns,dns|,2,2
null,null,0x0800,192.168.1.143,54.255.158.82,6,40337,80,http,http|,1,1
null,null,0x0800,192.168.1.143,52.221.128.65,6,33295,80,http,http|,1,1
null,null,0x0800,192.168.1.1,192.168.1.143,17,53,51273,dns,dns|,1,1
null,null,0x0800,52.74.174.247,192.168.1.143,6,80,48284,http,http|,1,1
null,null,0x0800,192.168.1.143,52.76.46.19,17,23075,8089,none,none,3,0
null,null,0x0800,52.220.51.164,192.168.1.143,6,80,55356,http,http|,1,1
null,null,0x0800,192.168.1.143,52.76.40.177,17,27437,3478,none,none,3,3
null,null,0x0800,52.221.127.70,192.168.1.143,6,80,34676,http,http|,1,1
null,null,0x0800,192.168.1.143,52.76.40.177,17,29963,3478,none,none,13,13
null,null,0x0800,192.168.1.143,192.168.1.1,17,45535,53,dns,dns|,1,1
null,null,0x0800,192.168.1.143,192.168.1.1,17,43007,53,dns,dns|,1,1
null,null,0x0800,192.168.1.1,192.168.1.143,17,53,34709,dns,dns|,1,1
null,null,0x0800,192.168.1.1,192.168.1.143,17,53,51269,dns,dns|,1,1
null,null,0x0800,192.168.1.143,192.168.1.1,17,54183,53,dns,dns|,1,1
null,null,0x0800,192.168.1.143,192.168.1.1,17,55609,53,dns,dns|,1,1
null,null,0x0800,192.168.1.1,192.168.1.143,17,53,34705,dns,dns|,1,1
null,null,0x0800,192.168.1.143,129.94.5.92,17,23215,23215,none,none,42,0
null,null,0x0800,192.168.1.1,192.168.1.143,17,53,34707,dns,dns|,1,1
null,null,0x0800,192.168.1.1,192.168.1.143,17,53,52599,dns,dns|,1,1
null,null,0x0800,54.251.136.150,192.168.1.143,6,80,60163,http,http|,1,1
null,null,0x0800,192.168.1.143,52.76.51.215,17,17102,3478,none,none,33,33
null,null,0x0800,192.168.1.1,192.168.1.143,17,53,34702,dns,dns|,2,2
