srcMac, dstMac, ethType, srcIp, dstIp, ipProto, srcPort, dstPort, protocol, allMatches, numPayloadOnePackets, numPayloadTwoPackets
null,null,0x0800,192.168.1.152,52.43.214.158,6,41391,8883,tls,tls|,60472,120806
null,null,0x0800,192.168.1.152,8.8.8.8,17,30290,53,dns,dns|,2,2
null,null,0x0800,192.168.1.152,52.34.186.24,6,58957,443,tls,tls|,6,5
null,null,0x0800,192.168.1.152,192.168.1.1,17,30396,53,dns,dns|,1,1
null,null,0x0800,192.168.1.152,54.244.22.196,6,41574,443,tls,tls|,6,5
null,null,0x0800,192.168.1.152,192.168.1.1,17,30045,53,dns,dns|,5,5
null,null,0x0800,54.244.22.196,192.168.1.152,6,443,58920,tls,tls|,5,6
null,null,0x0800,54.244.22.196,192.168.1.152,6,443,58921,tls,tls|,5,6
null,null,0x0800,8.8.8.8,192.168.1.152,17,53,30060,dns,dns|,5,5
null,null,0x0800,8.8.8.8,192.168.1.152,17,53,30061,dns,dns|,5,5
null,null,0x0800,54.244.22.196,192.168.1.152,6,443,58924,tls,tls|,5,6
null,null,0x0800,54.244.22.196,192.168.1.152,6,443,58925,tls,tls|,5,6
null,null,0x0800,192.168.1.152,198.60.22.240,17,123,123,ntp,ntp|,1,1
null,null,0x0800,54.244.22.196,192.168.1.152,6,443,58926,tls,tls|,5,6
null,null,0x0800,192.168.1.152,192.168.1.1,17,30043,53,dns,dns|,5,5
null,null,0x0800,54.244.22.196,192.168.1.152,6,443,58928,tls,tls|,5,6
null,null,0x0800,192.168.1.152,192.168.1.1,17,30261,53,dns,dns|,2,2
null,null,0x0800,54.244.22.196,192.168.1.152,6,443,58929,tls,tls|,5,6
null,null,0x0800,54.191.103.42,192.168.1.152,6,443,41395,tls,tls|,6,6
null,null,0x0800,52.34.186.24,192.168.1.152,6,443,51997,tls,tls|,5,6
null,null,0x0800,192.168.1.152,8.8.8.8,17,30073,53,dns,dns|,5,5
null,null,0x0800,192.168.1.152,54.244.22.196,6,57433,443,tls,tls|,6,5
null,null,0x0800,192.168.1.152,8.8.8.8,17,30291,53,dns,dns|,2,2
null,null,0x0800,192.168.1.152,52.34.186.24,6,58958,443,tls,tls|,6,5
null,null,0x0800,192.168.1.152,192.168.1.1,17,30044,53,dns,dns|,5,5
null,null,0x0800,192.168.1.152,54.244.22.196,6,41575,443,tls,tls|,6,5
null,null,0x0800,54.71.119.214,192.168.1.152,6,443,33493,tls,tls|,5,7
null,null,0x0800,8.8.8.8,192.168.1.152,17,53,30490,dns,dns|,1,1
null,null,0x0800,8.8.8.8,192.168.1.152,17,53,30491,dns,dns|,1,1
null,null,0x0800,8.8.8.8,192.168.1.152,17,53,30492,dns,dns|,1,1
null,null,0x0800,192.168.1.152,192.168.1.1,17,30086,53,dns,dns|,5,5
null,null,0x0800,192.168.1.152,8.8.8.8,17,30249,53,dns,dns|,2,2
null,null,0x0800,8.8.8.8,192.168.1.152,17,53,30493,dns,dns|,1,1
null,null,0x0800,8.8.8.8,192.168.1.152,17,53,30494,dns,dns|,1,1
null,null,0x0800,192.168.1.152,8.8.8.8,17,30116,53,dns,dns|,4,4
null,null,0x0800,192.168.1.152,64.113.44.54,17,123,123,ntp,ntp|,1,1
null,null,0x0800,192.168.1.152,54.244.22.196,6,40463,443,tls,tls|,6,5
null,null,0x0800,52.25.151.38,192.168.1.152,6,443,58910,tls,tls|,7,6
null,null,0x0800,192.168.1.152,8.8.8.8,17,30201,53,dns,dns|,1,1
null,null,0x0800,192.168.1.152,8.8.8.8,17,30334,53,dns,dns|,2,2
null,null,0x0800,192.168.1.152,52.34.186.24,6,57663,443,tls,tls|,6,5
null,null,0x0800,192.168.1.152,52.34.186.24,6,57445,443,tls,tls|,6,5
null,null,0x0800,192.168.1.152,8.8.8.8,17,30552,53,dns,dns|,1,1
null,null,0x0800,192.168.1.152,54.244.22.196,6,57652,443,tls,tls|,6,5
null,null,0x0800,192.168.1.152,54.186.151.99,6,40376,8883,tls,tls|,309,599
null,null,0x0800,192.168.1.152,52.11.174.245,6,32033,8883,tls,tls|,20,27
null,null,0x0800,52.34.186.24,192.168.1.152,6,443,40454,tls,tls|,5,6
null,null,0x0800,192.168.1.152,52.11.174.245,6,40546,8883,tls,tls|,869,1637
null,null,0x0800,52.34.186.24,192.168.1.152,6,443,40452,tls,tls|,5,6
null,null,0x0800,52.34.186.24,192.168.1.152,6,443,40453,tls,tls|,5,6
null,null,0x0800,203.100.61.10,192.168.1.152,17,123,123,ntp,ntp|,3,4
null,null,0x0800,52.34.186.24,192.168.1.152,6,443,40458,tls,tls|,5,6
null,null,0x0800,8.8.8.8,192.168.1.152,17,53,30495,dns,dns|,1,1
null,null,0x0800,8.8.8.8,192.168.1.152,17,53,30496,dns,dns|,1,1
null,null,0x0800,52.34.186.24,192.168.1.152,6,443,40456,tls,tls|,5,6
null,null,0x0800,8.8.8.8,192.168.1.152,17,53,30497,dns,dns|,1,1
null,null,0x0800,8.8.8.8,192.168.1.152,17,53,30498,dns,dns|,1,1
null,null,0x0800,54.71.119.214,192.168.1.152,6,443,33498,tls,tls|,5,7
null,null,0x0800,8.8.8.8,192.168.1.152,17,53,30499,dns,dns|,1,1
null,null,0x0800,192.168.1.152,54.244.22.196,6,41576,443,tls,tls|,6,5
null,null,0x0800,192.168.1.152,52.34.186.24,6,40474,443,tls,tls|,6,5
null,null,0x0800,8.8.8.8,192.168.1.152,17,53,30480,dns,dns|,1,1
null,null,0x0800,52.25.151.38,192.168.1.152,6,443,58923,tls,tls|,6,6
null,null,0x0800,192.168.1.152,192.168.1.1,17,30085,53,dns,dns|,5,5
null,null,0x0800,8.8.8.8,192.168.1.152,17,53,30481,dns,dns|,1,1
null,null,0x0800,8.8.8.8,192.168.1.152,17,53,30482,dns,dns|,1,1
null,null,0x0800,192.168.1.152,52.25.151.38,6,32035,443,tls,tls|,6,6
null,null,0x0800,192.168.1.152,8.8.8.8,17,30117,53,dns,dns|,4,4
null,null,0x0800,8.8.8.8,192.168.1.152,17,53,30483,dns,dns|,1,1
null,null,0x0800,192.168.1.152,8.8.8.8,17,30335,53,dns,dns|,2,2
null,null,0x0800,192.168.1.152,8.8.8.8,17,30553,53,dns,dns|,1,1
null,null,0x0800,192.168.1.152,8.8.8.8,17,30202,53,dns,dns|,1,1
null,null,0x0800,192.168.1.152,54.244.22.196,6,40464,443,tls,tls|,6,5
null,null,0x0800,192.168.1.152,8.8.8.8,17,30420,53,dns,dns|,1,1
null,null,0x0800,192.168.1.152,54.244.22.196,6,57435,443,tls,tls|,6,5
null,null,0x0800,192.168.1.152,54.244.22.196,6,57653,443,tls,tls|,6,5
null,null,0x0800,192.168.1.152,54.186.151.99,6,40593,8883,tls,tls|,6,4
null,null,0x0800,52.34.186.24,192.168.1.152,6,443,40444,tls,tls|,5,6
null,null,0x0800,52.34.186.24,192.168.1.152,6,443,40441,tls,tls|,5,6
null,null,0x0800,8.8.8.8,192.168.1.152,17,53,30484,dns,dns|,1,1
null,null,0x0800,8.8.8.8,192.168.1.152,17,53,30485,dns,dns|,1,1
null,null,0x0800,8.8.8.8,192.168.1.152,17,53,30486,dns,dns|,1,1
null,null,0x0800,192.168.1.152,104.155.144.4,17,123,123,ntp,ntp|,2,2
null,null,0x0800,54.71.119.214,192.168.1.152,6,443,33488,tls,tls|,5,8
null,null,0x0800,52.34.186.24,192.168.1.152,6,443,40446,tls,tls|,5,6
null,null,0x0800,8.8.8.8,192.168.1.152,17,53,30487,dns,dns|,1,1
null,null,0x0800,8.8.8.8,192.168.1.152,17,53,30488,dns,dns|,1,1
null,null,0x0800,8.8.8.8,192.168.1.152,17,53,30489,dns,dns|,1,1
null,null,0x0800,192.168.1.152,35.162.161.192,6,57403,443,tls,tls|,6,5
null,null,0x0800,52.34.186.24,192.168.1.152,6,443,40449,tls,tls|,5,6
null,null,0x0800,192.168.1.1,192.168.1.152,17,53,30290,dns,dns|,2,2
null,null,0x0800,192.168.1.1,192.168.1.152,17,53,30291,dns,dns|,2,2
null,null,0x0800,192.168.1.152,203.123.77.111,17,123,123,ntp,ntp|,1,1
null,null,0x0800,192.168.1.1,192.168.1.152,17,53,30292,dns,dns|,2,2
null,null,0x0800,192.168.1.1,192.168.1.152,17,53,30293,dns,dns|,2,2
null,null,0x0800,192.168.1.1,192.168.1.152,17,53,30294,dns,dns|,2,2
null,null,0x0800,192.168.1.152,192.168.1.1,17,30040,53,dns,dns|,5,5
null,null,0x0800,192.168.1.1,192.168.1.152,17,53,30295,dns,dns|,2,2
null,null,0x0800,8.8.8.8,192.168.1.152,17,53,30030,dns,dns|,6,6
null,null,0x0800,192.168.1.152,8.8.8.8,17,30118,53,dns,dns|,4,4
null,null,0x0800,192.168.1.1,192.168.1.152,17,53,30296,dns,dns|,2,2
null,null,0x0800,8.8.8.8,192.168.1.152,17,53,30031,dns,dns|,6,6
null,null,0x0800,192.168.1.1,192.168.1.152,17,53,30297,dns,dns|,2,2
null,null,0x0800,8.8.8.8,192.168.1.152,17,53,30032,dns,dns|,6,6
null,null,0x0800,192.168.1.152,8.8.8.8,17,30554,53,dns,dns|,1,1
null,null,0x0800,192.168.1.152,8.8.8.8,17,30203,53,dns,dns|,1,1
null,null,0x0800,192.168.1.152,8.8.8.8,17,30421,53,dns,dns|,1,1
null,null,0x0800,192.168.1.152,8.8.8.8,17,30336,53,dns,dns|,2,2
null,null,0x0800,192.168.1.152,52.34.186.24,6,57447,443,tls,tls|,6,5
null,null,0x0800,192.168.1.152,54.252.165.245,17,123,123,ntp,ntp|,13,13
null,null,0x0800,192.168.1.152,52.34.186.24,6,57665,443,tls,tls|,6,5
null,null,0x0800,192.168.1.152,54.244.22.196,6,40465,443,tls,tls|,6,5
null,null,0x0800,192.168.1.152,54.244.22.196,6,57436,443,tls,tls|,6,5
null,null,0x0800,192.168.1.1,192.168.1.152,17,53,30298,dns,dns|,2,2
null,null,0x0800,8.8.8.8,192.168.1.152,17,53,30033,dns,dns|,5,5
null,null,0x0800,192.168.1.152,192.168.1.1,17,30089,53,dns,dns|,5,5
null,null,0x0800,192.168.1.1,192.168.1.152,17,53,30299,dns,dns|,2,2
null,null,0x0800,8.8.8.8,192.168.1.152,17,53,30034,dns,dns|,5,5
null,null,0x0800,52.34.186.24,192.168.1.152,6,443,40434,tls,tls|,5,6
null,null,0x0800,8.8.8.8,192.168.1.152,17,53,30035,dns,dns|,5,5
null,null,0x0800,8.8.8.8,192.168.1.152,17,53,30036,dns,dns|,5,5
null,null,0x0800,8.8.8.8,192.168.1.152,17,53,30037,dns,dns|,5,5
null,null,0x0800,192.168.1.152,54.244.22.196,6,41578,443,tls,tls|,6,5
null,null,0x0800,8.8.8.8,192.168.1.152,17,53,30038,dns,dns|,5,5
null,null,0x0800,8.8.8.8,192.168.1.152,17,53,30039,dns,dns|,5,5
null,null,0x0800,192.168.1.1,192.168.1.152,17,53,30280,dns,dns|,2,2
null,null,0x0800,192.168.1.1,192.168.1.152,17,53,30281,dns,dns|,2,2
null,null,0x0800,192.168.1.152,52.34.186.24,6,40476,443,tls,tls|,6,5
null,null,0x0800,192.168.1.1,192.168.1.152,17,53,30282,dns,dns|,2,2
null,null,0x0800,192.168.1.1,192.168.1.152,17,53,30283,dns,dns|,2,2
null,null,0x0800,192.168.1.152,8.8.8.8,17,30119,53,dns,dns|,4,4
null,null,0x0800,192.168.1.1,192.168.1.152,17,53,30284,dns,dns|,2,2
null,null,0x0800,192.168.1.1,192.168.1.152,17,53,30285,dns,dns|,2,2
null,null,0x0800,8.8.8.8,192.168.1.152,17,53,30020,dns,dns|,8,8
null,null,0x0800,192.168.1.152,8.8.8.8,17,30337,53,dns,dns|,2,2
null,null,0x0800,192.168.1.152,192.168.1.1,17,30087,53,dns,dns|,5,5
null,null,0x0800,192.168.1.1,192.168.1.152,17,53,30286,dns,dns|,2,2
null,null,0x0800,8.8.8.8,192.168.1.152,17,53,30021,dns,dns|,8,8
null,null,0x0800,192.168.1.152,8.8.8.8,17,30422,53,dns,dns|,1,1
null,null,0x0800,192.168.1.152,8.8.8.8,17,30204,53,dns,dns|,1,1
null,null,0x0800,192.168.1.152,52.34.186.24,6,57446,443,tls,tls|,6,5
null,null,0x0800,192.168.1.152,8.8.8.8,17,30555,53,dns,dns|,1,1
null,null,0x0800,60.241.92.80,192.168.1.152,17,123,123,ntp,ntp|,4,4
null,null,0x0800,192.168.1.152,54.186.151.99,6,40377,8883,tls,tls|,213,407
null,null,0x0800,192.168.1.152,52.34.186.24,6,57664,443,tls,tls|,6,5
null,null,0x0800,192.168.1.152,61.216.153.107,17,123,123,ntp,ntp|,6,6
null,null,0x0800,192.168.1.152,52.11.174.245,6,40545,8883,tls,tls|,191,334
null,null,0x0800,192.168.1.152,52.34.186.24,6,41540,443,tls,tls|,6,5
null,null,0x0800,192.168.1.152,192.168.1.1,17,30088,53,dns,dns|,5,5
null,null,0x0800,192.168.1.1,192.168.1.152,17,53,30287,dns,dns|,2,2
null,null,0x0800,8.8.8.8,192.168.1.152,17,53,30022,dns,dns|,8,8
null,null,0x0800,192.168.1.1,192.168.1.152,17,53,30288,dns,dns|,2,2
null,null,0x0800,8.8.8.8,192.168.1.152,17,53,30023,dns,dns|,8,8
null,null,0x0800,192.168.1.1,192.168.1.152,17,53,30289,dns,dns|,2,2
null,null,0x0800,8.8.8.8,192.168.1.152,17,53,30024,dns,dns|,8,8
null,null,0x0800,8.8.8.8,192.168.1.152,17,53,30025,dns,dns|,8,8
null,null,0x0800,8.8.8.8,192.168.1.152,17,53,30026,dns,dns|,7,7
null,null,0x0800,8.8.8.8,192.168.1.152,17,53,30027,dns,dns|,7,7
null,null,0x0800,8.8.8.8,192.168.1.152,17,53,30028,dns,dns|,7,7
null,null,0x0800,8.8.8.8,192.168.1.152,17,53,30029,dns,dns|,7,7
null,null,0x0800,54.149.243.84,192.168.1.152,6,8883,44222,tls,tls|,25,4324
null,null,0x0800,192.168.1.152,192.168.1.1,17,30082,53,dns,dns|,5,5
null,null,0x0800,192.168.1.1,192.168.1.152,17,53,30270,dns,dns|,2,2
null,null,0x0800,192.168.1.1,192.168.1.152,17,53,30271,dns,dns|,2,2
null,null,0x0800,192.168.1.1,192.168.1.152,17,53,30272,dns,dns|,2,2
null,null,0x0800,192.168.1.1,192.168.1.152,17,53,30273,dns,dns|,2,2
null,null,0x0800,192.168.1.1,192.168.1.152,17,53,30274,dns,dns|,2,2
null,null,0x0800,192.168.1.152,8.8.8.8,17,30205,53,dns,dns|,1,1
null,null,0x0800,192.168.1.1,192.168.1.152,17,53,30275,dns,dns|,2,2
null,null,0x0800,8.8.8.8,192.168.1.152,17,53,30450,dns,dns|,1,1
null,null,0x0800,192.168.1.152,8.8.8.8,17,30338,53,dns,dns|,2,2
null,null,0x0800,192.168.1.152,52.34.186.24,6,57667,443,tls,tls|,6,5
null,null,0x0800,192.168.1.152,8.8.8.8,17,30556,53,dns,dns|,1,1
null,null,0x0800,52.10.6.214,192.168.1.152,6,8883,54633,tls,tls|,7663,3943
null,null,0x0800,192.168.1.152,8.8.8.8,17,30423,53,dns,dns|,1,1
null,null,0x0800,192.168.1.152,52.34.186.24,6,40477,443,tls,tls|,6,5
null,null,0x0800,192.168.1.152,52.34.186.24,6,57401,443,tls,tls|,6,5
null,null,0x0800,54.244.22.196,192.168.1.152,6,443,40365,tls,tls|,5,6
null,null,0x0800,8.8.8.8,192.168.1.152,17,53,30459,dns,dns|,1,1
null,null,0x0800,77.245.18.26,192.168.1.152,17,123,123,ntp,ntp|,1,1
null,null,0x0800,192.168.1.1,192.168.1.152,17,53,30276,dns,dns|,2,2
null,null,0x0800,8.8.8.8,192.168.1.152,17,53,30451,dns,dns|,1,1
null,null,0x0800,192.168.1.1,192.168.1.152,17,53,30277,dns,dns|,2,2
null,null,0x0800,8.8.8.8,192.168.1.152,17,53,30452,dns,dns|,1,1
null,null,0x0800,192.168.1.1,192.168.1.152,17,53,30278,dns,dns|,2,2
null,null,0x0800,8.8.8.8,192.168.1.152,17,53,30453,dns,dns|,1,1
null,null,0x0800,35.164.106.131,192.168.1.152,6,443,44236,tls,tls|,69,6
null,null,0x0800,192.168.1.1,192.168.1.152,17,53,30279,dns,dns|,2,2
null,null,0x0800,8.8.8.8,192.168.1.152,17,53,30454,dns,dns|,1,1
null,null,0x0800,8.8.8.8,192.168.1.152,17,53,30455,dns,dns|,1,1
null,null,0x0800,69.167.160.102,192.168.1.152,17,123,123,ntp,ntp|,1,2
null,null,0x0800,8.8.8.8,192.168.1.152,17,53,30456,dns,dns|,1,1
null,null,0x0800,8.8.8.8,192.168.1.152,17,53,30457,dns,dns|,1,1
null,null,0x0800,8.8.8.8,192.168.1.152,17,53,30458,dns,dns|,1,1
null,null,0x0800,192.168.1.152,192.168.1.1,17,30081,53,dns,dns|,5,5
null,null,0x0800,52.34.186.24,192.168.1.152,6,443,54644,tls,tls|,5,6
null,null,0x0800,192.168.1.152,8.8.8.8,17,30339,53,dns,dns|,2,2
null,null,0x0800,192.168.1.152,8.8.8.8,17,30557,53,dns,dns|,1,1
null,null,0x0800,52.34.186.24,192.168.1.152,6,443,54645,tls,tls|,5,6
null,null,0x0800,52.34.186.24,192.168.1.152,6,443,54642,tls,tls|,5,6
null,null,0x0800,52.34.186.24,192.168.1.152,6,443,54643,tls,tls|,5,6
null,null,0x0800,192.168.1.152,8.8.8.8,17,30206,53,dns,dns|,1,1
null,null,0x0800,54.244.22.196,192.168.1.152,6,443,40357,tls,tls|,5,6
null,null,0x0800,192.168.1.152,52.34.186.24,6,57448,443,tls,tls|,6,5
