srcMac| dstMac| ethType| srcIp| dstIp| ipProto| srcPort| dstPort|method|host|request-version|uri|user-agent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|36021|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/session?action=new|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|36287|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/session?action=delete|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|35089|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/session?action=new|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|37226|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/once?action=get|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|34724|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/once?action=get|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|34857|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/session?action=delete|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|36020|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/once?action=get|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|39621|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/once?action=get|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|38558|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/session?action=new|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|38425|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/session?action=new|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|35921|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/session?action=delete|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|36153|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/session?action=delete|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|36286|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/v2/measure|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|34989|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/v2/measure|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|35088|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/once?action=get|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|37227|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/session?action=new|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|34856|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/v2/measure|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|34723|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/session?action=delete|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|36152|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/session?action=new|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|39624|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/session?action=delete|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|38426|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/v2/measure|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|36285|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/session?action=new|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|35920|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/session?action=new|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|38559|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/v2/measure|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|34988|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/v2/measure|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|35087|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/session?action=delete|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|34722|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/session?action=new|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|34855|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/v2/activity|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|36151|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/once?action=get|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|36284|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/once?action=get|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|39623|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/v2/measure|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|37228|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/session?action=delete|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|35085|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/once?action=get|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|38427|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/session?action=delete|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|39626|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/session?action=new|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|35086|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/session?action=new|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|34854|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/session?action=new|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|34987|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/session?action=delete|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|34721|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/once?action=get|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|36150|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/session?action=delete|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|36283|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/session?action=delete|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|37229|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/maint|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|35084|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/maint|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|38428|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/once?action=get|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|34720|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/session?action=delete|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|34853|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/once?action=get|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|34986|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/v2/measure|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|36282|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/session?action=new|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|39625|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/once?action=get|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|36509|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/v2/measure|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|38429|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/session?action=new|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|35083|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/v2/measure|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|37970|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/once?action=get|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|39628|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/once?action=get|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|34985|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/session?action=new|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|34852|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/maint|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|36281|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/once?action=get|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|36508|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/v2/measure|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|35082|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/v2/measure|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|37971|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/session?action=new|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|39627|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/session?action=delete|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|34984|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/once?action=get|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|34851|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/v2/measure|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|36280|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/v2/measure|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|35081|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/maint|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|36507|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/session?action=delete|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|38070|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/session?action=delete|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|37972|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/session?action=delete|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|34850|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/v2/measure|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|34983|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/session?action=delete|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|35309|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/session?action=new|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|35080|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/v2/measure|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|36506|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/session?action=new|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|36639|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/session?action=delete|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|38071|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/v2/measure|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|39629|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/session?action=new|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|37973|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/once?action=get|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|37840|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/session?action=new|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|34982|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/session?action=new|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|35308|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/once?action=get|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|39271|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/v2/measure|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|36505|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/once?action=get|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|36638|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/session?action=new|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|38072|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/v2/measure|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|37974|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/session?action=new|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|37841|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/session?action=delete|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|34981|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/once?action=get|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|35307|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/session?action=delete|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|39270|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/session?action=new|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|36504|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/maint|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|36637|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/once?action=get|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|38073|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/maint|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|37975|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/v2/measure|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|37842|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/once?action=get|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|34980|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/maint|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|35306|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/v2/measure|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|35439|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/session?action=delete|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|39140|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/once?action=get|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|39273|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/v2/measure|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|36636|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/session?action=delete|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|36769|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/v2/measure|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|36503|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/v2/measure|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|37710|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/session?action=new|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|37843|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/session?action=new|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|38074|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/v2/measure|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|35305|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/session?action=new|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|35438|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/v2/measure|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|37976|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/session?action=delete|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|39272|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/session?action=delete|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|36768|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/v2/activity|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|36502|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/v2/measure|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|36635|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/v2/measure|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|37711|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/session?action=delete|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|38075|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/v2/measure|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|37977|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/once?action=get|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|35304|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/once?action=get|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|35437|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/session?action=new|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|37844|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/v2/measure|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|39130|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/v2/measure|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|39263|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/session?action=new|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|39396|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/session?action=new|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|36779|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/v2/measure|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|36513|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/v2/measure|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|36646|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/v2/measure|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|37700|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/v2/measure|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|38064|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/once?action=get|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|38197|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/v2/measure|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|37966|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/once?action=get|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|35315|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/v2/measure|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|35448|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/v2/measure|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|37833|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/session?action=new|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|36512|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/session?action=new|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|39395|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/once?action=get|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|39262|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/once?action=get|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|38199|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/v2/measure|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|36645|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/session?action=delete|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|36778|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/session?action=delete|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|38065|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/session?action=new|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|38198|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/maint|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|35447|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/session?action=new|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|37967|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/session?action=new|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|35314|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/session?action=delete|Withings UserAgent,,
null|null|0x0800|192.168.1.156|89.30.121.150|6|37834|80|POST|scalews.withings.net|HTTP/1.1| /cgi-bin/session?action=delete|Withings UserAgent,,
