srcMac| dstMac| ethType| srcIp| dstIp| ipProto| srcPort| dstPort|transaction id|flags|Qnumber,,
null|null|0x0800|192.168.1.1|192.168.1.156|17|53|55138|3eaf|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|44781|53|b2c5|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|59138|53|2aef|100.0|0001,,
null|null|0x0800|192.168.1.1|192.168.1.156|17|53|57790|df99|100.0|0001,,
null|null|0x0800|192.168.1.1|192.168.1.156|17|53|45722|262a|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|42251|53|4727|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|39708|53|547e|100.0|0001,,
null|null|0x0800|192.168.1.1|192.168.1.156|17|53|33748|3150|100.0|0001,,
null|null|0x0800|192.168.1.1|192.168.1.156|17|53|56475|ae24|100.0|0001,,
null|null|0x0800|192.168.1.1|192.168.1.156|17|53|33730|c8e9|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|40955|53|ee96|100.0|0001,,
null|null|0x0800|192.168.1.1|192.168.1.156|17|53|55143|22f3|100.0|0001,,
null|null|0x0800|192.168.1.1|192.168.1.156|17|53|56476|6728|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|60126|53|ab62|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|58905|53|c59a|100.0|0001,,
null|null|0x0800|192.168.1.1|192.168.1.156|17|53|45715|8338|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|37084|53|f8e2|100.0|0001,,
null|null|0x0800|192.168.1.1|192.168.1.156|17|53|56470|f27c|100.0|0001,,
null|null|0x0800|192.168.1.1|192.168.1.156|17|53|55142|e7a6|100.0|0001,,
null|null|0x0800|192.168.1.1|192.168.1.156|17|53|45717|da75|100.0|0001,,
null|null|0x0800|192.168.1.1|192.168.1.156|17|53|45710|f496|100.0|0001,,
null|null|0x0800|192.168.1.1|192.168.1.156|17|53|33736|1657|100.0|0001,,
null|null|0x0800|192.168.1.1|192.168.1.156|17|53|33737|e7c0|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|41188|53|a7cc|100.0|0001,,
null|null|0x0800|192.168.1.1|192.168.1.156|17|53|55154|7ab1|100.0|0001,,
null|null|0x0800|192.168.1.1|192.168.1.156|17|53|55157|d565|100.0|0001,,
null|null|0x0800|192.168.1.1|192.168.1.156|17|53|55151|b39c|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|51129|53|bf83|100.0|0001,,
null|null|0x0800|192.168.1.1|192.168.1.156|17|53|33723|a9c0|100.0|0001,,
null|null|0x0800|192.168.1.1|192.168.1.156|17|53|33724|a974|100.0|0001,,
null|null|0x0800|192.168.1.1|192.168.1.156|17|53|55168|84f0|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|58907|53|cae5|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|44780|53|5b67|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|38508|53|c56c|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|55920|53|833e|100.0|0001,,
null|null|0x0800|192.168.1.1|192.168.1.156|17|53|55161|488b|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|48354|53|88c9|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|42252|53|f320|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|57709|53|e772|100.0|0001,,
null|null|0x0800|192.168.1.1|192.168.1.156|17|53|49299|3242|100.0|0001,,
null|null|0x0800|192.168.1.1|192.168.1.156|17|53|49297|39a8|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|48488|53|1fed|100.0|0001,,
null|null|0x0800|192.168.1.1|192.168.1.156|17|53|55172|7eb8|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|39350|53|da93|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|53781|53|ba6a|100.0|0001,,
null|null|0x0800|192.168.1.1|192.168.1.156|17|53|33709|5557|100.0|0001,,
null|null|0x0800|192.168.1.1|192.168.1.156|17|53|33707|e580|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|51251|53|56f8|100.0|0001,,
null|null|0x0800|192.168.1.1|192.168.1.156|17|53|55188|cc40|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|50054|53|ff12|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|49554|53|ba86|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|53780|53|a6ae|100.0|0001,,
null|null|0x0800|192.168.1.1|192.168.1.156|17|53|55199|cf8b|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|48224|53|5e6b|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|41184|53|d24f|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|40952|53|7aa1|100.0|0001,,
null|null|0x0800|192.168.1.1|192.168.1.156|17|53|55191|f94b|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|37085|53|6741|100.0|0001,,
null|null|0x0800|192.168.1.1|192.168.1.156|17|53|49264|03e1|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|38150|53|32c9|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|59266|53|ca89|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|48358|53|796d|100.0|0001,,
null|null|0x0800|192.168.1.1|192.168.1.156|17|53|37279|6b61|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|42609|53|ffef|100.0|0001,,
null|null|0x0800|192.168.1.1|192.168.1.156|17|53|37276|a0bb|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|59399|53|dd49|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|49423|53|39fd|100.0|0001,,
null|null|0x0800|192.168.1.1|192.168.1.156|17|53|37280|f521|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|51250|53|f0f1|100.0|0001,,
null|null|0x0800|192.168.1.1|192.168.1.156|17|53|49251|3b50|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|56634|53|f5e9|100.0|0001,,
null|null|0x0800|192.168.1.1|192.168.1.156|17|53|37269|9744|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|42604|53|c50d|100.0|0001,,
null|null|0x0800|192.168.1.1|192.168.1.156|17|53|37262|57e0|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|58197|53|cbc4|100.0|0001,,
null|null|0x0800|192.168.1.1|192.168.1.156|17|53|49247|708a|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|43803|53|ab52|100.0|0001,,
null|null|0x0800|192.168.1.1|192.168.1.156|17|53|49245|9b8f|100.0|0001,,
null|null|0x0800|192.168.1.1|192.168.1.156|17|53|49241|4678|100.0|0001,,
null|null|0x0800|192.168.1.1|192.168.1.156|17|53|49242|a8cb|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|56766|53|cafc|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|59131|53|9a76|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|52320|53|5c62|100.0|0001,,
null|null|0x0800|192.168.1.1|192.168.1.156|17|53|37257|da6e|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|52453|53|65a8|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|39487|53|ccc1|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|42736|53|5b47|100.0|0001,,
null|null|0x0800|192.168.1.1|192.168.1.156|17|53|38584|c8ab|100.0|0001,,
null|null|0x0800|192.168.1.1|192.168.1.156|17|53|37250|b37a|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|57831|53|b3ce|100.0|0001,,
null|null|0x0800|192.168.1.1|192.168.1.156|17|53|38583|d8d5|100.0|0001,,
null|null|0x0800|192.168.1.1|192.168.1.156|17|53|38580|6755|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|55437|53|d080|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|55303|53|cd7a|100.0|0001,,
null|null|0x0800|192.168.1.1|192.168.1.156|17|53|38590|b4a9|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|50059|53|7354|100.0|0001,,
null|null|0x0800|192.168.1.1|192.168.1.156|17|53|49237|5a87|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|51123|53|7940|100.0|0001,,
null|null|0x0800|192.168.1.1|192.168.1.156|17|53|49232|3334|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|32798|53|40e9|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|37089|53|a8da|100.0|0001,,
null|null|0x0800|192.168.1.1|192.168.1.156|17|53|40899|ff90|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|51386|53|25b3|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|52584|53|214a|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|39485|53|6fd3|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|55306|53|2549|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|57833|53|87d7|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|38022|53|8b86|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|56636|53|91bf|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|56896|53|6777|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|53034|53|bc4d|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|53167|53|e042|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|58193|53|49c6|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|37929|53|28e3|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|56895|53|9bba|100.0|0001,,
null|null|0x0800|192.168.1.1|192.168.1.156|17|53|50218|d9ca|100.0|0001,,
null|null|0x0800|192.168.1.1|192.168.1.156|17|53|52877|2290|100.0|0001,,
null|null|0x0800|192.168.1.1|192.168.1.156|17|53|51546|38ed|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|53033|53|f7b3|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|56898|53|2de6|100.0|0001,,
null|null|0x0800|192.168.1.1|192.168.1.156|17|53|52883|6143|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|52934|53|3f5b|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|55699|53|7fcb|100.0|0001,,
null|null|0x0800|192.168.1.1|192.168.1.156|17|53|50227|dc46|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|50404|53|b6ad|100.0|0001,,
null|null|0x0800|192.168.1.1|192.168.1.156|17|53|50228|b0a6|100.0|0001,,
null|null|0x0800|192.168.1.1|192.168.1.156|17|53|51556|1a9c|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|58195|53|5d5d|100.0|0001,,
null|null|0x0800|192.168.1.1|192.168.1.156|17|53|51555|d43f|100.0|0001,,
null|null|0x0800|192.168.1.1|192.168.1.156|17|53|52886|848d|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|39356|53|b6e0|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|38025|53|37fb|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|34940|53|28a4|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|36371|53|ee87|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|41416|53|c4a6|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|49192|53|724c|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|56631|53|dea5|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|52099|53|3cbe|100.0|0001,,
null|null|0x0800|192.168.1.1|192.168.1.156|17|53|51560|526e|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|55568|53|8d63|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|58061|53|1fe0|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|38026|53|2798|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|37928|53|7fbe|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|49193|53|f8cf|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|34943|53|1da3|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|41542|53|e22b|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|40344|53|c3df|100.0|0001,,
null|null|0x0800|192.168.1.1|192.168.1.156|17|53|50242|9685|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|51608|53|b254|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|37572|53|8481|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|35175|53|3b3f|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|33878|53|c254|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|33612|53|d732|100.0|0001,,
null|null|0x0800|192.168.1.1|192.168.1.156|17|53|51579|cf49|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|55560|53|bee6|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|41676|53|67d6|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|51609|53|ce40|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|53038|53|adca|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|33879|53|2dbc|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|53037|53|6a0c|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|40211|53|38a4|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|55694|53|7232|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|51381|53|247f|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|56894|53|5fed|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|34812|53|fcf9|100.0|0001,,
null|null|0x0800|192.168.1.1|192.168.1.156|17|53|51593|79ef|100.0|0001,,
null|null|0x0800|192.168.1.1|192.168.1.156|17|53|50261|22c5|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|42610|53|8170|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|53169|53|9250|100.0|0001,,
null|null|0x0800|192.168.1.1|192.168.1.156|17|53|50269|9a4c|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|49062|53|483e|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|54498|53|3ac3|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|56893|53|5943|100.0|0001,,
null|null|0x0800|192.168.1.1|192.168.1.156|17|53|50275|b666|100.0|0001,,
null|null|0x0800|192.168.1.1|192.168.1.156|17|53|50273|0a58|100.0|0001,,
null|null|0x0800|192.168.1.1|192.168.1.156|17|53|43198|f5af|100.0|0001,,
null|null|0x0800|192.168.1.1|192.168.1.156|17|53|50278|7869|100.0|0001,,
null|null|0x0800|192.168.1.1|192.168.1.156|17|53|43192|7ba9|100.0|0001,,
null|null|0x0800|192.168.1.1|192.168.1.156|17|53|43196|2141|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|49063|53|3582|100.0|0001,,
null|null|0x0800|192.168.1.1|192.168.1.156|17|53|43193|d73e|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|34947|53|76b5|100.0|0001,,
null|null|0x0800|192.168.1.1|192.168.1.156|17|53|50280|6f2b|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|35046|53|5564|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|41671|53|9ce3|100.0|0001,,
null|null|0x0800|192.168.1.1|192.168.1.156|17|53|50282|8d36|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|54719|53|f2c7|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|44528|53|653c|100.0|0001,,
null|null|0x0800|192.168.1.1|192.168.1.156|17|53|43181|46b1|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|49197|53|b644|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|60134|53|b698|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|60267|53|698e|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|43328|53|76ae|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|37444|53|2fec|100.0|0001,,
null|null|0x0800|192.168.1.1|192.168.1.156|17|53|50297|f32c|100.0|0001,,
null|null|0x0800|192.168.1.1|192.168.1.156|17|53|50293|ae73|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|44529|53|40dc|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|38642|53|6034|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|47155|53|793e|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|60266|53|da5f|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|60399|53|83e5|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|34949|53|4352|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|37574|53|747c|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|53518|53|2b65|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|50795|53|9252|100.0|0001,,
null|null|0x0800|192.168.1.1|192.168.1.156|17|53|44496|5afe|100.0|0001,,
null|null|0x0800|192.168.1.1|192.168.1.156|17|53|43165|7dd8|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|44526|53|edcc|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|50662|53|a7d9|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|49066|53|b22a|100.0|0001,,
null|null|0x0800|192.168.1.1|192.168.1.156|17|53|44490|cf7c|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|60132|53|fb43|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|60398|53|60fa|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|51861|53|c4c2|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|54494|53|883b|100.0|0001,,
null|null|0x0800|192.168.1.1|192.168.1.156|17|53|44484|6dbc|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|46922|53|ffab|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|55692|53|6f7a|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|42870|53|94eb|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|49067|53|22c6|100.0|0001,,
null|null|0x0800|192.168.1.1|192.168.1.156|17|53|43151|6be4|100.0|0001,,
null|null|0x0800|192.168.1.1|192.168.1.156|17|53|43150|544d|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|51866|53|4230|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|43325|53|857d|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|45988|53|45db|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|45855|53|ef33|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|55913|53|609a|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|44523|53|55ca|100.0|0001,,
null|null|0x0800|192.168.1.1|192.168.1.156|17|53|44475|20de|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|50402|53|0c81|100.0|0001,,
null|null|0x0800|192.168.1.1|192.168.1.156|17|53|43148|a834|100.0|0001,,
null|null|0x0800|192.168.1.1|192.168.1.156|17|53|44478|a0ed|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|47152|53|bbcf|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|43459|53|be5e|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|45856|53|29e7|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|52097|53|2b8b|100.0|0001,,
null|null|0x0800|192.168.1.1|192.168.1.156|17|53|57720|9057|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|39710|53|5e9c|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|55914|53|6abb|100.0|0001,,
null|null|0x0800|192.168.1.1|192.168.1.156|17|53|43139|727a|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|42259|53|70cf|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|36114|53|caaa|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|53295|53|4df5|100.0|0001,,
null|null|0x0800|192.168.1.156|192.168.1.1|17|44658|53|9e0f|100.0|0001,,
